,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,num_layers,bidirectional,hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,batch_size,model_id
0,,0.665051281452179,0.6387350378117853,[0.73623954 0.54123053],0.6369467787114846,[0.75428571 0.51960784],0.6418838254485735,[0.7190367  0.56473095],,0.9007952809333801,0.894843649280396,[0.91986063 0.86982667],0.8948974091932568,[0.91966035 0.87013447],0.8947900418289643,[0.92006099 0.86951909],20,1,True,200,0.1,0.001,1,focal,2,True,5,64,0
0,,0.6805219054222107,0.6630704741659799,[0.73975099 0.58638996],0.6611321731538169,[0.78631375 0.5359506 ],0.672852015953625,[0.6983945  0.64730954],,0.8994473814964294,0.8943012874731255,[0.91762367 0.8709789 ],0.8914873146362933,[0.93057111 0.85240352],0.897706739432695,[0.90503158 0.8903819 ],20,1,True,200,0.1,0.001,12,focal,2,True,5,64,0
0,,0.6831313967704773,0.6562222769019967,[0.75240315 0.56004141],0.6545965740009887,[0.76465364 0.54453951],0.6584953877943038,[0.74053899 0.57645178],,0.8971559405326843,0.8903527894621938,[0.91766483 0.86304075],0.8928684477823168,[0.90932421 0.87641269],0.8881152996900337,[0.92615988 0.85007072],20,1,True,200,0.1,0.001,123,focal,2,True,5,64,0
0,,0.6700838804244995,0.639141797374474,[0.74480969 0.53347391],0.6385190601372261,[0.74912993 0.52790819],0.6398486110228601,[0.74053899 0.53915823],,0.9007952809333801,0.8942100955994494,[0.9206041  0.86781609],0.8968494110195734,[0.911947   0.88175182],0.8918705714427434,[0.92942714 0.854314  ],20,1,True,200,0.1,0.0005,1,focal,2,True,5,64,1
0,,0.6764212250709534,0.6484630363882373,[0.74760105 0.54932503],0.6470516410888316,[0.75840708 0.5356962 ],0.6503820237007132,[0.73709862 0.56366542],,0.9024127125740051,0.8967806617406511,[0.92089161 0.87266972],0.8960048830341032,[0.92392019 0.86808957],0.897590629165913,[0.91788281 0.87729844],20,1,True,200,0.1,0.0005,12,focal,2,True,5,64,1
0,,0.6779124140739441,0.6582456883318877,[0.7402285  0.57626287],0.6559886007452078,[0.77812895 0.53384825],0.6659237791615549,[0.70584862 0.62599893],,0.9025475382804871,0.8974764283326874,[0.92027787 0.87467499],0.8948803542772638,[0.93188924 0.85787147],0.9005511136264699,[0.9089523  0.89214993],20,1,True,200,0.1,0.0005,123,focal,2,True,5,64,1
0,,0.6833177804946899,0.6561515092839038,[0.75280081 0.5595022 ],0.6546017784939498,[0.76425406 0.54494949],0.6582696347137976,[0.74168578 0.57485349],,0.8843510150909424,0.876224397096043,[0.90793991 0.84450888],0.8804316638380129,[0.89469232 0.866171  ],0.87274476506368,[0.92158571 0.82390382],20,1,True,200,0.1,0.0001,1,focal,2,True,5,64,2
0,,0.6745573282241821,0.645375923955082,[0.74710313 0.54364872],0.6442917793668284,[0.75497658 0.53360698],0.6467339272360247,[0.7393922  0.55407565],,0.8902817368507385,0.8831653543307085,[0.912      0.85433071],0.8850997834952453,[0.90534449 0.86485507],0.8814067450090686,[0.91875408 0.84405941],20,1,True,200,0.1,0.0001,12,focal,2,True,5,64,2
0,,0.6904007196426392,0.6629923805868054,[0.7591008  0.56688396],0.661641387241853,[0.76812445 0.55515832],0.6647011536318448,[0.7502867  0.57911561],,0.8831378817558289,0.8748797407443969,[0.90702413 0.84273535],0.8792508962857541,[0.89332488 0.86517691],0.8712893238323427,[0.92115008 0.82142857],20,1,True,200,0.1,0.0001,123,focal,2,True,5,64,2
0,,0.6721342206001282,0.6524104785347415,[0.73521    0.56961096],0.6503531706477544,[0.77400951 0.52669683],0.6601265989061209,[0.70011468 0.62013852],,0.8945949673652649,0.8888189585390234,[0.91416026 0.86347765],0.8871007088843275,[0.9214428  0.85275862],0.8907307652848864,[0.90699194 0.87446959],20,1,True,300,0.1,0.001,1,focal,2,True,5,64,3
0,,0.6713886260986328,0.6437637877535354,[0.74296545 0.54456213],0.6422222764407135,[0.7558588  0.52858576],0.6460194752508639,[0.73050459 0.56153436],,0.8925731182098389,0.8856619849119933,[0.91377258 0.85755139],0.8873927873683858,[0.9077816  0.86700398],0.8840729294169731,[0.91984317 0.84830269],20,1,True,300,0.1,0.001,12,focal,2,True,5,64,3
