,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6717613935470581,0.646354847044854,[0.74114361 0.55156608],0.6443876687635655,[0.76048265 0.52829268],0.649874155640711,[0.72276376 0.57698455],,0.8676371574401855,0.859753389384817,[0.89300501 0.82650177],0.8596562272524045,[0.89339438 0.82591808],0.8598511339293995,[0.89261599 0.82708628],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6756756901741028,0.6529456954871452,[0.74176313 0.56412826],0.6506553918894344,[0.76892308 0.53238771],0.658174934504113,[0.71645642 0.59989345],,0.8734330534934998,0.8665233745483545,[0.8968925  0.83615425],0.8648466035105555,[0.90434012 0.82535308],0.8684042051403074,[0.88956654 0.84724187],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.681826651096344,0.6560009315489914,[0.75025604 0.56174583],0.654090034624146,[0.76605916 0.54212091],0.6589683542447689,[0.73509174 0.58284497],,0.8586062788963318,0.8510596235472103,[0.88458576 0.81753348],0.849124773626043,[0.89373055 0.804519  ],0.8533010899807969,[0.87562623 0.83097595],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6663560271263123,0.6376108561687155,[0.73967423 0.53554748],0.6362966768367513,[0.75059032 0.52200303],0.6394423165748584,[0.7290711  0.54981353],,0.8707373142242432,0.8636096765378491,[0.89478881 0.83243054],0.862106302368943,[0.90141468 0.82279793],0.8652755052086719,[0.88825964 0.84229137],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6693382859230042,0.6432426422784707,[0.73973005 0.54675524],0.6413971485451834,[0.75751202 0.52528228],0.6464111828117287,[0.72276376 0.5700586 ],,0.8801725506782532,0.8740478790582997,[0.9018222  0.84627356],0.8713692620490148,[0.91465054 0.82808799],0.8773122695317109,[0.88934873 0.86527581],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6698974967002869,0.6436518015463133,[0.74036065 0.54694295],0.641829217370556,[0.75757576 0.52608268],0.6467181947818351,[0.72391055 0.56952584],,0.8807116746902466,0.8737513146548338,[0.90339483 0.8441078 ],0.8732336502577203,[0.90547046 0.84099684],0.8742852768022547,[0.90132869 0.84724187],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6741845011711121,0.6488519903437124,[0.74316779 0.55453619],0.6468578372089531,[0.76220615 0.53150953],0.6523528572580685,[0.72505734 0.57964838],,0.8741070032119751,0.8668413509195694,[0.8979458 0.8357369],0.8661247602478739,[0.90089893 0.83135059],0.8675908556098165,[0.89501198 0.84016973],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6644920706748962,0.6376183997540743,[0.73630237 0.53893443],0.6359198010796725,[0.75284602 0.51899359],0.6404695083653889,[0.72047018 0.56046883],,0.8794986009597778,0.8728292381012276,[0.90195218 0.84370629],0.8713492443219888,[0.90832781 0.83437068],0.8744593074143896,[0.89566543 0.85325318],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6704566478729248,0.6412411480138025,[0.74361949 0.53886281],0.6400980829620887,[0.75234742 0.52784875],0.6427190202010822,[0.73509174 0.5503463 ],,0.8687154650688171,0.8607824045103836,[0.89401523 0.82754958],0.8609805323081335,[0.89323766 0.8287234 ],0.8605866144849541,[0.89479416 0.82637907],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6732525825500488,0.639753988329982,[0.7496072  0.52990078],0.6402086295948588,[0.74693994 0.53347732],0.6393327239934896,[0.75229358 0.52637187],,0.8653457164764404,0.8570621270076342,[0.89147203 0.82265223],0.8576375319012817,[0.88925011 0.82602496],0.856506002920048,[0.89370508 0.81930693],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.2,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6844361424446106,0.6630370307962572,[0.74795296 0.57812111],0.6605104953586586,[0.77794983 0.54307116],0.6690954724746203,[0.72018349 0.61800746],,0.8696590065956116,0.8629969618103214,[0.89320817 0.83278575],0.8604019977075488,[0.90591398 0.81489002],0.8661694964965894,[0.88085384 0.85148515],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.2,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6747437119483948,0.6536500644148711,[0.73912393 0.56817619],0.651378872475734,[0.77225867 0.53049908],0.6601649372168159,[0.7087156  0.61161428],,0.8486319184303284,0.8419266463589682,[0.87448307 0.80937023],0.838196765985921,[0.89807163 0.77832191],0.8475502620741584,[0.85210194 0.84299859],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.2,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6708294749259949,0.6403000031586632,[0.74509238 0.53550763],0.6395609332527937,[0.7502907  0.52883117],0.6411602089269917,[0.7399656  0.54235482],,0.8692545890808105,0.8616350012535935,[0.8941048 0.8291652],0.8611111495087028,[0.89625739 0.82596491],0.8621764586453355,[0.89196254 0.83239038],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.2,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6779124140739441,0.6551981664364199,[0.74369623 0.5667001 ],0.6528638585545845,[0.77043639 0.53529133],0.6603872535961641,[0.71875    0.60202451],,0.8777463436126709,0.871767263126054,[0.89945682 0.8440777 ],0.8685731429084975,[0.91580135 0.82134493],0.8758950695922192,[0.88368547 0.86810467],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.2,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6792171597480774,0.6497559430893356,[0.75133651 0.54817537],0.648863876912611,[0.75735508 0.54037267],0.6508097784381675,[0.74541284 0.55620671],,0.8809812664985657,0.8735896957198162,[0.90415717 0.84302222],0.8744095059505401,[0.90112505 0.84769396],0.8728057277675989,[0.90720976 0.8384017 ],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.2,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6674743890762329,0.6405233765945006,[0.7389523  0.54209446],0.6388318002289666,[0.7546324 0.5230312],0.6432552219528527,[0.72391055 0.56259989],,0.8676371574401855,0.8596962820561805,[0.89307491 0.82631765],0.859745259910424,[0.89288047 0.82661005],0.8596474499489655,[0.89326944 0.82602546],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.2,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,5
0,,0.6941286325454712,0.6640219548252748,[0.76459618 0.56344773],0.6639221230308561,[0.76514499 0.56269926],0.6641231768682212,[0.76404817 0.56419819],,0.8856988549232483,0.87869240016172,[0.90784612 0.84953868],0.8792206763091603,[0.90587725 0.8525641 ],0.8781791106577441,[0.90982357 0.84653465],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.2,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,5
0,,0.6678471565246582,0.6364343480161616,[0.74330164 0.52956705],0.6359080713038856,[0.74696005 0.5248561 ],0.6370211224235434,[0.7396789  0.53436335],,0.8703329563140869,0.862289585339699,[0.89557099 0.82900818],0.8630581958022077,[0.89266393 0.83345247],0.8615540459979969,[0.89849706 0.82461103],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.2,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,5
0,,0.6879776120185852,0.6559455575537584,[0.76092545 0.55096567],0.6564728198420334,[0.75811042 0.55483522],0.6554555874345652,[0.76376147 0.54714971],,0.8719503879547119,0.8638178811263744,[0.89709705 0.83053871],0.865138778555117,[0.8922646  0.83801296],0.8625893721711841,[0.90198214 0.82319661],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(512, 512)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,6
0,,0.6795899271965027,0.6597990784464773,[0.74185313 0.57774503],0.6574706914042971,[0.77893409 0.53600729],0.667336950677687,[0.7081422 0.6265317],,0.8639978170394897,0.8582496055399098,[0.88679457 0.82970464],0.8540313901124179,[0.91439149 0.79367129],0.8649900626556417,[0.86081464 0.86916549],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(512, 512)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,6
0,,0.6790307760238647,0.6508175344702467,[0.75007257 0.5515625 ],0.6495167955800774,[0.7595532  0.53948039],0.6525119383361112,[0.74082569 0.56419819],,0.8538886904716492,0.8456402277328883,[0.88132253 0.80995792],0.8445886578474212,[0.88597843 0.80319889],0.8467734978681924,[0.87671531 0.81683168],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(512, 512)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,6
0,,0.6706430315971375,0.6405638987718489,[0.74454243 0.53658537],0.6396784445504918,[0.7509478  0.52840909],0.6416320298104041,[0.73824541 0.54501865],,0.8723547458648682,0.8648886611112205,[0.89664957 0.83312775],0.8644302101857921,[0.89851269 0.83034773],0.8653603061398338,[0.89479416 0.83592645],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(512, 512)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,7
0,,0.6961789131164551,0.6665595736574685,[0.76593912 0.56718003],0.6663198634697518,[0.76726122 0.56537851],0.6668073168436848,[0.76462156 0.56899307],,0.8715460300445557,0.8638674105357467,[0.89619867 0.83153615],0.8638427398766741,[0.8962963  0.83138918],0.8638921178112148,[0.89610107 0.83168317],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(512, 512)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,7
0,,0.6646784543991089,0.6359132226025561,[0.73825113 0.53357532],0.6345899914954567,[0.74948301 0.51969697],0.6377830772558201,[0.72735092 0.54821524],,0.8743765950202942,0.8678645809684857,[0.89719832 0.83853084],0.8654188426038378,[0.90882682 0.82201087],0.8707960381251431,[0.88586365 0.85572843],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(512, 512)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,7
0,,0.6786579489707947,0.6548518796815157,[0.74549749 0.56420627],0.6526039896398996,[0.76841144 0.53679654],0.6592381734712331,[0.72391055 0.5945658 ],,0.8737026453018188,0.8663333128040445,[0.89771859 0.83494804],0.865826006745044,[0.89978118 0.83187083],0.8668567614455069,[0.89566543 0.83804809],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(512, 512)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,8
0,,0.6898415684700012,0.6622663311685757,[0.75877066 0.565762  ],0.6609621918383572,[0.76744868 0.5544757 ],0.6639020060559258,[0.7502867  0.57751731],,0.870198130607605,0.8634952733463162,[0.89374379 0.83324675],0.8610292720592119,[0.90563506 0.81642348],0.866469342114222,[0.88216075 0.85077793],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(512, 512)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,8
0,,0.687045693397522,0.6607370389326068,[0.75521213 0.56626195],0.6589834766833875,[0.76831801 0.54964895],0.6632281835155651,[0.74254587 0.5839105 ],,0.8656153082847595,0.8575434628387276,[0.89145346 0.82363347],0.857616591090341,[0.89116239 0.8240708 ],0.8574706616506005,[0.89174472 0.82319661],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(512, 512)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,8
0,,0.6695246696472168,0.6440980423109044,[0.73922636 0.54896973],0.6421508282709343,[0.7589852  0.52531646],0.6476618365486599,[0.72047018 0.57485349],,0.8695241808891296,0.8617528318986791,[0.8945304  0.82897527],0.8616551289015013,[0.89492043 0.82838983],0.8618511188331393,[0.89414071 0.82956153],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(512, 512)",0.2,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,9
0,,0.6767940521240234,0.647566316363719,[0.74905933 0.5460733 ],0.6465408201540515,[0.75628288 0.53679876],0.6488232124266227,[0.74197248 0.55567395],,0.8695241808891296,0.862604108841176,[0.89343901 0.8317692 ],0.860511391685616,[0.90318273 0.81784005],0.8650421678599387,[0.88390329 0.84618105],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(512, 512)",0.2,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,9
0,,0.7069897651672363,0.6840712937157241,[0.769163   0.59897959],0.6815128116948579,[0.78838049 0.57464513],0.6881631305812027,[0.75086009 0.62546617],,0.8414880633354187,0.8321375661945729,[0.87175573 0.79251941],0.8318715415445281,[0.87289801 0.79084507],0.8324086360467269,[0.87061642 0.79420085],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(512, 512)",0.2,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,9
0,,0.6743709444999695,0.6447157915485644,[0.74736081 0.54207077],0.6437759936496522,[0.75401226 0.53353973],0.6458523752034527,[0.74082569 0.55087906],,0.8712764382362366,0.8637837829731907,[0.89573097 0.83183659],0.8632336120733131,[0.89798599 0.82848123],0.8643532469437005,[0.89348726 0.83521924],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(512, 512)",0.2,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,10
0,,0.6898415684700012,0.655988176982726,[0.76390465 0.5480717 ],0.6575912726820007,[0.75617978 0.55900277],0.654674463446941,[0.77178899 0.53755994],,0.8778811097145081,0.8700888162660461,[0.90190559 0.83827205],0.8715471124690828,[0.89666308 0.84643115],0.8687392496912199,[0.90720976 0.83026874],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(512, 512)",0.2,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,10
0,,0.6723206043243408,0.6394012842534886,[0.74835385 0.53044872],0.6395767357152284,[0.74728416 0.53186931],0.6392311503814891,[0.74942661 0.5290357 ],,0.8803073167800903,0.8733148638115056,[0.90307793 0.8435518 ],0.8728217432076673,[0.9050536  0.84058989],0.8738227612785239,[0.90111087 0.84653465],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(512, 512)",0.2,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,10
0,,0.6712022423744202,0.6474336335407336,[0.73897603 0.55589124],0.6452887682190741,[0.76360856 0.52696897],0.6520278216996671,[0.71588303 0.58817262],,0.872219979763031,0.8652875500257886,[0.89584707 0.83472803],0.8635184755467074,[0.90379073 0.82324622],0.8672882372096935,[0.88804182 0.84653465],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(512, 512)",0.2,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,11
0,,0.6779124140739441,0.6553391734493029,[0.74354408 0.56713427],0.6529969085288234,[0.77076923 0.53522459],0.6606333213990704,[0.71817661 0.60309004],,0.8662892580032349,0.8598945168467387,[0.88982674 0.82996229],0.8565808559631247,[0.90777249 0.80538922],0.8643294087164575,[0.87257678 0.85608204],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(512, 512)",0.2,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,11
0,,0.6732525825500488,0.6466527962923367,[0.74360099 0.5497046 ],0.6448932576414661,[0.75903255 0.53075397],0.6494215039126461,[0.7287844 0.5700586],,0.8586062788963318,0.8502958014299873,[0.8855678  0.81502381],0.849946477853838,[0.88701923 0.81287372],0.8506531982351548,[0.88412111 0.81718529],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(512, 512)",0.2,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,11
0,,0.6656104326248169,0.6437496502200245,[0.7319988 0.5555005],0.6417070008555634,[0.76419214 0.51922186],0.649818939308774,[0.70240826 0.59722962],,0.8604933023452759,0.8533628288249044,[0.88569851 0.82102715],0.8508407928970398,[0.89829749 0.80338409],0.8564552841069961,[0.87344805 0.83946252],35,3,5,11,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,6,1,384,"(256, 256)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,12
0,,0.6760484576225281,0.648298577981679,[0.74708964 0.54950752],0.6468265156098778,[0.75856974 0.53508329],0.650341394255913,[0.73595183 0.56473095],,0.8414880633354187,0.834184916173597,[0.86898396 0.79938588],0.8308217623302308,[0.88939567 0.77224786],0.83899441808076,[0.84948813 0.82850071],35,3,5,11,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,6,1,384,"(256, 256)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,12
0,,0.6917055249214172,0.6714859921254759,[0.75298686 0.58998513],0.6687700226716473,[0.78584788 0.55169217],0.6783770858484894,[0.72276376 0.63399041],,0.8068472743034363,0.7980791030521575,[0.84015616 0.75600204],0.7950304193386356,[0.8609968  0.72906404],0.8026538301214756,[0.82030059 0.78500707],35,3,5,11,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,6,1,384,"(256, 256)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,12
0,,0.6518173217773438,0.6277184249628529,[0.72243685 0.533     ],0.6259827081147318,[0.74984577 0.50211964],0.6324442765637143,[0.69696101 0.56792754],,0.8696590065956116,0.8624360831692075,[0.89395767 0.8309145 ],0.8610188131070838,[0.90017668 0.82186095],0.8639968673719598,[0.887824   0.84016973],35,3,5,11,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,6,1,384,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,13
0,,0.6922646760940552,0.6646319565721532,[0.7608979  0.56836601],0.6634056285789316,[0.76880304 0.55800821],0.6661346398703768,[0.75315367 0.57911561],,0.8735678791999817,0.8667257420167842,[0.89692308 0.83652841],0.864910499733637,[0.90507873 0.82474227],0.8687846925153666,[0.88891309 0.84865629],35,3,5,11,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,6,1,384,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,13
