,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6889095902442932,0.6540061714224508,[0.76389871 0.54411363],0.6561376497533695,[0.75397934 0.55829596],0.6523582796087843,[0.77408257 0.53063399],,0.7302870750427246,0.708552672586869,[0.78814187 0.62896347],0.7139994265295156,[0.76679028 0.66120858],0.7052168670207407,[0.81071662 0.59971711],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6945013999938965,0.6684451677900506,[0.76139176 0.57549858],0.6667098247082844,[0.77343981 0.55997984],0.6708076369914904,[0.7497133  0.59190197],,0.7331176996231079,0.7155650105474087,[0.78622328 0.64490674],0.7168922525776906,[0.77949047 0.65429403],0.7144292057795878,[0.7930734  0.63578501],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6911463141441345,0.6638817010046074,[0.7596112 0.5681522],0.6624958794090323,[0.76886931 0.55612245],0.665643649831617,[0.75057339 0.58071391],,0.7323089241981506,0.7120691374847008,[0.78840827 0.63573001],0.7160395975864086,[0.77163712 0.66044207],0.7093626004633011,[0.80592464 0.61280057],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6769804358482361,0.6607348183716744,[0.73497477 0.58649487],0.6593627859661468,[0.78761062 0.53111495],0.6718508667207578,[0.68893349 0.65476825],,0.738778829574585,0.7278456309769573,[0.78239389 0.67329737],0.7253896963959336,[0.80741599 0.6433634 ],0.7325144099965587,[0.75887606 0.70615276],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6816402673721313,0.6516988018045302,[0.75381954 0.54957806],0.6510481704317554,[0.75797101 0.54412533],0.652427242745353,[0.7497133  0.55514118],,0.748079240322113,0.7286335410837721,[0.80127592 0.65599117],0.7333930865430084,[0.78271708 0.6840691 ],0.7254317607446092,[0.82073622 0.6301273 ],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6643056869506836,0.6472408187778207,[0.72482811 0.56965352],0.6461942900035093,[0.77592411 0.51646447],0.6575509059449737,[0.68004587 0.63505594],,0.7341960072517395,0.7226296818038697,[0.7792702  0.66598916],0.7203307146875815,[0.80151969 0.63914174],0.7267067785597366,[0.75822261 0.69519095],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6805219054222107,0.6553837664629063,[0.74845905 0.56230848],0.6533286422871858,[0.76668671 0.53997057],0.6588261511879683,[0.73107798 0.58657432],,0.7409354448318481,0.7268099191211397,[0.78893038 0.66468946],0.7257810283444532,[0.79557032 0.65599174],0.728010641014937,[0.78240035 0.67362093],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6917055249214172,0.6708982509046328,[0.75364909 0.58814741],0.6681900535243248,[0.78425294 0.55212716],0.6772697807354113,[0.72534404 0.62919552],,0.7360830307006836,0.72013547025804,[0.78694233 0.65332861],0.7202566006486146,[0.78625788 0.65425532],0.7200162469649585,[0.78762797 0.65240453],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6823858618736267,0.6509090609160626,[0.75573394 0.54608418],0.6509090609160626,[0.75573394 0.54608418],0.6509090609160626,[0.75573394 0.54608418],,0.7451139092445374,0.7245742647984854,[0.79978825 0.64936028],0.730386104665592,[0.77812114 0.68265107],0.7209310341215532,[0.82269658 0.61916549],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6935694217681885,0.6601229344709144,[0.76674234 0.55350353],0.6617658501665162,[0.75898876 0.56454294],0.6587717749385364,[0.77465596 0.54288759],,0.729343593120575,0.7060369819904795,[0.78880942 0.62326454],0.7132645317547062,[0.76266016 0.6638689 ],0.7020781927743137,[0.81681551 0.58734088],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.2,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,3
