,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,num_layers,bidirectional,hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,batch_size
0,0.3274701483109418,0.5462344884872437,0.5457850000727729,[0.53149606 0.56007394],0.5493885074725712,[0.57815846 0.52061856],0.5489016393442623,[0.49180328 0.606     ],0.32142398953437806,0.7437722682952881,0.6922234392113911,[0.81818182 0.56626506],0.7404593894009217,[0.74654378 0.734375  ],0.682906123343192,[0.90502793 0.46078431],1,False,384,0.1,0.0005,1,focal,2,False,,64
0,0.33582903970690337,0.5529075264930725,0.5511306561318194,[0.52288911 0.5793722 ],0.5586845753250159,[0.5921659  0.52520325],0.5570619307832423,[0.46812386 0.646     ],0.2836014926433563,0.7402135133743286,0.6890320624573638,[0.81518987 0.56287425],0.7342236467236467,[0.74537037 0.72307692],0.6801128272538065,[0.89944134 0.46078431],1,False,384,0.1,0.0005,12,focal,2,False,,64
0,0.473695167723824,0.5424213409423828,0.5377904415004554,[0.49152542 0.58405546],0.5513161460147873,[0.58734177 0.51529052],0.5482932604735884,[0.42258652 0.674     ],0.36536845564842224,0.7437722682952881,0.6943437273386512,[0.81725888 0.57142857],0.7380549682875264,[0.74883721 0.72727273],0.6850147880381203,[0.89944134 0.47058824],1,False,384,0.1,0.0005,123,focal,2,False,,64
