,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,swnu_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.6823858618736267,0.6657469487849837,[0.74032307 0.59117083],0.6639660525600586,[0.79017567 0.53775644],0.6763770785168604,[0.69638761 0.65636654],,0.8262569308280945,0.8182627563346363,[0.85637883 0.78014668],0.815069362606573,[0.87659672 0.75354201],0.8228856301163614,[0.83707253 0.80869873],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)","(256, 256)",0.2,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6848089694976807,0.6676214264059213,[0.74320425 0.5920386 ],0.6655623807302852,[0.79011947 0.54100529],0.6776254411196864,[0.70154817 0.65370272],,0.8280091881752014,0.8207499768236739,[0.85682226 0.78467769],0.8170379722552448,[0.88359176 0.75048418],0.8268814407501055,[0.8316271  0.82213579],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)","(256, 256)",0.2,0.001,12,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.686113715171814,0.6541500644794195,[0.75929102 0.54900911],0.6545460518276864,[0.75712657 0.55196554],0.6537760333931268,[0.76146789 0.54608418],,0.8249090313911438,0.8129489073493292,[0.86024744 0.76565037],0.8157493798624422,[0.84991497 0.78158379],0.8105939238476856,[0.87083424 0.75035361],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)","(256, 256)",0.2,0.001,123,True,focal,2,True,5,Conv1d,,concatenation,64
