,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,num_layers,bidirectional,hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,batch_size,model_id
0,,0.6697111129760742,0.6444891894091151,[0.73918163 0.54979675],0.6425129725722758,[0.75952813 0.52549781],0.6481742868768726,[0.71989679 0.57645178],,0.9053781032562256,0.8998904590754275,[0.92332896 0.87645195],0.8992090423233355,[0.92595838 0.87245971],0.9005976732657863,[0.92071444 0.88048091],35,1,True,200,0.1,0.001,1,focal,2,True,5,64,0
0,,0.6801491379737854,0.6563811757286719,[0.74675325 0.5660091 ],0.6541112719894757,[0.76946472 0.53875782],0.6607540641664182,[0.72534404 0.59616409],,0.9111739993095398,0.9061780251037903,[0.92782828 0.88452777],0.9048664719302622,[0.93303965 0.8766933 ],0.9075891672933669,[0.9226748  0.89250354],35,1,True,200,0.1,0.001,12,focal,2,True,5,64,0
0,,0.6762348413467407,0.6525770111535805,[0.74323725 0.56191677],0.6503449971179602,[0.76716509 0.5335249 ],0.6571285735582351,[0.72075688 0.59350027],,0.8994473814964294,0.893756860744471,[0.91834501 0.86916871],0.8926026214312455,[0.9229923  0.86221294],0.894990953026908,[0.91374428 0.87623762],35,1,True,200,0.1,0.001,123,focal,2,True,5,64,0
0,,0.6848089694976807,0.652233151139563,[0.7586699 0.5457964],0.6528537082551708,[0.75532822 0.5503792 ],0.6516652879130762,[0.76204128 0.54128929],,0.9100956916809082,0.9046435666526029,[0.92744479 0.88184234],0.904950225373142,[0.92633638 0.88356408],0.9043415843124594,[0.92855587 0.8801273 ],35,1,True,200,0.1,0.0005,1,focal,2,True,5,64,1
0,,0.679962694644928,0.6493160892740698,[0.75298518 0.545647  ],0.6488820679965737,[0.75570315 0.54206099],0.6497837322146897,[0.7502867  0.54928077],,0.9082086682319641,0.9028135755708497,[0.92571179 0.87991536],0.9024115558641148,[0.92722902 0.87759409],0.9032242299906003,[0.92419952 0.88224894],35,1,True,200,0.1,0.0005,12,focal,2,True,5,64,1
0,,0.67940354347229,0.6510619773946182,[0.75050769 0.55161627],0.6498067248830023,[0.75954198 0.54007147],0.6526756016823645,[0.74168578 0.56366542],,0.9082086682319641,0.9027873959270074,[0.92574419 0.8798306 ],0.9024909979681018,[0.9268559 0.8781261],0.9030884406703109,[0.92463516 0.88154173],35,1,True,200,0.1,0.0005,123,focal,2,True,5,64,1
0,,0.6846225261688232,0.6479765821854104,[0.76155581 0.53439736],0.6507689545902547,[0.74889135 0.55264656],0.6459854137238322,[0.77465596 0.51731486],,0.894864559173584,0.8878696058312874,[0.91587575 0.85986346],0.8905333779422244,[0.90707114 0.87399562],0.8855170099422738,[0.92485297 0.84618105],35,1,True,200,0.1,0.0001,1,focal,2,True,5,64,2
0,,0.6825722455978394,0.6470506679930763,[0.7590208  0.53508054],0.6490417694107753,[0.74937133 0.54871221],0.645515883974525,[0.76892202 0.52210975],,0.893112301826477,0.8862678828291841,[0.9141682  0.85836757],0.8878793904286528,[0.90856282 0.86719596],0.8847801429954738,[0.91984317 0.84971711],35,1,True,200,0.1,0.0001,12,focal,2,True,5,64,2
0,,0.6967381238937378,0.6625350591072181,[0.76997031 0.55509981],0.6648892075282467,[0.7595537  0.57022472],0.6607165659382286,[0.78067661 0.54075653],,0.8877207040786743,0.8794980871574828,[0.91097574 0.84802043],0.8851201950491443,[0.89425094 0.87598945],0.8750601154648245,[0.92833805 0.82178218],35,1,True,200,0.1,0.0001,123,focal,2,True,5,64,2
0,,0.6739981174468994,0.6489909455499673,[0.74268059 0.5553013 ],0.6469483062935304,[0.76276821 0.5311284 ],0.6527016442400277,[0.72362385 0.58177944],,0.9076694846153259,0.9022163967841411,[0.92530804 0.87912476],0.9019204206536837,[0.92641921 0.87742163],0.9025170164120996,[0.92419952 0.88083451],35,1,True,300,0.1,0.001,1,focal,2,True,5,64,3
0,,0.6952469944953918,0.6664654457209351,[0.76444316 0.56848773],0.6658009619916948,[0.76831741 0.56328452],0.6671978788374968,[0.7606078  0.57378796],,0.8982342481613159,0.8922384342418189,[0.91765732 0.86681954],0.8918982849429552,[0.91896024 0.86483633],0.8925849865535453,[0.91635809 0.86881188],35,1,True,300,0.1,0.001,12,focal,2,True,5,64,3
0,,0.6689655184745789,0.6469754471828106,[0.73508353 0.55886736],0.6448342281148931,[0.76616915 0.5234993 ],0.6528913501439444,[0.70642202 0.59936068],,0.8989081978797913,0.8931731001831567,[0.91792515 0.86842105],0.8920675988269837,[0.9223664 0.8617688],0.894351634108552,[0.91352646 0.8751768 ],35,1,True,300,0.1,0.001,123,focal,2,True,5,64,3
0,,0.6751164793968201,0.645943973534381,[0.74757422 0.54431373],0.6448675964302175,[0.75534094 0.53439425],0.6472870070090375,[0.7399656  0.55460842],,0.9098260998725891,0.9046028315788088,[0.92692518 0.88228049],0.90388777012207,[0.92966696 0.87810858],0.9053458707261024,[0.92419952 0.88649222],35,1,True,300,0.1,0.0005,1,focal,2,True,5,64,4
0,,0.67940354347229,0.6504118016987294,[0.75108538 0.54973822],0.6493649519788549,[0.75832846 0.54040144],0.6516913304707395,[0.74397936 0.5594033 ],,0.9136002063751221,0.9084354776006438,[0.9301819  0.88668906],0.9084077839925884,[0.93028322 0.88653234],0.9084632099517012,[0.93008059 0.88684583],35,1,True,300,0.1,0.0005,12,focal,2,True,5,64,4
0,,0.6747437119483948,0.647321480874383,[0.7456639  0.54897906],0.6457539318257316,[0.75837533 0.53313253],0.6495840216918467,[0.73337156 0.56579648],,0.9063215851783752,0.9009743441371547,[0.92398556 0.87796313],0.8999676949322728,[0.92794376 0.87199163],0.9020389810085965,[0.92006099 0.88401697],35,1,True,300,0.1,0.0005,123,focal,2,True,5,64,4
0,,0.6792171597480774,0.6432262558526289,[0.75654265 0.52990986],0.6452203833636169,[0.74671879 0.54372197],0.641705269730636,[0.76662844 0.5167821 ],,0.8993125557899475,0.8930000617634852,[0.91898926 0.86701086],0.8940957882207716,[0.91511879 0.87307279],0.8919625739062067,[0.92289262 0.86103253],35,1,True,300,0.1,0.0001,1,focal,2,True,5,64,5
0,,0.679962694644928,0.645989326843596,[0.75565675 0.5363219 ],0.6470117671745319,[0.75021192 0.54381161],0.6451084439594708,[0.76118119 0.5290357 ],,0.8979646563529968,0.891582745933081,[0.91788697 0.86527852],0.8926158890767243,[0.9142178  0.87101397],0.8906019079208229,[0.92158571 0.8596181 ],35,1,True,300,0.1,0.0001,12,focal,2,True,5,64,5
0,,0.6866728663444519,0.6527882288338731,[0.7612555  0.54432095],0.6541880163453575,[0.75429215 0.55408389],0.6516223673341708,[0.76834862 0.53489611],,0.8941906094551086,0.8867470467120996,[0.91578157 0.85771252],0.8911032890241899,[0.90232558 0.879881  ],0.883139310445965,[0.92964496 0.83663366],35,1,True,300,0.1,0.0001,123,focal,2,True,5,64,5
