,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.6398881673812866,0.6001665500168495,[0.72619048 0.47414262],0.6013730220521996,[0.71804933 0.48469672],0.5992783538537487,[0.73451835 0.46403836],,0.8882598876953125,0.8807998166553852,[0.91061995 0.85097969],0.8835138719543133,[0.90157985 0.8654479 ],0.8784152207889675,[0.91984317 0.83698727],80,3,5,26,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6465983390808105,0.6102204307453482,[0.72929754 0.49114332],0.6106278583694658,[0.72639363 0.49486209],0.609852395976402,[0.73222477 0.48748002],,0.8978298902511597,0.8914319791744694,[0.91778742 0.86507654],0.8924940243486017,[0.91402031 0.87096774],0.8904251045261977,[0.92158571 0.8592645 ],80,3,5,26,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6989748477935791,0.6681133434985287,[0.76931867 0.56690802],0.6686578054114338,[0.76658127 0.57073434],0.6676041732854985,[0.77207569 0.56313266],,0.8894729614257812,0.8831562348173285,[0.91032371 0.85598876],0.8822182915369559,[0.91412256 0.85031403],0.8841480256094191,[0.90655631 0.86173975],80,3,5,26,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64
