,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,swnu_hidden_dim,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.686113715171814,0.6696701066630943,[0.74337092 0.59596929],0.6677750508552746,[0.79342876 0.54212134],0.6804743900084558,[0.69925459 0.66169419],,0.7417441606521606,0.7313545586632215,[0.78418563 0.67852349],0.7287918030721052,[0.81198974 0.64559387],0.7366077686587466,[0.75822261 0.71499293],20,3,5,6,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(256, 256)",0.2,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,16
0,,0.7023299336433411,0.6825246756615301,[0.76181954 0.60322981],0.679542137932272,[0.79390737 0.56517691],0.6895007710429976,[0.73222477 0.64677677],,0.7451139092445374,0.7317148161526573,[0.79167126 0.67175838],0.7303351533938447,[0.80093625 0.65973406],0.7334236515881728,[0.78261817 0.68422914],20,3,5,6,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(256, 256)",0.2,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,16
0,,0.7051258087158203,0.6867023070417277,[0.76267627 0.61072835],0.6836590609364852,[0.79987413 0.56744399],0.6949729157400302,[0.7287844  0.66116143],,0.7607493996620178,0.7493223481347405,[0.8028435 0.6958012],0.7471105498472739,[0.81912965 0.67509145],0.7525070575016553,[0.78719233 0.71782178],20,3,5,6,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(256, 256)",0.2,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,16
0,,0.6872320771217346,0.6680713719167497,[0.74782086 0.58832188],0.6655487462428364,[0.78584965 0.54524784],0.6760440239890906,[0.71330275 0.6387853 ],,0.7470009326934814,0.7360977156070145,[0.78973899 0.68245644],0.7335970723273564,[0.81296125 0.65423289],0.7405157360027629,[0.76780658 0.71322489],20,3,5,6,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(256, 256)",0.2,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,17
0,,0.6907735466957092,0.6737944285898112,[0.74821672 0.59937213],0.6715248728610286,[0.79490487 0.54814488],0.683935071703333,[0.70670872 0.66116143],,0.7525272965431213,0.7417883154947742,[0.79444693 0.6891297 ],0.7392333985800201,[0.8173232 0.6611436],0.7462030979990677,[0.77281638 0.71958982],20,3,5,6,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(256, 256)",0.2,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,17
0,,0.6941286325454712,0.6786903286900787,[0.74912093 0.60825973],0.6767637085083933,[0.80248935 0.55103806],0.690575465680644,[0.70240826 0.67874267],,0.7567057609558105,0.7473997564972958,[0.79588375 0.69891576],0.7445599255136088,[0.82761054 0.66150931],0.7536529483766436,[0.76649967 0.74080622],20,3,5,6,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(256, 256)",0.2,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,17
0,,0.6909599304199219,0.6765870672784938,[0.74476601 0.60840812],0.6753230954197096,[0.80418883 0.54645736],0.6898610136954832,[0.69352064 0.68620139],,0.7381048798561096,0.7295432661688616,[0.77766335 0.68142318],0.727234851019759,[0.81918997 0.63527973],0.7374693337958745,[0.74014376 0.73479491],20,3,5,6,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(512, 512)",0.1,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64,18
0,,0.687045693397522,0.6701565968296151,[0.74479404 0.59551915],0.6680796832065858,[0.79262375 0.54353562],0.6804529297190031,[0.70240826 0.6584976 ],,0.7474052906036377,0.7375879009940218,[0.78834425 0.68683155],0.7349064904577276,[0.8186723  0.65114068],0.743422459291702,[0.76018297 0.72666195],20,3,5,6,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(512, 512)",0.1,0.001,12,True,focal,2,True,5,Conv1d,,concatenation,64,18
0,,0.7041938304901123,0.6816391733769777,[0.76637715 0.59690119],0.6789914516105342,[0.78759455 0.57038835],0.6861359351248576,[0.74627294 0.62599893],,0.755627453327179,0.7427484023866369,[0.8003084 0.6851884],0.7413205372406708,[0.80949198 0.6731491 ],0.7444985299631497,[0.79133086 0.6976662 ],20,3,5,6,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(512, 512)",0.1,0.001,123,True,focal,2,True,5,Conv1d,,concatenation,64,18
0,,0.6976701021194458,0.674652714842126,[0.76118963 0.58811579],0.6721240805551738,[0.78238499 0.56186317],0.6790271569652921,[0.74111239 0.61694193],,0.7343307733535767,0.7188668442305326,[0.78480183 0.65293185],0.7185378620952736,[0.78677758 0.65029814],0.719211485358014,[0.78283598 0.65558699],20,3,5,6,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(512, 512)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,19
0,,0.6930102705955505,0.6711920504295323,[0.75589151 0.58649259],0.668527245902719,[0.7824486  0.55460589],0.676673780383493,[0.73107798 0.62226958],,0.7409354448318481,0.7258008651415697,[0.79022048 0.66138125],0.7255041170028931,[0.79194925 0.65905899],0.7261095905308862,[0.78849924 0.66371994],20,3,5,6,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(512, 512)",0.1,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,19
0,,0.7010251879692078,0.6805904703535506,[0.76138054 0.5998004 ],0.6776672914803906,[0.79128015 0.56405443],0.6870209238585876,[0.73365826 0.64038359],,0.738778829574585,0.7256151684008088,[0.78571429 0.66551605],0.7239613894971667,[0.79788906 0.65003372],0.7278296784465763,[0.77390547 0.68175389],20,3,5,6,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(512, 512)",0.1,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,19
0,,0.6913326978683472,0.670763074401785,[0.75305696 0.58846918],0.6680580068507287,[0.78464885 0.55146716],0.6773521851920643,[0.72391055 0.63079382],,0.7378352880477905,0.7251808645981705,[0.7841527  0.66620903],0.7232685027739262,[0.79932127 0.64721574],0.7279499478870936,[0.76954912 0.68635078],20,3,5,6,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(512, 512)",0.1,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,20
0,,0.6920782923698425,0.6741931897951915,[0.75052854 0.59785784],0.67167110939231,[0.7929164  0.55042582],0.6833390713514147,[0.71244266 0.65423548],,0.7399919033050537,0.7271755547331504,[0.78630774 0.66804337],0.7253661566429787,[0.80004509 0.65068723],0.7296924876387816,[0.7730342  0.68635078],20,3,5,6,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(512, 512)",0.1,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,20
0,,0.6935694217681885,0.673343209510759,[0.75462687 0.59205955],0.6705795556491305,[0.78704857 0.55411054],0.680179673791381,[0.72477064 0.63558871],,0.751853346824646,0.7406191600931489,[0.79460002 0.6866383 ],0.7382319792599683,[0.81450137 0.66196259],0.744436450444061,[0.77564801 0.71322489],20,3,5,6,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(512, 512)",0.1,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,20
0,,0.6887232065200806,0.6742998476402857,[0.74283954 0.60576015],0.6731348663419241,[0.80239521 0.54387452],0.6875256607019791,[0.69151376 0.68353756],,0.7405310869216919,0.7312597745123001,[0.7811754  0.68134415],0.728725536814821,[0.8169282  0.64052288],0.7380717978136302,[0.74842082 0.72772277],20,3,5,6,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(512, 512)",0.2,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64,21
0,,0.6810810565948486,0.6680238626061163,[0.73386219 0.60218554],0.6681745252899992,[0.80210813 0.53424092],0.683124773941435,[0.67631881 0.68993074],,0.7479444742202759,0.7405680170901046,[0.78431373 0.69682231],0.7384754027125939,[0.83353763 0.64341317],0.7502401922832231,[0.74057939 0.75990099],20,3,5,6,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(512, 512)",0.2,0.001,12,True,focal,2,True,5,Conv1d,,concatenation,64,21
0,,0.7136998772621155,0.6919686310863242,[0.77378498 0.61015228],0.6891125342152247,[0.79557844 0.58264663],0.6967686302806059,[0.75315367 0.64038359],,0.7567057609558105,0.7439160460896597,[0.80114575 0.68668634],0.74245822020974,[0.81052162 0.67439482],0.7457092731397171,[0.79198432 0.69943423],20,3,5,6,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(512, 512)",0.2,0.001,123,True,focal,2,True,5,Conv1d,,concatenation,64,21
0,,0.6982292532920837,0.6723421386289818,[0.76444056 0.58024371],0.6706112080927442,[0.7760709  0.56515152],0.6746588806801797,[0.75315367 0.59616409],,0.738644003868103,0.7218300988009476,[0.79021963 0.65344057],0.7228409945118444,[0.78503869 0.6606433 ],0.7209313036976287,[0.7954694  0.64639321],20,3,5,6,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(512, 512)",0.2,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,22
0,,0.6959925293922424,0.6730910371327192,[0.7596168  0.58656527],0.6705487052586931,[0.78161965 0.55947776],0.6776139854491601,[0.73881881 0.61640916],,0.7412050366401672,0.7261961273857848,[0.79030144 0.66209081],0.7258135043838474,[0.79255203 0.65907498],0.7265989866404259,[0.7880636  0.66513437],20,3,5,6,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(512, 512)",0.2,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,22
0,,0.7034482955932617,0.681911571072797,[0.76467978 0.59914336],0.6790754676859572,[0.78979529 0.56835564],0.6872850152497886,[0.74111239 0.63345765],,0.7445747256278992,0.7310790230867018,[0.79132254 0.6708355 ],0.7297460461813019,[0.80022272 0.65926938],0.732716438009672,[0.78261817 0.68281471],20,3,5,6,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(512, 512)",0.2,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,22
0,,0.6864864826202393,0.6683378540293,[0.74592145 0.59075426],0.6659887047818083,[0.78831418 0.54366323],0.6773161380154746,[0.7078555  0.64677677],,0.7397223114967346,0.7280344525015009,[0.78441442 0.67165448],0.7257656722381611,[0.80462666 0.64690468],0.7317830886147394,[0.76519277 0.69837341],20,3,5,6,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(512, 512)",0.2,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,23
0,,0.6849953532218933,0.6699627259556934,[0.74039939 0.59952607],0.6686956062427953,[0.79748511 0.5399061 ],0.6824440779987585,[0.69094037 0.67394779],,0.740665853023529,0.7299027024572265,[0.78382022 0.67598518],0.7274030873838425,[0.80946855 0.64533762],0.7347180788807325,[0.75974733 0.70968883],20,3,5,6,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(512, 512)",0.2,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,23
0,,0.6958061456680298,0.6769860769860769,[0.75495495 0.5990172 ],0.6742097261204256,[0.7925599  0.55585955],0.6850987387154008,[0.72075688 0.6494406 ],,0.7561665773391724,0.7448567886101511,[0.79857477 0.69113881],0.742531910589435,[0.81685649 0.66820733],0.74839679256845,[0.78109344 0.71570014],20,3,5,6,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(10,)",384,"(512, 512)",0.2,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,23
