,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,add_time_in_path,num_features,embedding_dim,log_signature,swnu_hidden_dim,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,0.47742518081384544,0.5986654162406921,0.5972585100455334,[0.57345491 0.62106211],0.6053834196503972,[0.64611872 0.56464812],0.6027413479052823,[0.5154827 0.69     ],0.38015797138214114,0.6405693888664246,0.6245750492744421,[0.7020649 0.5470852],0.6239411157024793,[0.74375    0.50413223],0.6314218424800088,[0.66480447 0.59803922],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(256, 256)",0.1,0.001,12,False,focal,2,False,,Conv1d,,concatenation,64,3
0,0.33450942530351524,0.605338454246521,0.6050365600785769,[0.59411765 0.61595547],0.608853282789324,[0.6433121  0.57439446],0.6079562841530055,[0.55191257 0.664     ],0.19983101189136504,0.6761565804481506,0.6694587712154704,[0.7165109  0.62240664],0.6747137501266592,[0.80985915 0.53956835],0.688876109102859,[0.6424581  0.73529412],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(256, 256)",0.1,0.001,123,False,focal,2,False,,Conv1d,,concatenation,64,3
0,0.4123356149477117,0.6034318804740906,0.6033709254048236,[0.5984556  0.60828625],0.6056417020468114,[0.63655031 0.5747331 ],0.6053315118397086,[0.56466302 0.646     ],0.21229179501533507,0.6761565804481506,0.6353511586452764,[0.75733333 0.51336898],0.6445978391356543,[0.7244898  0.56470588],0.6319421623397963,[0.79329609 0.47058824],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(256, 256)",0.1,0.0001,1,False,focal,2,False,,Conv1d,,concatenation,64,4
0,0.349138625404414,0.605338454246521,0.6048985785715846,[0.61808118 0.59171598],0.6049129059238518,[0.62616822 0.58365759],0.6051001821493625,[0.61020036 0.6       ],0.20840136408805848,0.6761565804481506,0.6200276386763155,[0.76606684 0.47398844],0.643494299128102,[0.70952381 0.57746479],0.6171815094752985,[0.83240223 0.40196078],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(256, 256)",0.1,0.0001,12,False,focal,2,False,,Conv1d,,concatenation,64,4
0,0.30476174898007335,0.6196377873420715,0.6193665612663318,[0.62952646 0.60920666],0.6194872186354912,[0.64204545 0.59692898],0.6197431693989071,[0.61748634 0.622     ],0.21827041506767272,0.6548042893409729,0.5222847328110487,[0.77389277 0.27067669],0.6223225806451613,[0.664      0.58064516],0.5519224449556359,[0.9273743  0.17647059],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(256, 256)",0.1,0.0001,123,False,focal,2,False,,Conv1d,,concatenation,64,4
0,0.36794229465372424,0.5843660831451416,0.5762699930330117,[0.51769912 0.63484087],0.60263221983196,[0.65915493 0.54610951],0.5921147540983607,[0.42622951 0.758     ],0.24085550904273986,0.6405693888664246,0.6088670222295725,[0.72022161 0.49751244],0.6096681096681097,[0.71428571 0.50505051],0.608226530835798,[0.72625698 0.49019608],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(256, 256)",0.1,0.0005,1,False,focal,2,False,,Conv1d,,concatenation,64,5
0,0.4411385409972247,0.6148713231086731,0.5983098142994715,[0.51674641 0.67987322],0.6578026832011852,[0.75261324 0.56299213],0.6257213114754099,[0.39344262 0.858     ],0.22743924856185913,0.6476868391036987,0.6450979141417362,[0.67540984 0.61478599],0.663568868407578,[0.81746032 0.50967742],0.6749643991674883,[0.57541899 0.7745098 ],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(256, 256)",0.1,0.0005,12,False,focal,2,False,,Conv1d,,concatenation,64,5
0,0.3382873254663804,0.6205910444259644,0.6204913681516064,[0.62664165 0.61434109],0.6209497389508587,[0.64603482 0.59586466],0.6211894353369763,[0.60837887 0.634     ],0.20645454823970794,0.6619216799736023,0.5734055643447272,[0.76772616 0.37908497],0.625618073316283,[0.6826087  0.56862745],0.5807043487786177,[0.87709497 0.28431373],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(256, 256)",0.1,0.0005,123,False,focal,2,False,,Conv1d,,concatenation,64,5
0,0.2666734378127491,0.6120114326477051,0.60720827640773,[0.56377278 0.65064378],0.6274103226817043,[0.68489583 0.56992481],0.6185264116575592,[0.47905282 0.758     ],0.21144181191921235,0.6405693888664246,0.6182116577209196,[0.71060172 0.5258216 ],0.6169581346051933,[0.72941176 0.5045045 ],0.6208785190053676,[0.69273743 0.54901961],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(512, 512)",0.5,0.001,1,False,focal,2,False,,Conv1d,,concatenation,64,6
0,0.5088560177999384,0.5977120995521545,0.5940968274344398,[0.55578947 0.63240418],0.6092696499492011,[0.65835411 0.56018519],0.6034371584699454,[0.48087432 0.726     ],0.27532553374767305,0.7473309636116028,0.7238118969503163,[0.80440771 0.64321608],0.7266360376512775,[0.79347826 0.65979381],0.7215467192463578,[0.81564246 0.62745098],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(512, 512)",0.5,0.001,12,False,focal,2,False,,Conv1d,,concatenation,64,6
