,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,embedding_dim,num_features,log_signature,swnu_hidden_dim,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,0.4899777419426862,0.6053383946418762,0.6053351896415096,[0.60646388 0.6042065 ],0.6064747048842476,[0.63419483 0.57875458],0.606528233151184,[0.58105647 0.632     ],0.24415796101093293,0.6975088715553284,0.6662474673373857,[0.76839237 0.56410256],0.6706989247311828,[0.75       0.59139785],0.6634625917406068,[0.7877095  0.53921569],35,3,5,11,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(8,)",384,"(512, 512)",0.5,0.0005,1,True,focal,2,False,,Conv1d,,concatenation,64
0,0.34900400393149433,0.628217339515686,0.6281764641727561,[0.63207547 0.62427746],0.6289038913421456,[0.6555773  0.60223048],0.6291001821493625,[0.61020036 0.648     ],0.20684893131256105,0.6548042893409729,0.6153455356260848,[0.73854447 0.4921466 ],0.6208157771535581,[0.71354167 0.52808989],0.6130737211085552,[0.76536313 0.46078431],35,3,5,11,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(8,)",384,"(512, 512)",0.5,0.0005,12,True,focal,2,False,,Conv1d,,concatenation,64
0,0.5595894688192535,0.6186844706535339,0.6159197422378442,[0.64850615 0.58333333],0.6175906104672622,[0.62648557 0.60869565],0.6160655737704919,[0.67213115 0.56      ],0.22601011097431184,0.7508896589279175,0.6918473492918912,[0.82673267 0.55696203],0.763968253968254,[0.74222222 0.78571429],0.6821667214371783,[0.93296089 0.43137255],35,3,5,11,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(8,)",384,"(512, 512)",0.5,0.0005,123,True,focal,2,False,,Conv1d,,concatenation,64
