,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6684063076972961,0.6526688084429085,[0.72660212 0.5787355 ],0.6519636787416552,[0.78304074 0.52088662],0.6643955927133381,[0.67775229 0.65103889],,0.8228871822357178,0.8179064522376257,[0.84802221 0.7877907 ],0.8145493885354614,[0.90406905 0.72502973],0.8304829000963387,[0.79851884 0.86244696],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6920782923698425,0.6673412189744223,[0.75805507 0.57662737],0.6652029274783766,[0.7748503  0.55555556],0.6706665795017426,[0.74197248 0.59936068],,0.8406793475151062,0.8332597738195162,[0.86843277 0.79808678],0.8299899241854004,[0.88800364 0.77197621],0.8378657030528643,[0.84970595 0.82602546],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6725069880485535,0.6527402552788608,[0.73559067 0.56988984],0.6506632948175897,[0.77415268 0.52717391],0.6604132961538274,[0.70068807 0.62013852],,0.8129127621650696,0.8055992315772225,[0.84330549 0.76789298],0.8018743181945256,[0.87532224 0.7284264 ],0.8127147173440934,[0.81354825 0.81188119],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6585274934768677,0.6412615041680572,[0.71996331 0.56255969],0.6404279439156201,[0.77111984 0.50973605],0.6513846239851804,[0.67517202 0.62759723],,0.840140163898468,0.8346573497323004,[0.86476625 0.80454845],0.8303945875763297,[0.90739411 0.75339506],0.8445590074301328,[0.82596384 0.86315417],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6602050065994263,0.6345299701533653,[0.73139826 0.53766168],0.632708964287632,[0.7523492  0.51306873],0.63815676122839,[0.71158257 0.56473095],,0.8433751463890076,0.8359437942069318,[0.87086019 0.8010274 ],0.832800294171623,[0.88904016 0.77656042],0.8402475617229085,[0.85340884 0.82708628],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6780987977981567,0.6596212995796402,[0.73892668 0.58031592],0.6575459266391226,[0.78157979 0.53351206],0.6684047719130175,[0.70068807 0.63612147],,0.8414880633354187,0.8348536955773488,[0.86795419 0.8017532 ],0.8309104388909463,[0.89571263 0.76610825],0.8413707311858236,[0.84186452 0.84087694],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6918919086456299,0.6724207024278377,[0.75228533 0.59255608],0.6697226102861752,[0.78806907 0.55137615],0.6799968412897802,[0.71961009 0.64038359],,0.8393314480781555,0.8330324810233459,[0.86546275 0.80060221],0.8288925699115439,[0.8981026  0.75968254],0.8406466113363056,[0.83511218 0.84618105],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6805219054222107,0.6561255477693134,[0.74771858 0.56453252],0.6539411910056833,[0.76830006 0.53958232],0.6600564902024996,[0.72821101 0.59190197],,0.8373095989227295,0.8302983179209733,[0.8647922  0.79580443],0.8265573439873224,[0.8902214  0.76289329],0.8362292992531664,[0.84077543 0.83168317],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6674743890762329,0.6448893866183527,[0.73444478 0.555334  ],0.6427784746340297,[0.76377709 0.52177986],0.6503911882371343,[0.70728211 0.59350027],,0.8317832350730896,0.8242191451262353,[0.86068319 0.7877551 ],0.8208018496882223,[0.88275704 0.75884666],0.8293198333742575,[0.83968634 0.81895332],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6680335402488708,0.6471227552792829,[0.73302353 0.56122198],0.6450707139469449,[0.76814326 0.52199817],0.653897081645022,[0.70097477 0.60681939],,0.8162825107574463,0.8083650433523499,[0.84731713 0.76941296],0.8049128628247035,[0.87223247 0.73759325],0.8139437531829232,[0.82378567 0.80410184],20,3,5,6,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,3
