,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.6657968163490295,0.6454911445249047,[0.73033539 0.5606469 ],0.6435838092542334,[0.76811136 0.51905626],0.6527920676660491,[0.69610092 0.60948322],,0.864806592464447,0.8571650849508238,[0.89020252 0.82412765],0.8560988211879976,[0.89480634 0.8173913 ],0.8583108917669002,[0.88564583 0.83097595],35,3,5,11,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6933830380439758,0.667231422217592,[0.76051827 0.57394457],0.6655101205980288,[0.7725525  0.55846774],0.6695784435440117,[0.74885321 0.59030368],,0.8727591037750244,0.8639782027525613,[0.89853826 0.82941814],0.8675119250758505,[0.88690855 0.8481153 ],0.861002300793293,[0.91047702 0.81152758],35,3,5,11,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6773532032966614,0.6470507552036727,[0.7504685  0.54363301],0.6464058596755224,[0.75471151 0.53810021],0.6477768514807447,[0.74627294 0.54928077],,0.8548321723937988,0.8441302181861274,[0.88497277 0.80328767],0.8494706164374669,[0.86818944 0.83075179],0.8399995517334974,[0.90241777 0.77758133],35,3,5,11,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64
