,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,swnu_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.680335521697998,0.6611689045377898,[0.74175576 0.58058205],0.6588896220425566,[0.7811608  0.53661844],0.6692637180890841,[0.70613532 0.63239212],,0.7537403702735901,0.7428614844359211,[0.79575182 0.68997115],0.740352273996048,[0.81740928 0.66329527],0.747047487289103,[0.77521237 0.7188826 ],11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(256, 256)",0.1,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6693382859230042,0.6537312362001992,[0.72724477 0.5802177 ],0.6530377083538004,[0.78415119 0.52192422],0.6656044714384168,[0.67803899 0.65316995],,0.7486184239387512,0.7386918516290029,[0.78962211 0.68776159],0.7360025830008489,[0.81890501 0.65310016],0.7443347432418819,[0.76236114 0.72630835],11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(256, 256)",0.1,0.001,12,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6846225261688232,0.6672160288024326,[0.74332524 0.59110681],0.6651076124969793,[0.78930412 0.5409111 ],0.6769899568900206,[0.70240826 0.65157166],,0.7436312437057495,0.7324447245930017,[0.78715309 0.67773636],0.7300271103347951,[0.80943613 0.65061809],0.7366388084182909,[0.76606404 0.70721358],11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(256, 256)",0.1,0.001,123,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.698602020740509,0.6752730196885457,[0.76231075 0.58823529],0.6728083728801089,[0.78220211 0.56341463],0.6793747983801988,[0.74340596 0.61534363],,0.7455182671546936,0.7312931747320888,[0.79311856 0.66946779],0.7304917676814788,[0.79801544 0.6629681 ],0.7321888006082868,[0.78828142 0.67609618],11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(256, 256)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6950605511665344,0.673084492659957,[0.75784488 0.58832411],0.6704083878058589,[0.78335373 0.55746304],0.6783736491473316,[0.73394495 0.62280234],,0.735004723072052,0.7206279782180385,[0.78400352 0.65725244],0.7195836358441554,[0.79095544 0.64821183],0.7218607634949012,[0.77717273 0.6665488 ],11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(256, 256)",0.1,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.7017707228660583,0.6829544742717408,[0.76019185 0.6057171 ],0.6799926961722873,[0.79648241 0.56350298],0.6909162336932348,[0.72706422 0.65476825],,0.748214066028595,0.7350282976718375,[0.79413709 0.6759195 ],0.7335953079784909,[0.80370288 0.66348774],0.7368111830631052,[0.78479634 0.68882603],11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(256, 256)",0.1,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6915190815925598,0.6700676034279534,[0.75419575 0.58593945],0.667396502601971,[0.78243451 0.55235849],0.6758960930970268,[0.72792431 0.62386787],,0.7471357583999634,0.7346226535972836,[0.79224806 0.67699725],0.7327718317354868,[0.80581212 0.65973154],0.7371620170698652,[0.77913309 0.69519095],11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(256, 256)",0.1,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6863000988960266,0.6669237050758704,[0.74725935 0.58658806],0.6644110094127299,[0.78461053 0.54421149],0.6747121113625588,[0.71330275 0.63612147],,0.7341960072517395,0.7209739239174101,[0.78171353 0.66023432],0.7192752463098895,[0.79473329 0.6438172 ],0.7233120455525031,[0.76911348 0.67751061],11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(256, 256)",0.1,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6883504390716553,0.6710310715940201,[0.74651304 0.5955491 ],0.6687817794375172,[0.79214929 0.54541427],0.6808412005787099,[0.70584862 0.65583378],,0.7449790835380554,0.7343353255986562,[0.78751123 0.68115942],0.731783684868923,[0.81289126 0.65067611],0.7391536836261341,[0.76366805 0.71463932],11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(256, 256)",0.1,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6760484576225281,0.659551189142991,[0.73449435 0.58460803],0.6581302164793759,[0.78613473 0.5301257 ],0.6703959201927729,[0.68922018 0.65157166],,0.7548187375068665,0.7450252699709952,[0.79499606 0.69505448],0.7422514824717177,[0.82368052 0.66082244],0.7506345435707338,[0.76824221 0.73302687],11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(256, 256)",0.2,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64,3
