,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6965517401695251,0.6668059835773897,[0.76636051 0.56725146],0.6666445623342175,[0.76724138 0.56604775],0.6669709801899381,[0.76548165 0.56846031],,0.7426877021789551,0.7235501951474663,[0.79628642 0.65081397],0.7273314587591027,[0.78054393 0.67411898],0.720871727384955,[0.81267698 0.62906648],20,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,6,1,"(256, 256)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,12
0,,0.684249758720398,0.6638712866219123,[0.74663476 0.58110781],0.6613560390333946,[0.7804878  0.54222427],0.6707976323725641,[0.71559633 0.62599893],,0.8261221051216125,0.8178283509916843,[0.85669851 0.77895819],0.8149148933155506,[0.87417819 0.7556516 ],0.8218261961398554,[0.83990416 0.80374823],20,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,6,1,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,13
0,,0.677539587020874,0.6532111960610947,[0.74506337 0.56135903],0.6510419738047689,[0.76652517 0.53555878],0.6572707766150356,[0.72477064 0.58977091],,0.8379835486412048,0.829903298445881,[0.86697654 0.79283006],0.827292023937492,[0.88121485 0.7733692 ],0.8332433205980461,[0.85319103 0.81329562],20,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,6,1,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,13
0,,0.6669151782989502,0.6397197592578793,[0.73870449 0.54073503],0.6380742146069723,[0.75380483 0.52234359],0.6423330404754806,[0.72419725 0.56046883],,0.8281439542770386,0.8204894560512033,[0.85755781 0.7834211 ],0.8170581769541524,[0.88027523 0.75384112],0.8257003509418372,[0.83598345 0.81541726],20,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,6,1,"(256, 256)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,13
0,,0.706244170665741,0.682922951151645,[0.76891496 0.59693095],0.6804716475867277,[0.78691477 0.57402853],0.6867284987756179,[0.75172018 0.62173681],,0.7627712488174438,0.7498039810810128,[0.80676329 0.69284468],0.748691366881558,[0.81337171 0.68401103],0.7510854288123525,[0.80026138 0.70190948],20,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,6,1,"(256, 256)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,14
0,,0.6801491379737854,0.659037072701011,[0.7438806  0.57419355],0.6566151432823614,[0.7758406  0.53738969],0.665429352421637,[0.71444954 0.61640916],,0.7713977694511414,0.7596983693758992,[0.81272085 0.70667589],0.7578963669130474,[0.82418813 0.6916046 ],0.7619934781074958,[0.80156829 0.72241867],20,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,6,1,"(256, 256)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,14
0,,0.6889095902442932,0.6674790250407184,[0.75189535 0.5830627 ],0.6648573491522214,[0.78079654 0.54891816],0.6733970767572693,[0.72505734 0.62173681],,0.7395875453948975,0.7267344966930194,[0.78599911 0.66746988],0.7249370688861589,[0.7996394  0.65023474],0.7292299721150508,[0.77281638 0.68564356],20,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,6,1,"(256, 256)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,14
0,,0.7064305543899536,0.6830202621322413,[0.76916312 0.5968774 ],0.6805954165774256,[0.7868066  0.57438424],0.686748813498018,[0.75229358 0.62120405],,0.7602102756500244,0.7466900712453313,[0.80521187 0.68816827],0.745931610839671,[0.80955526 0.68230796],0.7475224803340401,[0.80091483 0.69413013],20,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,6,1,"(256, 256)",0.2,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,15
0,,0.6941286325454712,0.6743558784342434,[0.75459847 0.59411328],0.6715811323771828,[0.78868396 0.5544783 ],0.6815939908745656,[0.72333716 0.63985083],,0.742418110370636,0.7297544666577396,[0.78825485 0.67125409],0.7279057669946485,[0.80221019 0.65360134],0.7323317914608773,[0.77477674 0.68988685],20,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,6,1,"(256, 256)",0.2,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,15
0,,0.6982292532920837,0.6707469184413999,[0.76587129 0.57562254],0.6696254746273673,[0.77268748 0.56656347],0.672075168749664,[0.75917431 0.58497603],,0.7445747256278992,0.7279112819624055,[0.79524581 0.66057675],0.7291753960520868,[0.7890223  0.66932849],0.7268096025770856,[0.80156829 0.65205092],20,15,4,gaussian_random_projection,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,6,1,"(256, 256)",0.2,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,15
