,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,swnu_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6792171597480774,0.6616641640962141,[0.7387278  0.58460053],0.6597569269704346,[0.78509197 0.53442189],0.67135643998084,[0.6975344  0.64517848],,0.8301658034324646,0.8216294971293385,[0.8606503 0.7826087],0.8191682598356105,[0.87418558 0.76415094],0.8247539848735472,[0.84752777 0.8019802 ],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.7068033814430237,0.6847830914265352,[0.76809671 0.60146947],0.6820108787285669,[0.79059181 0.57342995],0.6896192226762401,[0.74684633 0.63239212],,0.8312441110610962,0.8207760507747434,[0.86409032 0.77746178],0.8214575857890889,[0.86128544 0.78162974],0.8201257872776728,[0.86691353 0.77333805],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.001,12,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.705685019493103,0.6829724148257359,[0.76782826 0.59811657],0.6803597706241994,[0.78810746 0.57261209],0.6872827241156834,[0.74856651 0.62599893],,0.8099474310874939,0.8002458966807728,[0.84426773 0.75622407],0.7981128930490574,[0.85637464 0.73985115],0.802918207229753,[0.83249837 0.77333805],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.001,123,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6958061456680298,0.6680641137351871,[0.76402545 0.57210278],0.6669769561490329,[0.77071179 0.56324213],0.6693503993294003,[0.75745413 0.58124667],,0.8111605048179626,0.797300462083506,[0.85030452 0.7442964 ],0.8018327657158626,[0.83452181 0.76914372],0.7938499761386663,[0.86669571 0.72100424],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.686113715171814,0.6622885252274545,[0.75198822 0.57258883],0.6599721580628142,[0.77316778 0.54677654],0.6664485252427992,[0.73193807 0.60095898],,0.8053646087646484,0.79314770328108,[0.84341791 0.74287749],0.7939910130934098,[0.83977543 0.7482066 ],0.792357949582804,[0.84709214 0.73762376],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6982292532920837,0.6728607897748007,[0.76395976 0.58176182],0.6709557625710117,[0.77721744 0.56469408],0.6755201179903516,[0.75114679 0.59989345],,0.8037471175193787,0.7917171399003118,[0.84177353 0.74166075],0.7921249724275099,[0.83994795 0.74430199],0.7913226234096167,[0.84360706 0.73903819],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6863000988960266,0.6664110059712658,[0.74786517 0.58495684],0.6638589736829745,[0.78318168 0.54453627],0.6737278401509339,[0.71559633 0.63185935],,0.8211349248886108,0.8116123631648829,[0.85396721 0.76925752],0.8098730403000867,[0.86298932 0.75675676],0.8136549986952518,[0.84513178 0.78217822],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6939421892166138,0.6727589153046063,[0.75601783 0.5895    ],0.6700235050850196,[0.7847008  0.55534621],0.6787438964187436,[0.7293578  0.62812999],,0.8187087178230286,0.8095374913985993,[0.85133193 0.76774305],0.8072405645086528,[0.86422801 0.75025312],0.8124414827361941,[0.83881507 0.78606789],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.7122087478637695,0.6821036492325565,[0.77993158 0.58427571],0.683073556041905,[0.7755102  0.59063691],0.6812268748197641,[0.78440367 0.57805008],,0.8017253279685974,0.7870759030718093,[0.84292579 0.73122602],0.7916458716598969,[0.82677    0.75652174],0.7836463676395333,[0.85972555 0.70756719],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6780987977981567,0.6602403895076425,[0.73813495 0.58234583],0.6583037872993438,[0.78339234 0.53321523],0.6696351109275489,[0.6978211  0.64144912],,0.8360965251922607,0.8278796167125069,[0.86548673 0.79027251],0.8253395950968438,[0.87929872 0.77138047],0.831107546374017,[0.85210194 0.81011315],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.2,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6980428695678711,0.6774692732454577,[0.75892857 0.59600998],0.6746144683033704,[0.78898515 0.56024379],0.6838661085667643,[0.73107798 0.63665424],,0.8331311345100403,0.8246130638941822,[0.86326486 0.78596127],0.8222943525732704,[0.87564419 0.76894452],0.8274894503328417,[0.85123067 0.80374823],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.2,0.001,12,True,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.7069897651672363,0.6851499492881828,[0.76807318 0.60222672],0.6823396931189805,[0.79118541 0.57349398],0.6901316730044527,[0.74627294 0.63399041],,0.8076559901237488,0.7981254015191385,[0.84198871 0.7542621 ],0.795726164230696,[0.85630631 0.73514602],0.8012704427240185,[0.82814202 0.77439887],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.2,0.001,123,True,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.687045693397522,0.6599665871793806,[0.75592383 0.56400935],0.6584437259722904,[0.76673548 0.55015198],0.6619978445010337,[0.74541284 0.57858284],,0.8168216943740845,0.804194817826927,[0.85391809 0.75447154],0.8071438696004762,[0.84295416 0.77133358],0.8017509813339363,[0.86517099 0.73833098],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.2,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6885368227958679,0.6641386475782218,[0.75466158 0.57361572],0.6619191383592762,[0.77339753 0.55044074],0.6678199217470784,[0.73681193 0.59882792],,0.80644291639328,0.7931762041912667,[0.84555818 0.74079422],0.7958881612962054,[0.83513915 0.75663717],0.7909208010137292,[0.85624047 0.72560113],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.2,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.7006523609161377,0.6726553659781234,[0.76838766 0.57692308],0.6718399594487964,[0.77307023 0.57060969],0.6735695991553963,[0.76376147 0.58337773],,0.8061733245849609,0.7934843912965712,[0.84467488 0.74229391],0.7951704524220031,[0.8377973 0.7525436],0.791992982087517,[0.8516663  0.73231966],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.2,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6855545043945312,0.6627884236465222,[0.75040686 0.57516998],0.6603328956354897,[0.77529807 0.54536772],0.6677409539915833,[0.72706422 0.60841769],,0.8276047706604004,0.8172249582048696,[0.86078154 0.77366838],0.8173334202730462,[0.86031332 0.77435352],0.8171173567865546,[0.86125027 0.77298444],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.2,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,5
0,,0.698602020740509,0.6756210103028184,[0.76196084 0.58928118],0.6730813859553779,[0.78305598 0.5631068 ],0.6799899678874644,[0.74197248 0.61800746],,0.8184391260147095,0.8073758742652819,[0.8535392  0.76121255],0.8076957303407555,[0.85214937 0.76324209],0.807063671096238,[0.85493357 0.75919378],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.2,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,5
0,,0.7138863205909729,0.6858782001067176,[0.77967561 0.59208079],0.6856760926108081,[0.7806841  0.59066808],0.6860849955765838,[0.77866972 0.59350027],,0.8045558929443359,0.792317110558022,[0.84273319 0.74190103],0.7931137731505679,[0.83927414 0.74695341],0.7915687078556317,[0.84622087 0.73691655],35,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.2,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,5
