,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,swnu_hidden_dim,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.6887232065200806,0.6669755970059602,[0.75207838 0.58187281],0.664377235306026,[0.77986453 0.54888994],0.6726385586261505,[0.72620413 0.61907299],,0.813856303691864,0.8037194990360441,[0.8483251 0.7591139],0.8023069173967851,[0.85556048 0.74905336],0.8053297192680964,[0.84121107 0.76944837],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)",384,"(256, 256)",0.2,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.7045666575431824,0.6874357785976307,[0.76061018 0.61426138],0.6845573539623868,[0.80370252 0.56541219],0.6971265817989862,[0.72190367 0.67234949],,0.8094082474708557,0.8012285990122581,[0.84155087 0.76090632],0.7978521404782271,[0.86660512 0.72909916],0.8067599358809454,[0.8179046  0.79561528],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)",384,"(256, 256)",0.2,0.001,12,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.7178005576133728,0.6976508468267262,[0.7757037  0.61959799],0.6944401927350872,[0.80257511 0.58630528],0.7037363509504235,[0.75057339 0.65689931],,0.812238872051239,0.8031758068818773,[0.84541116 0.76094045],0.8005055606770884,[0.86176471 0.73924642],0.8068064955202618,[0.82966674 0.78394625],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)",384,"(256, 256)",0.2,0.001,123,True,focal,2,True,5,Conv1d,,concatenation,64
