,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6959925293922424,0.6712439878795216,[0.76144508 0.5810429 ],0.6691294220733979,[0.77724694 0.5610119 ],0.6744151040113786,[0.74627294 0.60255727],,0.8782854676246643,0.8724104476771968,[0.89978915 0.84503175],0.8690674417867796,[0.91719457 0.82094031],0.8768059671511539,[0.88303202 0.87057992],80,3,5,26,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6848089694976807,0.6504515798871244,[0.76003973 0.54086343],0.6519767861926947,[0.75245856 0.55149502],0.6492046098840136,[0.76777523 0.53063399],,0.8856988549232483,0.8793096462779721,[0.90707868 0.85154062],0.8779761968477567,[0.91267916 0.84327323],0.8807591077432416,[0.9015465  0.85997171],80,3,5,26,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6717613935470581,0.6423709849059616,[0.74489352 0.53984845],0.6412993204940496,[0.75285505 0.52974359],0.6437224605680546,[0.73709862 0.5503463 ],,0.8815204501152039,0.875695539608662,[0.90260388 0.8487872 ],0.8725246666349338,[0.91858367 0.82646566],0.8797592500794094,[0.88717055 0.87234795],80,3,5,26,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6570363640785217,0.624780910609096,[0.73479389 0.51476793],0.6242505770613388,[0.73884058 0.50966057],0.6253849869008226,[0.73079128 0.51997869],,0.8873163461685181,0.8801261041925106,[0.90948463 0.85076758],0.8816231840642348,[0.90419806 0.85904831],0.8787391742099188,[0.91483337 0.84264498],80,3,5,26,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6745573282241821,0.650667377318569,[0.74202128 0.55931348],0.6484818242966602,[0.76554878 0.53141487],0.6551002325348374,[0.71989679 0.59030368],,0.8863728046417236,0.8804751367001469,[0.90702548 0.8539248 ],0.8779591505813313,[0.91867739 0.83724091],0.8834762805402736,[0.89566543 0.87128713],80,3,5,26,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.7155638337135315,0.6855701928628072,[0.782683   0.58845739],0.686719198411808,[0.77758913 0.59584926],0.6845453534578407,[0.78784404 0.58124667],,0.8843510150909424,0.8781081035537925,[0.90569356 0.85052265],0.8761945322538567,[0.91413357 0.83825549],0.8802810723397385,[0.89740797 0.86315417],80,3,5,26,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6905871629714966,0.6642351276282776,[0.75829936 0.5701709 ],0.662537075402799,[0.7704142  0.55465995],0.6665669768760417,[0.74655963 0.58657432],,0.8898773193359375,0.883341928412406,[0.91095368 0.85573018],0.8831614680000369,[0.91164921 0.85467372],0.8835242265708352,[0.9102592  0.85678925],80,3,5,26,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6855545043945312,0.6588897504920717,[0.75426074 0.56351876],0.6572217581473443,[0.7666568  0.54778672],0.6612201572145675,[0.74225917 0.58018114],,0.8873163461685181,0.8805885356381271,[0.90893246 0.85224461],0.8805369962123284,[0.90913053 0.85194346],0.8806402246939695,[0.90873448 0.85254597],80,3,5,26,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6587138772010803,0.63076697610256,[0.73234907 0.52918488],0.6292617839043875,[0.74709216 0.51143141],0.6331959212925173,[0.71817661 0.54821524],,0.8777463436126709,0.8717201804784693,[0.89952365 0.84391671],0.868615118977482,[0.91523895 0.82199128],0.8756913856117852,[0.88433892 0.86704385],80,3,5,26,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.677539587020874,0.652841259833755,[0.74543849 0.56024403],0.6507255579937912,[0.76571947 0.53573165],0.65665560710777,[0.72620413 0.58710709],,0.8778811097145081,0.8712558231259119,[0.90046144 0.84205021],0.8694568481081093,[0.90844602 0.83046768],0.8732881919209128,[0.89261599 0.8539604 ],80,3,5,26,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,3
