,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.681267499923706,0.6589293903925393,[0.74621549 0.57164329],0.6565091834879069,[0.77353846 0.53947991],0.6643209017415064,[0.72075688 0.60788492],,0.7474052906036377,0.7327560118338337,[0.79532547 0.67018655],0.7323621043388691,[0.79759036 0.66713385],0.7331703656098566,[0.7930734  0.67326733],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(512, 512)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6907735466957092,0.6639401390275368,[0.75890132 0.56897896],0.6623996636674121,[0.76952549 0.55527383],0.6659721220911761,[0.74856651 0.58337773],,0.7536056041717529,0.7370989003149712,[0.80297478 0.67122302],0.7388837727854466,[0.79475144 0.68301611],0.7356001703104622,[0.81137007 0.65983027],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(512, 512)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6810810565948486,0.6540369668594752,[0.75076475 0.55730918],0.6524269245916721,[0.76310335 0.5417505 ],0.6563033834246528,[0.73881881 0.57378796],,0.7443051338195801,0.7261142505528324,[0.79669917 0.65552933],0.7289680402190502,[0.78417722 0.67375887],0.7239438933624824,[0.80962753 0.63826025],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(512, 512)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64
