,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,add_time_in_path,num_features,embedding_dim,log_signature,swnu_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,0.33802519651020274,0.5967588424682617,0.5774933942726559,[0.48727273 0.66771406],0.6390334102030486,[0.72826087 0.54980595],0.6080601092896175,[0.36612022 0.85      ],0.22888866662979127,0.6263344883918762,0.5984894876505409,[0.70422535 0.49275362],0.5979707792207792,[0.71022727 0.48571429],0.5991620111731844,[0.69832402 0.5       ],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(256, 256)",0.5,0.0005,1,False,focal,2,False,,Conv1d,,concatenation,64,14
0,0.5437038593432483,0.6301239132881165,0.6237056595958699,[0.5745614  0.67284992],0.6516978692303368,[0.72176309 0.58163265],0.6376156648451731,[0.47723133 0.798     ],0.3523650050163269,0.6690391302108765,0.668888184985746,[0.67595819 0.66181818],0.7120798544208948,[0.89814815 0.52601156],0.7170281520429401,[0.54189944 0.89215686],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(256, 256)",0.5,0.0005,12,False,focal,2,False,,Conv1d,,concatenation,64,14
0,0.6267597184461706,0.5462345480918884,0.54539793294828,[0.52589641 0.56489945],0.5502109002109002,[0.58021978 0.52020202],0.5494371584699453,[0.48087432 0.618     ],0.17648820579051971,0.790035605430603,0.7800055731744535,[0.82697947 0.73303167],0.7755213196389668,[0.87037037 0.68067227],0.7909135721327637,[0.7877095  0.79411765],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(256, 256)",0.5,0.0005,123,False,focal,2,False,,Conv1d,,concatenation,64,14
0,0.3186479990973192,0.6510962843894958,0.647427985806537,[0.61146497 0.683391  ],0.6674792869111897,[0.73282443 0.60213415],0.6572950819672132,[0.52459016 0.79      ],0.20827629864215852,0.690391480922699,0.6475193563735455,[0.77044855 0.52459016],0.6612962962962963,[0.73       0.59259259],0.6431153466973382,[0.81564246 0.47058824],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(256, 256)",0.1,0.001,1,False,focal,2,False,,Conv1d,,concatenation,64,15
0,0.3313191743458019,0.6387035250663757,0.6180378819539518,[0.52919255 0.70688322],0.7041619049495587,[0.83203125 0.57629256],0.6509890710382513,[0.38797814 0.914     ],0.2232628732919693,0.6868327260017395,0.6856823266219239,[0.70469799 0.66666667],0.7127814088598402,[0.88235294 0.54320988],0.7246686384050827,[0.58659218 0.8627451 ],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(256, 256)",0.1,0.001,12,False,focal,2,False,,Conv1d,,concatenation,64,15
0,0.4783595817930558,0.583412766456604,0.5825387010437146,[0.56343656 0.60164084],0.5883288122026059,[0.62389381 0.55276382],0.5868306010928962,[0.5136612 0.66     ],0.3059504806995392,0.6476868391036987,0.6093769745987615,[0.73170732 0.48704663],0.6135049161364952,[0.71052632 0.51648352],0.6074871289297842,[0.75418994 0.46078431],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(256, 256)",0.1,0.001,123,False,focal,2,False,,Conv1d,,concatenation,64,15
0,0.3200905103893841,0.6005719900131226,0.5947248795555659,[0.5460455  0.64340426],0.6168983957219252,[0.67379679 0.56      ],0.6075081967213115,[0.45901639 0.756     ],0.23687032759189605,0.6014235019683838,0.5367404616109279,[0.70984456 0.36363636],0.5471340906123515,[0.66183575 0.43243243],0.5395443093438492,[0.76536313 0.31372549],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(256, 256)",0.1,0.0001,1,False,focal,2,False,,Conv1d,,concatenation,64,16
0,0.3316446647924535,0.6348903775215149,0.6330643651391648,[0.60717949 0.65894924],0.6443680811460524,[0.69483568 0.59390048],0.6395810564663024,[0.53916211 0.74      ],0.22242212891578675,0.6370106935501099,0.5831588132635253,[0.73298429 0.43333333],0.5948275862068966,[0.68965517 0.5       ],0.5822379231022017,[0.78212291 0.38235294],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(256, 256)",0.1,0.0001,12,False,focal,2,False,,Conv1d,,concatenation,64,16
0,0.3961510237525491,0.5700667500495911,0.5679165239628285,[0.59839715 0.5374359 ],0.5684724005134788,[0.58536585 0.55157895],0.5680109289617487,[0.61202186 0.524     ],0.17971788644790648,0.7473309636116028,0.7106915502965445,[0.81364829 0.60773481],0.7317646321594184,[0.76732673 0.69620253],0.7025687369920035,[0.86592179 0.53921569],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(256, 256)",0.1,0.0001,123,False,focal,2,False,,Conv1d,,concatenation,64,16
0,0.38987042798715477,0.5900858044624329,0.5680366048923994,[0.47044335 0.66562986],0.6353825017656904,[0.72623574 0.54452926],0.6019526411657559,[0.34790528 0.856     ],0.23065996468067168,0.6476868391036987,0.6257718229145648,[0.71633238 0.53521127],0.6244038155802862,[0.73529412 0.51351351],0.6285737758790667,[0.69832402 0.55882353],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(256, 256)",0.1,0.0005,1,False,focal,2,False,,Conv1d,,concatenation,64,17
0,0.5284706284018124,0.6091516017913818,0.597962564125574,[0.53089245 0.66503268],0.6380004249893753,[0.71384615 0.5621547 ],0.6182932604735883,[0.42258652 0.814     ],0.2935239464044571,0.6263344883918762,0.6193738147761136,[0.67084639 0.56790123],0.6268237082066869,[0.76428571 0.4893617 ],0.6371179756818929,[0.59776536 0.67647059],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(256, 256)",0.1,0.0005,12,False,focal,2,False,,Conv1d,,concatenation,64,17
0,0.3830471336841583,0.6091516017913818,0.6089948725408196,[0.60116732 0.61682243],0.6120206570706516,[0.64509395 0.57894737],0.6114207650273225,[0.56284153 0.66      ],0.19994829893112182,0.7259786128997803,0.7004720572559768,[0.78787879 0.61306533],0.7030199462124608,[0.77717391 0.62886598],0.6984609486252602,[0.79888268 0.59803922],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(256, 256)",0.1,0.0005,123,False,focal,2,False,,Conv1d,,concatenation,64,17
0,0.35435743191662955,0.644423246383667,0.6395477915131684,[0.59762675 0.68146883],0.6637195530638154,[0.73280423 0.59463487],0.6512768670309654,[0.50455373 0.798     ],0.20616804659366608,0.6868327260017395,0.6536306588973554,[0.76086957 0.54639175],0.6584138486312399,[0.74074074 0.57608696],0.6508653740825939,[0.78212291 0.51960784],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(512, 512)",0.5,0.001,1,False,focal,2,False,,Conv1d,,concatenation,64,18
0,0.34213703695465536,0.6272640824317932,0.623418857565199,[0.58536585 0.66147186],0.6418568605417134,[0.70050761 0.58320611],0.6333661202185792,[0.50273224 0.764     ],0.22288527488708496,0.6619216799736023,0.638166366211692,[0.73087819 0.54545455],0.6370447953593297,[0.74137931 0.53271028],0.6397469602366086,[0.72067039 0.55882353],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(512, 512)",0.5,0.001,12,False,focal,2,False,,Conv1d,,concatenation,64,18
0,0.6230157193015603,0.5948522686958313,0.5943745138089627,[0.60829493 0.5804541 ],0.5943855284978615,[0.61567164 0.57309942],0.5945464480874316,[0.6010929 0.588    ],0.2472724050283432,0.6725978851318359,0.6378865979381443,[0.75      0.5257732],0.6422532781228434,[0.73015873 0.55434783],0.6354748603351955,[0.77094972 0.5       ],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(512, 512)",0.5,0.001,123,False,focal,2,False,,Conv1d,,concatenation,64,18
0,0.30602918477619395,0.6043851375579834,0.5987788299808761,[0.55135135 0.64620631],0.6206707818279535,[0.67819149 0.56315007],0.61124043715847,[0.46448087 0.758     ],0.2262281209230423,0.6014235019683838,0.5395599250936329,[0.70833333 0.37078652],0.5488125802310655,[0.66341463 0.43421053],0.5416529740387775,[0.75977654 0.32352941],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(512, 512)",0.5,0.0001,1,False,focal,2,False,,Conv1d,,concatenation,64,19
0,0.33951335444169883,0.6272640824317932,0.6259574285696047,[0.60385005 0.64806481],0.6347816664050998,[0.6803653  0.58919804],0.6314025500910747,[0.5428051 0.72     ],0.21916596591472626,0.6441280841827393,0.5913321698662013,[0.7382199  0.44444444],0.6037008968043451,[0.69458128 0.51282051],0.589933179975901,[0.7877095  0.39215686],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(512, 512)",0.5,0.0001,12,False,focal,2,False,,Conv1d,,concatenation,64,19
0,0.38996709970866933,0.583412766456604,0.579436457164561,[0.62033015 0.53854277],0.5817465272358358,[0.59302326 0.5704698 ],0.5801366120218578,[0.65027322 0.51      ],0.21069803237915039,0.7259786128997803,0.6843940079058302,[0.79895561 0.5698324 ],0.7061688311688312,[0.75       0.66233766],0.6773743016759777,[0.8547486 0.5      ],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(512, 512)",0.5,0.0001,123,False,focal,2,False,,Conv1d,,concatenation,64,19
0,0.39929794038043304,0.5986654162406921,0.5805502447104458,[0.49338147 0.66771902],0.6392248513597234,[0.72695035 0.55149935],0.6097030965391621,[0.37340619 0.846     ],0.22970668375492095,0.6370106935501099,0.6137196765498651,[0.70857143 0.51886792],0.6125730994152047,[0.7251462 0.5      ],0.6159765582210538,[0.69273743 0.53921569],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(512, 512)",0.5,0.0005,1,False,focal,2,False,,Conv1d,,concatenation,64,20
0,0.38104771165286794,0.6272640824317932,0.6179253939199165,[0.55819209 0.6776587 ],0.6557783176384158,[0.73511905 0.57643759],0.6359544626593807,[0.44990893 0.822     ],0.2605124950408936,0.6405693888664246,0.6358469019849365,[0.67731629 0.59437751],0.6472230683318103,[0.79104478 0.50340136],0.658834483514076,[0.59217877 0.7254902 ],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(512, 512)",0.5,0.0005,12,False,focal,2,False,,Conv1d,,concatenation,64,20
0,0.651993288713343,0.5538608431816101,0.5536819520709844,[0.54474708 0.56261682],0.556310661832033,[0.58455115 0.52807018],0.5560091074681239,[0.51001821 0.602     ],0.20302350223064422,0.790035605430603,0.7800055731744535,[0.82697947 0.73303167],0.7755213196389668,[0.87037037 0.68067227],0.7909135721327637,[0.7877095  0.79411765],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(512, 512)",0.5,0.0005,123,False,focal,2,False,,Conv1d,,concatenation,64,20
0,0.3188425863490385,0.6482364535331726,0.6455097684207056,[0.61442006 0.67659947],0.6613861613288061,[0.72058824 0.60218409],0.65375956284153,[0.53551913 0.772     ],0.20877347886562347,0.6725978851318359,0.6262001156738,[0.75789474 0.49450549],0.6394589552238805,[0.71641791 0.5625    ],0.622822872165626,[0.80446927 0.44117647],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(512, 512)",0.1,0.001,1,False,focal,2,False,,Conv1d,,concatenation,64,21
0,0.6491630024769727,0.5977120995521545,0.5749007060052701,[0.4764268  0.67337461],0.6481620681523406,[0.74708171 0.54924242],0.6098633879781421,[0.34972678 0.87      ],0.2437586724758148,0.6761565804481506,0.6719016641646458,[0.70926518 0.63453815],0.6828865874708092,[0.82835821 0.53741497],0.6973107678825721,[0.62011173 0.7745098 ],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(512, 512)",0.1,0.001,12,False,focal,2,False,,Conv1d,,concatenation,64,21
0,0.5079480900483972,0.6120114326477051,0.5948327156949736,[0.51140456 0.67826087],0.6553921568627451,[0.75       0.56078431],0.6229890710382513,[0.38797814 0.858     ],0.27346292734146116,0.6334519386291504,0.6307584359252408,[0.66229508 0.59922179],0.6491807475678444,[0.8015873  0.49677419],0.6595738854200899,[0.56424581 0.75490196],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(512, 512)",0.1,0.001,123,False,focal,2,False,,Conv1d,,concatenation,64,21
0,0.374266794499229,0.6034318804740906,0.5938649393194848,[0.53153153 0.65619835],0.6276600606589389,[0.69616519 0.55915493],0.6119362477231329,[0.4298725 0.794    ],0.24481230676174165,0.6049821972846985,0.5641584573464682,[0.69754768 0.43076923],0.5662319835277968,[0.68085106 0.4516129 ],0.5634242523825173,[0.7150838  0.41176471],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(512, 512)",0.1,0.0001,1,False,focal,2,False,,Conv1d,,concatenation,64,22
0,0.46587441949283376,0.6463298797607422,0.6411525783176967,[0.59804984 0.68425532],0.6667617349970291,[0.73796791 0.59555556],0.6533661202185792,[0.50273224 0.804     ],0.2833583176136017,0.6263344883918762,0.6030913273336294,[0.6991404  0.50704225],0.602066772655008,[0.71764706 0.48648649],0.6054880052579691,[0.68156425 0.52941176],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(512, 512)",0.1,0.0001,12,False,focal,2,False,,Conv1d,,concatenation,64,22
0,0.6416964303044712,0.5481411218643188,0.5456932657939171,[0.57904085 0.51234568],0.5462668536850455,[0.56499133 0.52754237],0.545903460837887,[0.59380692 0.498     ],0.33137270212173464,0.7473309636116028,0.738371559332258,[0.78678679 0.68995633],0.7363482973719194,[0.85064935 0.62204724],0.7531766896702815,[0.73184358 0.7745098 ],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(512, 512)",0.1,0.0001,123,False,focal,2,False,,Conv1d,,concatenation,64,22
0,0.3977830269757439,0.602478563785553,0.588401010571481,[0.5122807  0.66452132],0.6357704589238118,[0.71568627 0.55585464],0.6124535519125682,[0.3989071 0.826    ],0.22907531559467315,0.6405693888664246,0.6137851262162346,[0.71549296 0.51207729],0.613176406926407,[0.72159091 0.5047619 ],0.6145525249205828,[0.70949721 0.51960784],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(512, 512)",0.1,0.0005,1,False,focal,2,False,,Conv1d,,concatenation,64,23
0,0.4131907803170821,0.6205910444259644,0.6019514297264108,[0.51581509 0.68808777],0.6711392130206564,[0.77655678 0.56572165],0.6320783242258652,[0.38615665 0.878     ],0.23596155345439912,0.6441280841827393,0.6329676071055381,[0.6969697  0.56896552],0.6346408558329089,[0.7615894  0.50769231],0.6447584620440355,[0.6424581  0.64705882],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(512, 512)",0.1,0.0005,12,False,focal,2,False,,Conv1d,,concatenation,64,23
0,0.48993995435097637,0.6043851375579834,0.6030866127948461,[0.58038423 0.625789  ],0.6110296312882519,[0.65227273 0.56978654],0.6083843351548269,[0.52276867 0.694     ],0.17318290174007417,0.7437722086906433,0.7387396694214876,[0.775      0.70247934],0.7432877406281662,[0.87943262 0.60714286],0.7630353817504656,[0.69273743 0.83333333],35,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)","(512, 512)",0.1,0.0005,123,False,focal,2,False,,Conv1d,,concatenation,64,23
0,0.29516955070635853,0.6453765630722046,0.6390387390387391,[0.59120879 0.68686869],0.6690878051922953,[0.74515235 0.59302326],0.6529908925318761,[0.48998179 0.816     ],0.2068452924489975,0.6725978851318359,0.6360923423423424,[0.75135135 0.52083333],0.6416521233275161,[0.72774869 0.55555556],0.6333661956402673,[0.77653631 0.49019608],35,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)","(64, 64)",0.5,0.001,1,False,focal,2,False,,Conv1d,,concatenation,64,24
0,0.2874697885092567,0.6291706562042236,0.6165924865240191,[0.54714785 0.68603713],0.6665830023135013,[0.75806452 0.57510149],0.6390255009107468,[0.428051 0.85    ],0.2333584874868393,0.6405693888664246,0.6245750492744421,[0.7020649 0.5470852],0.6239411157024793,[0.74375    0.50413223],0.6314218424800088,[0.66480447 0.59803922],35,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)","(64, 64)",0.5,0.001,12,False,focal,2,False,,Conv1d,,concatenation,64,24
0,0.3631369138465208,0.5948522686958313,0.5921107405730074,[0.62555066 0.55867082],0.5933977841499642,[0.60580205 0.58099352],0.5923151183970856,[0.64663024 0.538     ],0.2057693988084793,0.6797152757644653,0.6007010231148162,[0.77832512 0.42307692],0.6535731767009301,[0.69603524 0.61111111],0.603105488005258,[0.88268156 0.32352941],35,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)","(64, 64)",0.5,0.001,123,False,focal,2,False,,Conv1d,,concatenation,64,24
0,0.24679084648104274,0.5805529356002808,0.5505569837189375,[0.4344473  0.66666667],0.6372883161146022,[0.73799127 0.53658537],0.5939162112932604,[0.30783242 0.88      ],0.24423997700214387,0.6085408926010132,0.6048931383577053,[0.64285714 0.56692913],0.620563035495716,[0.76744186 0.47368421],0.6294774893197503,[0.55307263 0.70588235],35,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)","(64, 64)",0.5,0.0001,1,False,focal,2,False,,Conv1d,,concatenation,64,25
0,0.39680034974042105,0.6129647493362427,0.6079190602445133,[0.56344086 0.65239726],0.6290116617159383,[0.68766404 0.57035928],0.619615664845173,[0.47723133 0.762     ],0.23173094689846038,0.7224199175834656,0.7034902597402598,[0.77840909 0.62857143],0.701509312780989,[0.79190751 0.61111111],0.706210976010516,[0.76536313 0.64705882],35,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)","(64, 64)",0.5,0.0001,12,False,focal,2,False,,Conv1d,,concatenation,64,25
0,0.2749605853767956,0.6005719900131226,0.5956271936482527,[0.55091104 0.64034335],0.6150865444862156,[0.66927083 0.56090226],0.6070619307832422,[0.46812386 0.746     ],0.23831669986248016,0.5871886014938354,0.5201954780970326,[0.69948187 0.34090909],0.5287896592244419,[0.65217391 0.40540541],0.5241537955964509,[0.75418994 0.29411765],35,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)","(64, 64)",0.5,0.0001,123,False,focal,2,False,,Conv1d,,concatenation,64,25
0,0.7303191370823804,0.5738798975944519,0.5716313806097979,[0.54059609 0.60266667],0.5813415094339622,[0.62028302 0.5424    ],0.5785264116575592,[0.47905282 0.678     ],0.38105323910713196,0.754448413848877,0.6996793729960812,[0.82793017 0.57142857],0.7637043823484502,[0.74774775 0.77966102],0.6891773469164202,[0.9273743  0.45098039],35,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)","(64, 64)",0.5,0.0005,1,False,focal,2,False,,Conv1d,,concatenation,64,26
0,0.307264366570641,0.599618673324585,0.5984330338913844,[0.5766129  0.62025316],0.6058023973954958,[0.64559819 0.5660066 ],0.6034735883424408,[0.52094718 0.686     ],0.2097947508096695,0.6405693888664246,0.583520434367892,[0.73766234 0.42937853],0.5979935275080906,[0.68932039 0.50666667],0.582922554496659,[0.79329609 0.37254902],35,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)","(64, 64)",0.5,0.0005,12,False,focal,2,False,,Conv1d,,concatenation,64,26
0,0.47360029466011944,0.602478563785553,0.6012595746542733,[0.57921292 0.62330623],0.6088451474874579,[0.64932127 0.56836903],0.6063843351548269,[0.52276867 0.69      ],0.20122638940811158,0.7330960631370544,0.7154372746789808,[0.78632479 0.64454976],0.7130893962022615,[0.80232558 0.62385321],0.7188081936685289,[0.77094972 0.66666667],35,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)","(64, 64)",0.5,0.0005,123,False,focal,2,False,,Conv1d,,concatenation,64,26
0,0.37921112249879274,0.6272640824317932,0.6087825741093478,[0.52375152 0.69381363],0.6802913733060791,[0.79044118 0.57014157],0.6388105646630237,[0.39162113 0.886     ],0.20640666782855988,0.7117437720298767,0.6938133096573712,[0.76790831 0.61971831],0.6914149443561208,[0.78823529 0.59459459],0.6978310877423595,[0.74860335 0.64705882],35,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)","(64, 64)",0.1,0.001,1,False,focal,2,False,,Conv1d,,concatenation,64,27
0,0.34081878556924705,0.6463298797607422,0.6453901420064967,[0.62713568 0.66364461],0.6532583718180398,[0.69955157 0.60696517],0.6501530054644808,[0.56830601 0.732     ],0.20591461658477783,0.6619216799736023,0.6106159837799203,[0.75195822 0.46927374],0.625668449197861,[0.70588235 0.54545455],0.6081169898126848,[0.80446927 0.41176471],35,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)","(64, 64)",0.1,0.001,12,False,focal,2,False,,Conv1d,,concatenation,64,27
0,0.3212502633824068,0.6596758961677551,0.6519792019998792,[0.60022396 0.70373444],0.6902441035790863,[0.77906977 0.60141844],0.66808014571949,[0.48816029 0.848     ],0.21180422902107238,0.6761565804481506,0.671345029239766,[0.71111111 0.63157895],0.6807302231237322,[0.82352941 0.53793103],0.6952021031876437,[0.62569832 0.76470588],35,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)","(64, 64)",0.1,0.001,123,False,focal,2,False,,Conv1d,,concatenation,64,27
0,0.305429871467983,0.6482364535331726,0.6470033021539237,[0.62613982 0.66786679],0.6563403806918817,[0.70547945 0.60720131],0.6524207650273224,[0.56284153 0.742     ],0.20211878120899202,0.7153024673461914,0.6450675761020589,[0.80295567 0.48717949],0.7108826888562572,[0.71806167 0.7037037 ],0.641581772373754,[0.91061453 0.37254902],35,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)","(64, 64)",0.1,0.0001,1,False,focal,2,False,,Conv1d,,concatenation,64,28
0,0.43378719161538515,0.6081982851028442,0.6020871231314046,[0.55277476 0.65139949],0.6260120208573816,[0.68648649 0.56553756],0.6153296903460838,[0.46265938 0.768     ],0.282515749335289,0.6583629846572876,0.6485303314571607,[0.70731707 0.58974359],0.6506253813300793,[0.77852349 0.52272727],0.6622576404863622,[0.64804469 0.67647059],35,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)","(64, 64)",0.1,0.0001,12,False,focal,2,False,,Conv1d,,concatenation,64,28
0,0.46663029930170846,0.6015252470970154,0.6014814410877232,[0.60566038 0.5973025 ],0.6021941087888025,[0.62818004 0.57620818],0.6023497267759563,[0.58469945 0.62      ],0.23399752378463745,0.7188612222671509,0.6882907171040622,[0.78590786 0.59067358],0.6947657605552342,[0.76315789 0.62637363],0.6844396976667761,[0.81005587 0.55882353],35,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)","(64, 64)",0.1,0.0001,123,False,focal,2,False,,Conv1d,,concatenation,64,28
0,0.33261862835463357,0.621544361114502,0.6006400070579143,[0.5092707  0.69200931],0.6787900945695622,[0.79230769 0.5652725 ],0.6336138433515482,[0.37522769 0.892     ],0.21029561758041382,0.7224199175834656,0.7137147335423197,[0.76363636 0.6637931 ],0.7133723892002037,[0.83443709 0.59230769],0.7294062876547267,[0.70391061 0.75490196],35,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)","(64, 64)",0.1,0.0005,1,False,focal,2,False,,Conv1d,,concatenation,64,29
0,0.3378336718853782,0.6148713231086731,0.6077851404879133,[0.55506608 0.6605042 ],0.6357575390577692,[0.70194986 0.56956522],0.6225081967213115,[0.45901639 0.786     ],0.23734489381313323,0.6619216799736023,0.6479393339927464,[0.71810089 0.57777778],0.647139034681486,[0.76582278 0.52845528],0.6566162777960346,[0.67597765 0.6372549 ],35,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)","(64, 64)",0.1,0.0005,12,False,focal,2,False,,Conv1d,,concatenation,64,29
0,0.44139673867646384,0.6329838037490845,0.6208043325380708,[0.55284553 0.68876314],0.6704197543749782,[0.76282051 0.578019  ],0.6427577413479053,[0.43351548 0.852     ],0.24038925170898437,0.6939501762390137,0.6901794871794871,[0.72435897 0.656     ],0.7018390571022151,[0.84962406 0.55405405],0.7176032424142842,[0.63128492 0.80392157],35,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)","(64, 64)",0.1,0.0005,123,False,focal,2,False,,Conv1d,,concatenation,64,29
0,0.33161943712655234,0.644423246383667,0.6395477915131684,[0.59762675 0.68146883],0.6637195530638154,[0.73280423 0.59463487],0.6512768670309654,[0.50455373 0.798     ],0.2135987550020218,0.6583629846572876,0.6004265908282972,[0.75257732 0.44827586],0.620115629984051,[0.69856459 0.54166667],0.5989976996385147,[0.81564246 0.38235294],35,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)","(128, 128)",0.5,0.001,1,False,focal,2,False,,Conv1d,,concatenation,64,30
0,0.437205723103355,0.6482364535331726,0.6244502549226014,[0.52993631 0.7189642 ],0.7309608689307232,[0.88135593 0.58056581],0.6614353369763206,[0.37887067 0.944     ],0.24751388132572175,0.6654804348945618,0.6623632273238572,[0.69480519 0.62992126],0.6778865769073847,[0.82945736 0.52631579],0.6910395443093438,[0.59776536 0.78431373],35,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)","(128, 128)",0.5,0.001,12,False,focal,2,False,,Conv1d,,concatenation,64,30
0,0.5995650168727426,0.5910391211509705,0.591037598248632,[0.59181732 0.59025788],0.5922106819522641,[0.61952191 0.56489945],0.5922422586520948,[0.56648452 0.618     ],0.3582354962825775,0.6548042893409729,0.6319655419181485,[0.72364672 0.54028436],0.6306539364198848,[0.73837209 0.52293578],0.6341603680578376,[0.70949721 0.55882353],35,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)","(128, 128)",0.5,0.001,123,False,focal,2,False,,Conv1d,,concatenation,64,30
0,0.2624843891929178,0.605338454246521,0.5969877505567929,[0.5389755 0.655    ],0.6274191567744576,[0.69340974 0.56142857],0.6134007285974499,[0.44080146 0.786     ],0.23791017830371858,0.5978647470474243,0.5495836702271019,[0.69705094 0.4021164 ],0.5534423509894537,[0.67010309 0.43678161],0.5494030014240333,[0.72625698 0.37254902],35,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)","(128, 128)",0.5,0.0001,1,False,focal,2,False,,Conv1d,,concatenation,64,31
