,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,batch_size,input_dim,dimension,sig_depth,method,log_signature
0,0.28966838033760295,0.5290753245353699,0.5251810558414332,[0.48218029 0.56818182],0.5362798098305345,[0.56790123 0.50465839],0.534471766848816,[0.41894353 0.65      ],0.25804738104343417,0.6049821972846985,0.5931095659887551,[0.66261398 0.52360515],0.5961577608142494,[0.72666667 0.46564885],0.603488881586154,[0.60893855 0.59803922],"(256, 256)",0.1,0.001,1,focal,2,False,,64,769,10,3,umap,True
0,0.337376768098158,0.5519542694091797,0.5516996188314711,[0.56238361 0.54101562],0.5519320247182842,[0.5752381  0.52862595],0.5520455373406193,[0.55009107 0.554     ],0.24117108285427094,0.6725978851318359,0.6094392071549433,[0.76649746 0.45238095],0.6390415785764623,[0.70232558 0.57575758],0.6080622193011282,[0.84357542 0.37254902],"(256, 256)",0.1,0.001,12,focal,2,False,,64,769,10,3,umap,True
0,0.3406267367741641,0.5586272478103638,0.5519562885083906,[0.60662702 0.49728556],0.5562071652268636,[0.56847134 0.54394299],0.5541366120218579,[0.65027322 0.458     ],0.35962754487991333,0.5943060517311096,0.5666396103896104,[0.67613636 0.45714286],0.5661528580603725,[0.68786127 0.44444444],0.5676963522839303,[0.66480447 0.47058824],"(256, 256)",0.1,0.001,123,focal,2,False,,64,769,10,3,umap,True
