,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,swnu_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6907735466957092,0.666838552667469,[0.756137   0.57754011],0.664519000846117,[0.77586727 0.55317073],0.6707704442478482,[0.73738532 0.60415557],,0.7265130281448364,0.7122453835422029,[0.77632014 0.64817063],0.7109340443177952,[0.7859375  0.63593059],0.7139131986603148,[0.76693531 0.66089109],5,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6997203826904297,0.6724507948464318,[0.7669608  0.57794079],0.6712856497855368,[0.7740146 0.5685567],0.6738371272477552,[0.7600344  0.58763985],,0.7341960072517395,0.7158527710042912,[0.78804815 0.64365739],0.7180077701766544,[0.7778485  0.65816704],0.7141462664329724,[0.79851884 0.62977369],5,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.001,12,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6879776120185852,0.6672505059594735,[0.75029833 0.58420268],0.664629316771193,[0.78202736 0.54723127],0.6737876387510815,[0.72104358 0.6265317 ],,0.7306914925575256,0.7169795087995633,[0.7792753  0.65468372],0.7154637009593625,[0.7906299 0.6402975],0.7189867359328272,[0.76824221 0.66973126],5,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.001,123,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6948741674423218,0.6677078292909489,[0.76271923 0.57269642],0.6663702717471052,[0.77132806 0.56141249],0.669371859618853,[0.75430046 0.58444326],,0.7372961044311523,0.7178435547764421,[0.79192911 0.643758  ],0.7214397992611563,[0.77659129 0.66628831],0.7152932741231306,[0.80788499 0.62270156],5,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.7049394249916077,0.679188186376029,[0.77007988 0.58829649],0.6775447938281267,[0.78039447 0.57469512],0.6812958379563328,[0.7600344  0.60255727],,0.7344655394554138,0.7170822328610884,[0.78721106 0.64695341],0.7183439996187979,[0.78080137 0.65588663],0.7159935557454056,[0.79372686 0.63826025],5,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6931966543197632,0.670398260634845,[0.75708383 0.5837127 ],0.6678592702838526,[0.78010949 0.55560905],0.6750946543870024,[0.73537844 0.61481087],,0.7301523089408875,0.7155855749588491,[0.77995164 0.65121951],0.71452340163165,[0.78721988 0.64182692],0.7168537344912884,[0.77281638 0.66089109],5,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6909599304199219,0.6682045715649851,[0.75509601 0.58131313],0.6656809147964589,[0.77879342 0.55256841],0.6730053691964045,[0.73279817 0.61321257],,0.7286696434020996,0.713745525011776,[0.77910677 0.64838428],0.7128568085119701,[0.78505086 0.64066275],0.714773107830122,[0.77325201 0.6562942 ],5,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6999068260192871,0.674789037288352,[0.76516919 0.58440888],0.6728253752362511,[0.77880048 0.56685028],0.6775484590137493,[0.75200688 0.60309004],,0.7323089241981506,0.7140859161097596,[0.78626776 0.64190408],0.7159810063426456,[0.77706871 0.6548933 ],0.7125536494901007,[0.79568721 0.62942008],5,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6831313967704773,0.6657626628694695,[0.74195507 0.58957026],0.6637299722281563,[0.7883871  0.53907285],0.6755971000962888,[0.70068807 0.65050613],,0.7261086106300354,0.7150270640404474,[0.7712227  0.65883143],0.7127100467820293,[0.79818224 0.62723785],0.7199006758503277,[0.74602483 0.69377652],5,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6948741674423218,0.6686237943638722,[0.76189091 0.57535668],0.6669590025264625,[0.77325066 0.56066734],0.6708482664362906,[0.75086009 0.59083644],,0.7266477942466736,0.7102091107903055,[0.77922926 0.64118896],0.7102665787113102,[0.7788901  0.64164306],0.710152111766549,[0.77956872 0.6407355 ],5,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.2,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64,3
