,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.680335521697998,0.6549950356421731,[0.74849685 0.56149322],0.6529796521281711,[0.7661363  0.53982301],0.6583137008597557,[0.73165138 0.58497603],,0.7511793971061707,0.7369241517975209,[0.79816313 0.67568517],0.7363778906475174,[0.80131723 0.67143855],0.7375098087180594,[0.79503376 0.67998586],11,3,5,3,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6743709444999695,0.6562436400623632,[0.73518266 0.57730462],0.6544028119004766,[0.77999357 0.52881206],0.6654147655345002,[0.69524083 0.63558871],,0.7436312437057495,0.73346400473273,[0.78552097 0.68140704],0.7308571136868602,[0.81435586 0.64735837],0.7389472268632098,[0.75865824 0.71923621],11,3,5,3,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6963653564453125,0.6699415508219166,[0.76332994 0.57655316],0.6683645701726187,[0.77378498 0.56294416],0.6719950554271162,[0.75315367 0.59083644],,0.7447095513343811,0.7267299793279491,[0.79682472 0.65663524],0.7293849976975572,[0.78503488 0.67373512],0.724677987526792,[0.80897408 0.6403819 ],11,3,5,3,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6721342206001282,0.6546852112620138,[0.73230863 0.57706179],0.6531316032081163,[0.78040869 0.52585451],0.6645558193584336,[0.68979358 0.63931806],,0.7564361691474915,0.7478634858510897,[0.7943553  0.70137167],0.7450686601633221,[0.83174452 0.6583928 ],0.7552682867315887,[0.76018297 0.75035361],11,3,5,3,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6682199239730835,0.652675031823968,[0.72615385 0.57919622],0.6520722606104834,[0.78353254 0.52061198],0.6646213457938444,[0.6766055  0.65263719],,0.7545491456985474,0.7473067356975087,[0.79008646 0.70452702],0.745051409163195,[0.83912831 0.65097451],0.7570704027959506,[0.74646047 0.76768034],11,3,5,3,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6706430315971375,0.6539003480179951,[0.73002292 0.57777778],0.6526576360530623,[0.78148512 0.52383016],0.664516335480686,[0.68491972 0.64411295],,0.7664105892181396,0.7585089626248932,[0.80219153 0.71482639],0.7555996200269701,[0.84268585 0.66851339],0.7667222660903797,[0.76541059 0.76803395],11,3,5,3,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6905871629714966,0.6640062017319457,[0.75851033 0.56950207],0.6623803480550505,[0.76993503 0.55482567],0.6661978751716824,[0.74741972 0.58497603],,0.7676236629486084,0.7539159558838807,[0.81199564 0.69583627],0.7537129085937331,[0.81305962 0.6943662 ],0.75412351267177,[0.81093444 0.69731259],11,3,5,3,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6909599304199219,0.6714615739640915,[0.7514988  0.59142435],0.6687903496160306,[0.78737437 0.55020633],0.6790340303676079,[0.71875    0.63931806],,0.7669497132301331,0.7564844994174494,[0.80696662 0.70600238],0.7538734307430839,[0.82775996 0.6799869 ],0.7606400136544134,[0.78719233 0.73408769],11,3,5,3,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6978564858436584,0.6740469008994321,[0.76214233 0.58595147],0.6716948905570239,[0.78058311 0.56280667],0.6778171326731608,[0.74455275 0.61108151],,0.7434964179992676,0.727415150650485,[0.79362325 0.66120705],0.7280554120747429,[0.79028078 0.66583005],0.7268209632831224,[0.79699412 0.65664781],11,3,5,3,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6751164793968201,0.6591258164761606,[0.73295542 0.58529622],0.6579529176028341,[0.78710102 0.52880482],0.6705404143836788,[0.68577982 0.65530101],,0.7491575479507446,0.7410850512853514,[0.78680261 0.69536749],0.7386165554154307,[0.8298695  0.64736361],0.7495230043899308,[0.74798519 0.75106082],11,3,5,3,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.2,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,3
