,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6678471565246582,0.6417117105232782,[0.7384796  0.54494382],0.6398799772446906,[0.75646422 0.52329573],0.6448952921165436,[0.72133028 0.56846031],,0.7961989641189575,0.7831641047845854,[0.83632821 0.73      ],0.7843313705160058,[0.831289   0.73737374],0.7821005799120535,[0.84142888 0.72277228],20,3,5,6,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6764212250709534,0.6619233926692691,[0.73193329 0.59191349],0.6614159625460192,[0.79317269 0.52965923],0.675111837892792,[0.67947248 0.6707512 ],,0.772745668888092,0.762747498047875,[0.81145158 0.71404342],0.7599730179368018,[0.8338313  0.68611473],0.7672920343812706,[0.79024178 0.74434229],20,3,5,6,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.685181736946106,0.6534254825689538,[0.75833453 0.54851644],0.6536778884757635,[0.75692659 0.55042918],0.6531823241753139,[0.75974771 0.54661694],,0.7661409974098206,0.7457297062686153,[0.81777124 0.67368817],0.7546106316066554,[0.78965517 0.71956609],0.7406365831062989,[0.84796341 0.63330976],20,3,5,6,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6939421892166138,0.6717492883013132,[0.75710059 0.58639798],0.6691149886044645,[0.78209046 0.55613951],0.6768983878969466,[0.73365826 0.62013852],,0.845936119556427,0.837098780021207,[0.875041   0.79915656],0.8363369250192505,[0.87840211 0.79427174],0.8379036747686344,[0.87170551 0.80410184],20,3,5,6,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.67940354347229,0.6559413080121329,[0.74578776 0.56609485],0.6536452159026227,[0.76967663 0.5376138 ],0.6605497713753647,[0.72333716 0.59776239],,0.8410837054252625,0.8318110734215245,[0.87130226 0.79231989],0.8313519734745118,[0.87330416 0.78939979],0.8322855938237195,[0.86930952 0.79526167],20,3,5,6,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6441752314567566,0.6205759934406652,[0.71520215 0.52594984],0.619062895583927,[0.74556765 0.49255814],0.6257057456755607,[0.6872133  0.56419819],,0.8281439542770386,0.8179202412612023,[0.86106571 0.77477477],0.8178130881922591,[0.86153511 0.77409107],0.8180282543454893,[0.86059682 0.77545969],20,3,5,6,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6762348413467407,0.6613715067986019,[0.73231623 0.59042679],0.6606734585369456,[0.79173609 0.52961083],0.674107251958767,[0.68119266 0.66702184],,0.8339399099349976,0.8258077381988762,[0.86344491 0.78817056],0.8230511755892902,[0.87903408 0.76706827],0.8294329012824735,[0.84839904 0.81046676],20,3,5,6,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6702702641487122,0.6436637225802786,[0.74103352 0.54629392],0.6419053143509934,[0.7571044  0.52670623],0.6465127564237291,[0.72563073 0.56739478],,0.8315137028694153,0.8217184467363253,[0.86350732 0.77992958],0.8212120935266137,[0.86577622 0.77664797],0.8222446552306847,[0.86125027 0.78323904],20,3,5,6,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6389561891555786,0.6187193798366563,[0.70655961 0.53087915],0.6178975578833734,[0.74911661 0.48667851],0.6262442385614366,[0.66857798 0.5839105 ],,0.8317832350730896,0.8229065709000158,[0.86255507 0.78325808],0.8209896090329262,[0.87235464 0.76962457],0.8251782591054326,[0.85297321 0.79738331],20,3,5,6,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6684063076972961,0.6536887224447006,[0.72508113 0.58229631],0.6535137680553644,[0.78645659 0.52057095],0.6666102029394945,[0.67259174 0.66062866],,0.7960641384124756,0.7885339694512752,[0.8284386  0.74862934],0.7850250764404499,[0.86400189 0.70604826],0.7961816551478094,[0.79568721 0.7966761 ],20,3,5,6,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,384,"(256, 256)",0.2,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,3
