,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,swnu_hidden_dim,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.7077353000640869,0.6752428328371827,[0.77796658 0.57251908],0.6774356299310392,[0.7686066  0.58626466],0.6734803212964275,[0.78755734 0.5594033 ],,0.748079240322113,0.7254488848068894,[0.8042727  0.64662507],0.7346726726362477,[0.77450585 0.6948395 ],0.7205433452141927,[0.83641908 0.60466761],20,3,5,6,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",384,"(256, 256)",0.1,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6872320771217346,0.6718654912662896,[0.74287466 0.60085633],0.6703261339746678,[0.79789335 0.54275892],0.6839181936820908,[0.69495413 0.67288226],,0.7360830307006836,0.7250060388714011,[0.78019758 0.6698145 ],0.7225946272417669,[0.80495715 0.64023211],0.7295893940453572,[0.7569157  0.70226308],20,3,5,6,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",384,"(256, 256)",0.1,0.001,12,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6840633749961853,0.6603352447348867,[0.75011057 0.57055992],0.6580201300462566,[0.77207891 0.54396135],0.6646256225775076,[0.7293578  0.59989345],,0.7284000515937805,0.7122035995676186,[0.78047718 0.64393002],0.7121605915574762,[0.78073235 0.64358884],0.7122468719162423,[0.78022217 0.64427157],20,3,5,6,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",384,"(256, 256)",0.1,0.001,123,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6980428695678711,0.6814914787344357,[0.75409836 0.6088846 ],0.6790116072064374,[0.80129032 0.55673289],0.6919863460626707,[0.71215596 0.67181673],,0.7510446310043335,0.7390909987367245,[0.79493727 0.68324473],0.7370125345668823,[0.81068841 0.66333666],0.7420856315335613,[0.77978654 0.70438472],20,3,5,6,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",384,"(256, 256)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6971108913421631,0.680133707916658,[0.75382518 0.60644224],0.6775896529707826,[0.79922904 0.55595027],0.6901622978303266,[0.71330275 0.66702184],,0.7429572939872742,0.7316330540127053,[0.78676059 0.67650551],0.729255346885249,[0.80836397 0.65014672],0.7356868967850203,[0.76628186 0.70509194],20,3,5,6,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",384,"(256, 256)",0.1,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6780987977981567,0.6582810235656826,[0.74057383 0.57598822],0.656000453505355,[0.7778479  0.53415301],0.6658210599825019,[0.70670872 0.6249334 ],,0.7417441606521606,0.7291301786107645,[0.78758315 0.67067721],0.7272476328485635,[0.8019869  0.65250836],0.7317872477884748,[0.77368765 0.68988685],20,3,5,6,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",384,"(256, 256)",0.1,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.7041938304901123,0.6845126238414829,[0.76331096 0.60571429],0.6814831328446584,[0.79546161 0.56750466],0.6915494267887954,[0.73365826 0.6494406 ],,0.755897045135498,0.741929164541416,[0.80196829 0.68189004],0.7413565428930783,[0.80522617 0.67748691],0.7425437183074812,[0.79873666 0.68635078],20,3,5,6,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",384,"(256, 256)",0.1,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.7017707228660583,0.6852539880050383,[0.75735517 0.6131528 ],0.6826190979090008,[0.80392788 0.56131031],0.6957145558499069,[0.71588303 0.67554608],,0.7491575479507446,0.7384070097610731,[0.79143786 0.68537616],0.7358607537461628,[0.81509695 0.65662455],0.7429372223558977,[0.76911348 0.71676096],20,3,5,6,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",384,"(256, 256)",0.1,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6751164793968201,0.6580668487858774,[0.73442023 0.58171346],0.6564987396598856,[0.78373984 0.52925764],0.6683258041575225,[0.69094037 0.64571124],,0.7352743148803711,0.7240698386275517,[0.77967243 0.66846725],0.7216874048491304,[0.80383993 0.63953488],0.7285285736776062,[0.7569157  0.70014144],20,3,5,6,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",384,"(256, 256)",0.1,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.680335521697998,0.6686382522145493,[0.73089597 0.60638054],0.6699701598926595,[0.80727903 0.53266129],0.6857502608838034,[0.66771789 0.70378263],,0.7204474806785583,0.7119672641292291,[0.76138978 0.66254474],0.7102495179361272,[0.80687637 0.61362266],0.7203507138528521,[0.720758   0.71994342],20,3,5,6,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",384,"(256, 256)",0.2,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64,3
