,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.6639329195022583,0.6411433942856775,[0.7315766  0.55071019],0.6391193949263637,[0.76091669 0.5173221 ],0.646560259270845,[0.70441514 0.58870538],,0.8812508583068848,0.8747354883162375,[0.9033037  0.84616728],0.8731018401218608,[0.91039823 0.83580545],0.8765540675640828,[0.89631888 0.85678925],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,"(512, 512)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6935694217681885,0.6740464704572808,[0.75381851 0.59427443],0.6712957157784745,[0.78902821 0.55356322],0.6815330467073654,[0.72161697 0.64144912],,0.8835422396659851,0.8770806870271166,[0.90526316 0.84889822],0.875625935436453,[0.91145948 0.83979239],0.8786770946908302,[0.89915051 0.85820368],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,"(512, 512)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6844361424446106,0.6676418775819155,[0.74235276 0.59293099],0.6657140327082758,[0.79111255 0.54031551],0.6780769472806988,[0.69925459 0.65689931],,0.8916295766830444,0.8860262747667282,[0.91129744 0.86075511],0.8834171583016998,[0.92331768 0.84351663],0.8891495090480515,[0.89958615 0.87871287],35,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,"(512, 512)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64
