,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.7032619118690491,0.682400362925117,[0.76379822 0.60100251],0.6794762871906996,[0.79151292 0.56743966],0.6883720056404667,[0.73795872 0.6387853 ],,0.8011861443519592,0.7913349455085696,[0.83667368 0.74599621],0.7889952641463216,[0.8509009  0.72708963],0.7944133516254821,[0.8229144  0.76591231],35,3,5,11,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6894688010215759,0.6691677353771242,[0.75112041 0.58721506],0.6665099626481958,[0.78415471 0.54886522],0.6760417328549853,[0.72075688 0.63132658],,0.823291540145874,0.8139312583354991,[0.85566443 0.77219809],0.8121162748884172,[0.8650935  0.75913905],0.8160764850483866,[0.84643868 0.78571429],35,3,5,11,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6756756901741028,0.6565191705506996,[0.73763571 0.57540264],0.6544158924813227,[0.77798982 0.53084196],0.6646957312811289,[0.70126147 0.62812999],,0.8274700045585632,0.8179210567892297,[0.85961834 0.77622378],0.8166647876686401,[0.86569472 0.76763485],0.819316866496993,[0.85362666 0.78500707],35,3,5,11,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6605778336524963,0.641940719989178,[0.72363029 0.56025115],0.6405758771535,[0.76878426 0.51236749],0.6507468486214094,[0.68348624 0.61800746],,0.8728939294815063,0.8655850723998453,[0.89692863 0.83424152],0.8648028923568365,[0.90017552 0.82943027],0.8664069930190579,[0.89370508 0.83910891],35,3,5,11,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6892823576927185,0.6626277610219349,[0.75745671 0.56779881],0.6610055503334675,[0.7689808 0.5530303],0.6648253331003504,[0.74627294 0.58337773],,0.8673675656318665,0.8583592221481495,[0.89407966 0.82263879],0.8613878265713606,[0.88380506 0.83897059],0.8557633208321922,[0.90459595 0.80693069],35,3,5,11,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6687791347503662,0.6380165431091597,[0.74354164 0.53249145],0.6373035566583953,[0.74861959 0.52598753],0.6388451706558875,[0.73853211 0.53915823],,0.8564496636390686,0.846396491295532,[0.88569282 0.80710016],0.8501864286950117,[0.87304274 0.82733012],0.843275401691459,[0.89871488 0.78783593],35,3,5,11,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6922646760940552,0.6685876299240289,[0.75717017 0.58000509],0.6662116217606355,[0.77740864 0.55501461],0.6726554366473927,[0.73795872 0.60735216],,0.8672327995300293,0.8587709364839645,[0.89334055 0.82420132],0.8601574830644598,[0.88824289 0.83207207],0.8574875679216177,[0.89849706 0.81647808],35,3,5,11,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6825722455978394,0.6591635300077157,[0.74848619 0.56984087],0.6568208770884154,[0.77185501 0.54178674],0.6637249013895881,[0.72649083 0.60095898],,0.8715460300445557,0.8642854695494867,[0.89567597 0.83289497],0.8631975275566441,[0.9003081  0.82608696],0.8654536949945423,[0.89109127 0.83981612],35,3,5,11,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6853681206703186,0.6609051256866056,[0.75198354 0.56982671],0.6587064296447587,[0.77124774 0.54616512],0.664644791732855,[0.73365826 0.59563133],,0.8437795042991638,0.8351009479246398,[0.8729306 0.7972713],0.8338311109277254,[0.87880795 0.78885427],0.8365006083176696,[0.86713134 0.80586987],35,3,5,11,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.723951518535614,0.704815336206656,[0.77997326 0.62965741],0.7013719537447872,[0.80943571 0.5933082 ],0.7116657369753608,[0.75258028 0.6707512 ],,0.7999730706214905,0.7901004105033337,[0.83562251 0.74457831],0.7877380351525425,[0.85012396 0.72535211],0.7932294890347236,[0.82160749 0.76485149],35,3,5,11,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,3
