,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6904007196426392,0.6727494315333471,[0.74875208 0.59674678],0.6703392401288475,[0.7925072  0.54817128],0.682171967638189,[0.70957569 0.65476825],,0.7968729138374329,0.7880704269667701,[0.8312619  0.74487896],0.7849086198613171,[0.85529954 0.7145177 ],0.7932366905670247,[0.80853844 0.77793494],80,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6505125761032104,0.6291376350215514,[0.71817225 0.54010302],0.6276364354444923,[0.75481833 0.50045455],0.6357470227476014,[0.68491972 0.58657432],,0.810217022895813,0.8011406045566614,[0.84362506 0.75865615],0.7984166495922725,[0.86063902 0.73619428],0.8049012858624756,[0.82727075 0.78253182],80,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6766076683998108,0.656435326543813,[0.73968492 0.57318573],0.6541694647141043,[0.7758892  0.53244973],0.6636899997800512,[0.70670872 0.62067128],,0.8073864579200745,0.7961202710960236,[0.84404671 0.74819383],0.7957488750418316,[0.84580052 0.74569723],0.7965036830253645,[0.84230015 0.75070721],80,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6952469944953918,0.6727729721448124,[0.75852902 0.58701692],0.6701642935121488,[0.78221139 0.5581172 ],0.6776557604610128,[0.73623853 0.61907299],,0.877611517906189,0.8697286778951361,[0.90177412 0.83768323],0.8714188779380084,[0.89576617 0.84707158],0.8681819589215355,[0.90786321 0.82850071],80,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.637837827205658,0.6057761562192432,[0.7182016  0.49335072],0.604942567021631,[0.72673907 0.48314607],0.606929061600348,[0.70986239 0.50399574],,0.8905512690544128,0.8839376924665621,[0.91164309 0.85623229],0.8841484966667129,[0.91085018 0.85744681],0.8837292969425143,[0.91243738 0.85502122],80,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6805219054222107,0.6487739260948665,[0.75437088 0.54317697],0.6488106972301815,[0.75415473 0.54346667],0.6487373712688117,[0.75458716 0.54288759],,0.8766680359840393,0.8665803812231696,[0.90326673 0.82989403],0.8762593946273345,[0.87756779 0.874951  ],0.8598832905041134,[0.93051623 0.78925035],80,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6928238868713379,0.673316754668772,[0.7531456  0.59348791],0.6705887489200717,[0.78858218 0.55259531],0.6808366183104994,[0.72075688 0.64091636],,0.858741044998169,0.8490148491902418,[0.88733606 0.81069364],0.8523453233530249,[0.87603481 0.82865583],0.8462131647399422,[0.89893269 0.79349364],80,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6557316184043884,0.6340458893884533,[0.72312997 0.54496181],0.6323250552243487,[0.75777568 0.50687443],0.6403759537227569,[0.69151376 0.58923815],,0.8662892580032349,0.8595163159751332,[0.89036251 0.82867012],0.856836320413064,[0.90374691 0.80992573],0.8628357261932746,[0.87736876 0.84830269],80,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6846225261688232,0.6662426671466994,[0.74456522 0.58792012],0.6639252353027347,[0.78635204 0.54149843],0.6750214144667706,[0.70699541 0.64304742],,0.8819248080253601,0.8756465417612019,[0.90358794 0.84770515],0.8735131298037491,[0.91323693 0.83378933],0.8781170311386555,[0.89414071 0.86209335],80,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6950605511665344,0.6727441743650286,[0.75820278 0.58728557],0.6701138516040932,[0.78248932 0.55773838],0.677758479640066,[0.73537844 0.62013852],,0.8009165525436401,0.7890730951708202,[0.83905416 0.73909203],0.788975686680668,[0.83951156 0.73843982],0.7891713293058153,[0.83859726 0.7397454 ],80,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.001,1,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6704566478729248,0.6365346632688689,[0.74757282 0.52549651],0.6370357620359928,[0.74459613 0.52947539],0.6360751895226131,[0.75057339 0.52157698],,0.8112953305244446,0.7983022794526133,[0.84949473 0.74710983],0.8011693302735639,[0.83867544 0.76366322],0.7959278300173422,[0.86059682 0.73125884],80,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.001,12,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6618825793266296,0.6474084743321198,[0.71884687 0.57597008],0.647754098747654,[0.78238866 0.51311953],0.660608729893007,[0.66485092 0.65636654],,0.8019948601722717,0.7930791898630796,[0.83603081 0.75012757],0.7900428295892897,[0.85737179 0.72271386],0.7977146957780074,[0.81572642 0.77970297],80,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.001,123,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6883504390716553,0.6649087564192064,[0.75353774 0.57627978],0.6625131389395937,[0.77548544 0.54954084],0.6692760138421158,[0.73279817 0.60575386],,0.8817899823188782,0.8737703794385223,[0.90558725 0.84195351],0.8768912432182782,[0.89527458 0.8585079 ],0.8710828670694184,[0.91614027 0.82602546],80,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6479030847549438,0.616554727874528,[0.7261922  0.50691725],0.6156590589720115,[0.73438874 0.49692938],0.6177457348247497,[0.71817661 0.51731486],,0.8936514258384705,0.8867134572392286,[0.91474878 0.85867813],0.888822248959478,[0.90759005 0.87005445],0.884808409972528,[0.92202135 0.84759547],80,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,4
0,,0.6788443326950073,0.6487658314121435,[0.75155011 0.54598155],0.6480828563502803,[0.75601973 0.54014599],0.649538809978836,[0.74713303 0.55194459],,0.8770723938941956,0.8681395675153177,[0.90245989 0.83381924],0.8733405798589772,[0.88653078 0.86015038],0.8640121176756566,[0.9189719  0.80905233],80,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,10,1,"(256, 256)",0.2,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,4
