,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,embedding_dim,num_features,log_signature,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,0.6631645981003257,0.6015252470970154,0.6014437689969605,[0.59574468 0.60714286],0.6038732909263727,[0.63505155 0.57269504],0.6035100182149362,[0.56102004 0.646     ],0.36502701938152315,0.7651245594024658,0.7178714859437751,[0.83333333 0.60240964],0.7708093317972351,[0.76036866 0.78125   ],0.7059918939642896,[0.92178771 0.49019608],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.5,0.0001,12,focal,2,False,,Conv1d,,concatenation,64,13
0,0.2935811947373783,0.5977120995521545,0.5752954946657457,[0.47772277 0.67286822],0.64727041689067,[0.74517375 0.54936709],0.6097741347905282,[0.35154827 0.868     ],0.24917636513710023,0.6227757930755615,0.6053789083200848,[0.68823529 0.52252252],0.6050207039337474,[0.72670807 0.48333333],0.6111293679482966,[0.65363128 0.56862745],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.5,0.0001,123,focal,2,False,,Conv1d,,concatenation,64,13
0,0.4196940011837903,0.5881792306900024,0.5763898236640195,[0.50572082 0.64705882],0.6134806629834255,[0.68       0.54696133],0.5972750455373407,[0.40255009 0.792     ],0.24044369757175446,0.6583629846572876,0.6290429042904291,[0.73333333 0.52475248],0.6296408839779006,[0.72928177 0.53      ],0.6285190053675102,[0.73743017 0.51960784],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.5,0.0005,1,focal,2,False,,Conv1d,,concatenation,64,14
0,0.2802531166988261,0.5929456949234009,0.5910189487562738,[0.5629478 0.6190901],0.6006497659789005,[0.64252336 0.55877617],0.597455373406193,[0.50091075 0.694     ],0.2286527067422867,0.6263344883918762,0.5587113563961054,[0.7314578  0.38596491],0.5763945857260049,[0.6745283  0.47826087],0.5612060466644758,[0.79888268 0.32352941],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.5,0.0005,12,focal,2,False,,Conv1d,,concatenation,64,14
0,0.3176689253133886,0.6091516017913818,0.604562940406314,[0.56196581 0.64716007],0.6237811970616018,[0.67958656 0.56797583],0.6155264116575592,[0.47905282 0.752     ],0.2248620480298996,0.6156583428382874,0.566060398078243,[0.71276596 0.41935484],0.5722443799854968,[0.68020305 0.46428571],0.5654781465658889,[0.74860335 0.38235294],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.5,0.0005,123,focal,2,False,,Conv1d,,concatenation,64,14
0,0.4014754207695232,0.6005719900131226,0.5870237836852545,[0.51222352 0.66182405],0.6322406041293815,[0.70967742 0.55480379],0.6103642987249545,[0.4007286 0.82     ],0.23813747763633727,0.6334519386291504,0.6045227847236456,[0.71148459 0.49756098],0.6043143885676885,[0.71348315 0.49514563],0.6047486033519553,[0.70949721 0.5       ],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.1,0.001,1,focal,2,False,,Conv1d,,concatenation,64,15
0,0.3268406356082243,0.6158245801925659,0.6137974192074911,[0.58581706 0.64177778],0.6248849056603774,[0.67216981 0.5776    ],0.6205628415300546,[0.51912568 0.722     ],0.22502832412719725,0.6192170977592468,0.5664893233559698,[0.7176781  0.41530055],0.5745679012345679,[0.68      0.4691358],0.5661627779603462,[0.75977654 0.37254902],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.1,0.001,12,focal,2,False,,Conv1d,,concatenation,64,15
0,0.32757022801567526,0.6072450280189514,0.6041335394851578,[0.56903766 0.63922942],0.6184202469249198,[0.66830467 0.56853583],0.6127231329690346,[0.49544627 0.73      ],0.2306923359632492,0.6120996475219727,0.5608430711878987,[0.71087533 0.41081081],0.5672995010344408,[0.67676768 0.45783133],0.5605761857815752,[0.74860335 0.37254902],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.1,0.001,123,focal,2,False,,Conv1d,,concatenation,64,15
0,0.2882888913154602,0.6081982851028442,0.5973737809541686,[0.5313569  0.66339066],0.6360428436115151,[0.71036585 0.56171983],0.6172040072859746,[0.42440801 0.81      ],0.24041593968868255,0.6192170977592468,0.5856313997877648,[0.70360111 0.46766169],0.5862748362748362,[0.6978022  0.47474747],0.5851407602147004,[0.70949721 0.46078431],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.1,0.0001,1,focal,2,False,,Conv1d,,concatenation,64,16
0,0.34815970238517313,0.5919923782348633,0.5773887964336544,[0.49882904 0.65594855],0.6233738762559492,[0.69836066 0.5483871 ],0.6019890710382514,[0.38797814 0.816     ],0.2276225805282593,0.6476868391036987,0.6243772025762547,[0.71794872 0.53080569],0.623159803712396,[0.73255814 0.51376147],0.6264651111841385,[0.70391061 0.54901961],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.1,0.0001,12,focal,2,False,,Conv1d,,concatenation,64,16
0,0.5790762147482704,0.6081982851028442,0.6076277688134611,[0.59266601 0.62258953],0.6127758913412564,[0.65       0.57555178],0.6113132969034609,[0.54462659 0.678     ],0.2063796877861023,0.7330960631370544,0.7120311539249846,[0.78991597 0.63414634],0.7116013963128613,[0.79213483 0.63106796],0.712482199583744,[0.7877095 0.6372549],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.1,0.0001,123,focal,2,False,,Conv1d,,concatenation,64,16
0,0.41841403877033906,0.6015252470970154,0.589574675203115,[0.51954023 0.65960912],0.6301842627777208,[0.70404984 0.55631868],0.6108287795992714,[0.41165756 0.81      ],0.260415518283844,0.6192170977592468,0.5837728587842795,[0.70523416 0.46231156],0.5849394890183774,[0.69565217 0.4742268 ],0.5830320955197722,[0.7150838  0.45098039],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.1,0.0005,1,focal,2,False,,Conv1d,,concatenation,64,17
0,0.338690649060642,0.6129647493362427,0.6052121261559226,[0.54988914 0.66053512],0.6350391553515027,[0.70254958 0.56752874],0.6208652094717668,[0.45173042 0.79      ],0.21930972635746002,0.6370106935501099,0.6041160220994475,[0.71823204 0.49      ],0.605191256830601,[0.71038251 0.5       ],0.6033245700514843,[0.72625698 0.48039216],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.1,0.0005,12,focal,2,False,,Conv1d,,concatenation,64,17
0,0.3438989712911494,0.6139180064201355,0.6115443590749371,[0.5811789  0.64190981],0.6237630706935904,[0.6722488  0.57527734],0.61891985428051,[0.51183971 0.726     ],0.22819069027900696,0.6156583428382874,0.556004213483146,[0.71875    0.39325843],0.5668485237483953,[0.67317073 0.46052632],0.5570434877861759,[0.77094972 0.34313725],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(256, 256)",0.1,0.0005,123,focal,2,False,,Conv1d,,concatenation,64,17
0,0.4260707146981183,0.5948522686958313,0.579250413128765,[0.49822904 0.66027178],0.6289935566895146,[0.70805369 0.54993342],0.605167577413479,[0.38433515 0.826     ],0.24126178324222564,0.6405693888664246,0.6137851262162346,[0.71549296 0.51207729],0.613176406926407,[0.72159091 0.5047619 ],0.6145525249205828,[0.70949721 0.51960784],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(512, 512)",0.5,0.001,1,focal,2,False,,Conv1d,,concatenation,64,18
0,0.3362138674539678,0.6091516017913818,0.6047257554591574,[0.56289979 0.64655172],0.6234225286281843,[0.67866324 0.56818182],0.6154371584699454,[0.48087432 0.75      ],0.22054342925548553,0.6227757930755615,0.5785795132993774,[0.71505376 0.44210526],0.5831959491285916,[0.68911917 0.47727273],0.5773907328294446,[0.74301676 0.41176471],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(512, 512)",0.5,0.001,12,focal,2,False,,Conv1d,,concatenation,64,18
0,0.31521787187632394,0.6167778968811035,0.6124384236453202,[0.57142857 0.65344828],0.6315942198332944,[0.68894602 0.57424242],0.62308014571949,[0.48816029 0.758     ],0.23032795786857604,0.6156583428382874,0.5683809307088405,[0.71122995 0.42553191],0.5735837805605247,[0.68205128 0.46511628],0.5675868112608172,[0.74301676 0.39215686],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(512, 512)",0.5,0.001,123,focal,2,False,,Conv1d,,concatenation,64,18
0,0.3252647431457744,0.6005719900131226,0.5929005756415184,[0.53701657 0.64878458],0.6205129140522399,[0.68258427 0.55844156],0.6083114754098361,[0.44262295 0.774     ],0.24425027072429656,0.5943060517311096,0.5444020935259983,[0.69518717 0.39361702],0.5484496124031008,[0.66666667 0.43023256],0.5445010406397196,[0.72625698 0.3627451 ],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(512, 512)",0.5,0.0001,1,focal,2,False,,Conv1d,,concatenation,64,19
0,0.3830372086342643,0.599618673324585,0.5889498432601881,[0.52272727 0.65517241],0.6252871773725269,[0.69486405 0.55571031],0.608471766848816,[0.41894353 0.798     ],0.2798691809177399,0.6085408926010132,0.5730662983425414,[0.6961326 0.45     ],0.5738541318166611,[0.68852459 0.45918367],0.5725435425566875,[0.70391061 0.44117647],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(512, 512)",0.5,0.0001,12,focal,2,False,,Conv1d,,concatenation,64,19
0,0.3873213406871347,0.6120114326477051,0.6116500527116722,[0.59980334 0.62349676],0.6158719125586596,[0.6517094  0.58003442],0.6147777777777779,[0.55555556 0.674     ],0.1952607214450836,0.7153024673461914,0.6851187808157777,[0.7826087  0.58762887],0.690734989648033,[0.76190476 0.61956522],0.6816464015773908,[0.80446927 0.55882353],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(512, 512)",0.5,0.0001,123,focal,2,False,,Conv1d,,concatenation,64,19
0,0.32282689652022195,0.631077229976654,0.6289189863629009,[0.6006192  0.65721878],0.6413411310470134,[0.69285714 0.58982512],0.6360273224043715,[0.53005464 0.742     ],0.8067473649978638,0.6085408926010132,0.5530653556969347,[0.71052632 0.3956044 ],0.5608208955223881,[0.67164179 0.45      ],0.5535655603023333,[0.75418994 0.35294118],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(512, 512)",0.5,0.0005,1,focal,2,False,,Conv1d,,concatenation,64,20
0,0.34232497039963217,0.6320305466651917,0.6250629657614413,[0.57395143 0.6761745 ],0.6553306293615713,[0.72829132 0.58236994],0.6397941712204007,[0.47358834 0.806     ],0.5929900288581849,0.6120996475219727,0.5797165086378417,[0.69637883 0.46305419],0.5798954895489549,[0.69444444 0.46534653],0.5795541680359294,[0.69832402 0.46078431],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(512, 512)",0.5,0.0005,12,focal,2,False,,Conv1d,,concatenation,64,20
0,0.33476929278934703,0.605338454246521,0.5988905636956088,[0.54803493 0.64974619],0.6234867795472525,[0.68392371 0.56304985],0.6125974499089253,[0.4571949 0.768    ],0.23749347031116486,0.6120996475219727,0.5655276111040186,[0.7077748  0.42328042],0.5700912430382747,[0.68041237 0.45977011],0.5647935151714317,[0.73743017 0.39215686],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(512, 512)",0.5,0.0005,123,focal,2,False,,Conv1d,,concatenation,64,20
0,0.35922420726102944,0.6015252470970154,0.5884467521155737,[0.51508121 0.6618123 ],0.6324858487289902,[0.70926518 0.55570652],0.6111857923497268,[0.40437158 0.818     ],0.2342976599931717,0.6370106935501099,0.6091687574997273,[0.71348315 0.50485437],0.6087570621468927,[0.71751412 0.5       ],0.6096505641362691,[0.70949721 0.50980392],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(512, 512)",0.1,0.001,1,focal,2,False,,Conv1d,,concatenation,64,21
0,0.31777163463480335,0.6148713231086731,0.6122038886123393,[0.58004158 0.6443662 ],0.6255082461510347,[0.67554479 0.5754717 ],0.6200983606557378,[0.50819672 0.732     ],0.2244029849767685,0.6156583428382874,0.563664596273292,[0.71428571 0.41304348],0.5709032969726683,[0.67839196 0.46341463],0.5633694818709607,[0.75418994 0.37254902],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(512, 512)",0.1,0.001,12,focal,2,False,,Conv1d,,concatenation,64,21
0,0.30397992975571575,0.6491897106170654,0.6432816843101308,[0.68918919 0.59737418],0.6509699874472212,[0.64251969 0.65942029],0.644584699453552,[0.7431694 0.546    ],0.2420376718044281,0.6797152757644653,0.587250293772033,[0.7826087  0.39189189],0.6598982423681776,[0.6893617  0.63043478],0.5946708292255449,[0.90502793 0.28431373],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(512, 512)",0.1,0.001,123,focal,2,False,,Conv1d,,concatenation,64,21
0,0.35979418193592744,0.5938989520072937,0.5780991548274533,[0.4964539  0.65974441],0.6281364173651407,[0.70707071 0.54920213],0.6042568306010929,[0.38251366 0.826     ],0.24285499453544618,0.6263344883918762,0.5968436154949784,[0.70588235 0.48780488],0.5966510308716046,[0.70786517 0.48543689],0.5970533464782561,[0.70391061 0.49019608],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(512, 512)",0.1,0.0001,1,focal,2,False,,Conv1d,,concatenation,64,22
0,0.7949398370350108,0.5948522686958313,0.5921107405730075,[0.55867082 0.62555066],0.6044067861082583,[0.64975845 0.55905512],0.5999908925318761,[0.48998179 0.71      ],0.91797434091568,0.6761565804481506,0.6560124836891454,[0.73925501 0.57276995],0.6541865394806572,[0.75882353 0.54954955],0.6593548033738634,[0.72067039 0.59803922],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(512, 512)",0.1,0.0001,12,focal,2,False,,Conv1d,,concatenation,64,22
0,0.5717846733682296,0.5958055257797241,0.5954963803703299,[0.60667904 0.58431373],0.595612185546023,[0.61814745 0.57307692],0.5958142076502733,[0.59562842 0.596     ],0.32521434128284454,0.6868327260017395,0.6183950617283951,[0.78       0.45679012],0.6612745098039217,[0.70588235 0.61666667],0.6171267389637419,[0.87150838 0.3627451 ],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(512, 512)",0.1,0.0001,123,focal,2,False,,Conv1d,,concatenation,64,22
0,0.4349096259650062,0.5977120995521545,0.584214975391667,[0.50930233 0.65912763],0.6285127963819831,[0.70418006 0.55284553],0.6074535519125683,[0.3989071 0.816    ],0.24334056675434113,0.6298932433128357,0.5998466425676415,[0.70949721 0.49019608],0.5998466425676415,[0.70949721 0.49019608],0.5998466425676415,[0.70949721 0.49019608],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(512, 512)",0.1,0.0005,1,focal,2,False,,Conv1d,,concatenation,64,23
0,0.32890234449330497,0.6167778968811035,0.6145920157929371,[0.58556701 0.64361702],0.6263049003736932,[0.67458432 0.57802548],0.6216520947176685,[0.51730419 0.726     ],0.21957126259803772,0.6298932433128357,0.5724485018726592,[0.72916667 0.41573034],0.5848844672657253,[0.68292683 0.48684211],0.5724340015335743,[0.78212291 0.3627451 ],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(512, 512)",0.1,0.0005,12,focal,2,False,,Conv1d,,concatenation,64,23
0,0.353076110867893,0.6148713231086731,0.6109736215962165,[0.5720339  0.64991334],0.6284693996051562,[0.6835443 0.5733945],0.6209016393442623,[0.49180328 0.75      ],0.22795571088790895,0.6156583428382874,0.5749103541012999,[0.70652174 0.44329897],0.5776109960892569,[0.68783069 0.4673913 ],0.573912805345602,[0.72625698 0.42156863],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,6,1,"(512, 512)",0.1,0.0005,123,focal,2,False,,Conv1d,,concatenation,64,23
0,0.37588563561439514,0.5967588424682617,0.5873984250123438,[0.52525253 0.64954432],0.6193329859301719,[0.68421053 0.55445545],0.6051147540983607,[0.42622951 0.784     ],0.2405265301465988,0.6263344883918762,0.5877174596520645,[0.71389646 0.46153846],0.5903397391901166,[0.69680851 0.48387097],0.5865100230036149,[0.73184358 0.44117647],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,12,1,"(256, 256)",0.5,0.001,1,focal,2,False,,Conv1d,,concatenation,64,24
0,0.3040216486243641,0.6139180064201355,0.6110550113933796,[0.57768509 0.64442493],0.6249723271880606,[0.67560976 0.5743349 ],0.6192768670309654,[0.50455373 0.734     ],0.22521789073944093,0.6192170977592468,0.5664893233559698,[0.7176781  0.41530055],0.5745679012345679,[0.68      0.4691358],0.5661627779603462,[0.75977654 0.37254902],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,12,1,"(256, 256)",0.5,0.001,12,focal,2,False,,Conv1d,,concatenation,64,24
0,0.30596404566484336,0.6120114326477051,0.6083080962608154,[0.57022175 0.64639444],0.6249102656137833,[0.67839196 0.57142857],0.6179016393442622,[0.49180328 0.744     ],0.22419310510158538,0.6085408926010132,0.5626768534238823,[0.70430108 0.42105263],0.5666509656146962,[0.67875648 0.45454545],0.5620002190820462,[0.73184358 0.39215686],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,12,1,"(256, 256)",0.5,0.001,123,focal,2,False,,Conv1d,,concatenation,64,24
0,0.27560021596796375,0.5910391211509705,0.5703860903235414,[0.47619048 0.6645817 ],0.6338967337041792,[0.72222222 0.54557125],0.6025956284153006,[0.35519126 0.85      ],0.24403434693813325,0.6441280841827393,0.627715951245363,[0.70588235 0.54954955],0.6268374741200828,[0.74534161 0.50833333],0.6342151385693942,[0.67039106 0.59803922],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,12,1,"(256, 256)",0.5,0.0001,1,focal,2,False,,Conv1d,,concatenation,64,25
0,0.2789456861860612,0.5824595093727112,0.552599906520215,[0.43701799 0.66818182],0.6400814783257003,[0.74235808 0.53780488],0.5958269581056466,[0.30965392 0.882     ],0.251726233959198,0.6227757930755615,0.6053789083200848,[0.68823529 0.52252252],0.6050207039337474,[0.72670807 0.48333333],0.6111293679482966,[0.65363128 0.56862745],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,12,1,"(256, 256)",0.5,0.0001,12,focal,2,False,,Conv1d,,concatenation,64,25
0,0.40478649910758524,0.6072450280189514,0.598245692315701,[0.53811659 0.65837479],0.6310157004930665,[0.69970845 0.56232295],0.6155792349726776,[0.43715847 0.794     ],0.22952763736248016,0.6583629846572876,0.6099479467900522,[0.74736842 0.47252747],0.6219838308457711,[0.70646766 0.5375    ],0.6074323584182276,[0.79329609 0.42156863],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,12,1,"(256, 256)",0.5,0.0001,123,focal,2,False,,Conv1d,,concatenation,64,25
0,0.2617090265540516,0.6081982851028442,0.607957443906431,[0.59824047 0.61767442],0.6114804623004952,[0.64556962 0.5773913 ],0.6106885245901639,[0.55737705 0.664     ],0.25388428568840027,0.6583629846572876,0.6076788830715533,[0.7486911  0.46666667],0.6214475179992421,[0.7044335  0.53846154],0.6053236937232993,[0.79888268 0.41176471],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,12,1,"(256, 256)",0.5,0.0005,1,focal,2,False,,Conv1d,,concatenation,64,26
0,0.3132860301172032,0.6101048588752747,0.6032383384950576,[0.55104281 0.65543387],0.6298000755949078,[0.69337017 0.56622999],0.6175974499089254,[0.4571949 0.778    ],0.22062712907791138,0.6334519386291504,0.5935942260977014,[0.72086721 0.46632124],0.5972527472527472,[0.7        0.49450549],0.5920966151823859,[0.74301676 0.44117647],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,12,1,"(256, 256)",0.5,0.0005,12,focal,2,False,,Conv1d,,concatenation,64,26
0,0.3353839306270375,0.6148713231086731,0.6046088968502762,[0.54090909 0.6683087 ],0.6429428001582105,[0.71903323 0.56685237],0.6237577413479053,[0.43351548 0.814     ],0.2276730626821518,0.6298932433128357,0.5981298129812981,[0.71111111 0.48514851],0.5985911602209945,[0.70718232 0.49      ],0.5977379778727133,[0.7150838  0.48039216],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,12,1,"(256, 256)",0.5,0.0005,123,focal,2,False,,Conv1d,,concatenation,64,26
0,0.3878099287257475,0.5786463618278503,0.5563828484389232,[0.45700246 0.65576324],0.6194382941855987,[0.70188679 0.5369898 ],0.5903989071038251,[0.33879781 0.842     ],0.21414211690425872,0.6619216799736023,0.6489578539022947,[0.71641791 0.5814978 ],0.6486153846153846,[0.76923077 0.528     ],0.6587249424909629,[0.67039106 0.64705882],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,12,1,"(256, 256)",0.1,0.001,1,focal,2,False,,Conv1d,,concatenation,64,27
0,0.31930604489410624,0.6129647493362427,0.611818599428338,[0.59072581 0.63291139],0.6194786521541544,[0.66139955 0.57755776],0.6168488160291439,[0.53369763 0.7       ],0.2247668743133545,0.6156583428382874,0.556004213483146,[0.71875    0.39325843],0.5668485237483953,[0.67317073 0.46052632],0.5570434877861759,[0.77094972 0.34313725],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,12,1,"(256, 256)",0.1,0.001,12,focal,2,False,,Conv1d,,concatenation,64,27
0,0.3324790824862087,0.6186844706535339,0.6168288477835248,[0.59016393 0.64349376],0.6274294600028615,[0.67447307 0.58038585],0.6232950819672132,[0.52459016 0.722     ],0.2307034909725189,0.6120996475219727,0.5558504082017373,[0.71391076 0.39779006],0.5644817646321594,[0.67326733 0.4556962 ],0.5563588563917187,[0.75977654 0.35294118],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,12,1,"(256, 256)",0.1,0.001,123,focal,2,False,,Conv1d,,concatenation,64,27
0,0.4169626113246469,0.6177312135696411,0.6172288815667948,[0.60336301 0.63109476],0.6222501235278066,[0.66017316 0.58432709],0.6207777777777779,[0.55555556 0.686     ],0.24800209403038026,0.6014235019683838,0.5742424242424242,[0.68181818 0.46666667],0.5736726611004068,[0.69364162 0.4537037 ],0.5753916091576295,[0.67039106 0.48039216],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,12,1,"(256, 256)",0.1,0.0001,1,focal,2,False,,Conv1d,,concatenation,64,28
0,0.4563431494376239,0.5738798975944519,0.573841158010399,[0.56977863 0.57790368],0.5757438574714322,[0.60408163 0.54740608],0.5755810564663024,[0.53916211 0.612     ],0.16434209644794465,0.7829181551933289,0.7627116297742156,[0.83195592 0.69346734],0.7659961900493053,[0.82065217 0.71134021],0.7600230036148539,[0.84357542 0.67647059],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,12,1,"(256, 256)",0.1,0.0001,12,focal,2,False,,Conv1d,,concatenation,64,28
0,0.457386760150685,0.5948522686958313,0.5947800637153984,[0.60018815 0.58937198],0.5953580130186552,[0.62062257 0.57009346],0.595528233151184,[0.58105647 0.61      ],0.49218044281005857,0.7046263217926025,0.6331996540064482,[0.79506173 0.47133758],0.6925583266291231,[0.71238938 0.67272727],0.6310932194106693,[0.89944134 0.3627451 ],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,12,1,"(256, 256)",0.1,0.0001,123,focal,2,False,,Conv1d,,concatenation,64,28
0,0.3292148963493459,0.6081982851028442,0.5968497089557472,[0.52920962 0.6644898 ],0.6371711366538952,[0.71296296 0.56137931],0.6173825136612021,[0.42076503 0.814     ],0.22735782861709594,0.6548042893409729,0.6172683488492916,[0.73712737 0.49740933],0.621631000578369,[0.71578947 0.52747253],0.6151823858034834,[0.75977654 0.47058824],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,12,1,"(256, 256)",0.1,0.0005,1,focal,2,False,,Conv1d,,concatenation,64,29
0,0.37342312055475574,0.6081982851028442,0.5628089644955113,[0.703677   0.42194093],0.6466196880408104,[0.5823389  0.71090047],0.5944444444444444,[0.88888889 0.3       ],0.271006241440773,0.6725978851318359,0.5665325285043595,[0.78095238 0.35211268],0.6527489626556017,[0.68049793 0.625     ],0.580649578267061,[0.91620112 0.24509804],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,12,1,"(256, 256)",0.1,0.0005,12,focal,2,False,,Conv1d,,concatenation,64,29
0,0.3461233289802776,0.6043851375579834,0.5980200872225356,[0.5474373  0.64860288],0.6222367202962396,[0.68206522 0.56240822],0.6115974499089254,[0.4571949 0.766    ],0.23089879751205444,0.6405693888664246,0.6105630034167159,[0.71866295 0.50246305],0.6108085808580859,[0.71666667 0.5049505 ],0.6103351955307262,[0.72067039 0.5       ],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,12,1,"(256, 256)",0.1,0.0005,123,focal,2,False,,Conv1d,,concatenation,64,29
0,0.36572190417962913,0.5938989520072937,0.575037087755335,[0.48550725 0.66456693],0.6342410277894148,[0.72043011 0.54805195],0.6050601092896175,[0.36612022 0.844     ],0.2329486846923828,0.6405693888664246,0.6137851262162346,[0.71549296 0.51207729],0.613176406926407,[0.72159091 0.5047619 ],0.6145525249205828,[0.70949721 0.51960784],35,3,5,11,15,4,umap,17,8,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,12,1,"(512, 512)",0.5,0.001,1,focal,2,False,,Conv1d,,concatenation,64,30
