,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,swnu_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.6693382859230042,0.6491480619796117,[0.73331329 0.56498283],0.647129063274882,[0.77085967 0.52339846],0.6564999627308852,[0.69925459 0.61374534],,0.7986251711845398,0.7888408697907792,[0.83429459 0.74338715],0.7863611969702116,[0.8499435  0.72277889],0.7922082963500632,[0.8192115  0.76520509],20,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6874184608459473,0.661971899248288,[0.75471698 0.56922682],0.6599911961400466,[0.77037922 0.54960317],0.664991287580709,[0.7396789  0.59030368],,0.7984903454780579,0.7865602733529818,[0.83702169 0.73609885],0.786387500890444,[0.83784374 0.73493127],0.7867357094641536,[0.83620126 0.73727016],20,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.001,12,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6959925293922424,0.6737784140423084,[0.75890613 0.58865069],0.6711232326314719,[0.78333842 0.55890805],0.6788443244636914,[0.73595183 0.62173681],,0.7878420352935791,0.7770399133385949,[0.82611578 0.72796405],0.775060213079504,[0.83815288 0.71196755],0.7795577073032318,[0.81441952 0.7446959 ],20,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,False,384,0,True,"(12,)","(256, 256)",0.1,0.001,123,True,focal,2,True,5,Conv1d,,concatenation,64
