,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,add_time_in_path,num_features,embedding_dim,log_signature,swnu_hidden_dim,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,0.341786306570558,0.6224976181983948,0.6202333065164923,[0.64955752 0.59090909],0.6213903231975522,[0.63166954 0.61111111],0.6202440801457194,[0.66848816 0.572     ],0.20934416949748993,0.6725978851318359,0.5885536032594857,[0.7745098 0.4025974],0.6430550890157878,[0.68995633 0.59615385],0.5933015664366305,[0.88268156 0.30392157],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(512, 512)",0.1,0.0001,1,True,focal,2,False,,Conv1d,,concatenation,64,10
0,0.3226568120367387,0.6301239132881165,0.6286983112200959,[0.65170557 0.60569106],0.6290901777225189,[0.64247788 0.61570248],0.6286010928961748,[0.66120219 0.596     ],0.2166616827249527,0.6654804348945618,0.5861950119062539,[0.76732673 0.40506329],0.6301587301587301,[0.68888889 0.57142857],0.5898236389527878,[0.86592179 0.31372549],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(512, 512)",0.1,0.0001,12,True,focal,2,False,,Conv1d,,concatenation,64,10
0,0.4997318965547225,0.6301239132881165,0.6057155035455497,[0.70381679 0.50761421],0.6501131552051393,[0.60578187 0.69444444],0.6198542805100182,[0.83970856 0.4       ],0.1997246503829956,0.7437722086906433,0.6943437273386512,[0.81725888 0.57142857],0.7380549682875264,[0.74883721 0.72727273],0.6850147880381203,[0.89944134 0.47058824],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(512, 512)",0.1,0.0001,123,True,focal,2,False,,Conv1d,,concatenation,64,10
0,0.41947705605450797,0.5958055257797241,0.5953550659766951,[0.60885609 0.58185404],0.5953761954980181,[0.61682243 0.57392996],0.5955464480874317,[0.6010929 0.59     ],0.22410655915737152,0.6583629846572876,0.5924583031182016,[0.75634518 0.42857143],0.6192389006342495,[0.69302326 0.54545455],0.5926717055537298,[0.83240223 0.35294118],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(512, 512)",0.1,0.0005,1,True,focal,2,False,,Conv1d,,concatenation,64,11
0,0.29183289408683777,0.599618673324585,0.5736267564742772,[0.67889908 0.46835443],0.6114556358184544,[0.58498024 0.63793103],0.5893715846994536,[0.80874317 0.37      ],0.20697636604309083,0.6832740306854248,0.6307272056109265,[0.77002584 0.49142857],0.6526936248682824,[0.71634615 0.5890411 ],0.6269854310439259,[0.83240223 0.42156863],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(512, 512)",0.1,0.0005,12,True,focal,2,False,,Conv1d,,concatenation,64,11
0,0.4104912403751822,0.6224976181983948,0.6168821107618754,[0.66326531 0.57049892],0.6226161590965782,[0.62200957 0.62322275],0.6181912568306012,[0.71038251 0.526     ],0.19879394471645356,0.7117437720298767,0.6420382165605095,[0.8        0.48407643],0.7038616251005632,[0.71681416 0.69090909],0.6387884762843685,[0.90502793 0.37254902],35,3,5,11,15,3,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(512, 512)",0.1,0.0005,123,True,focal,2,False,,Conv1d,,concatenation,64,11
0,0.3957934169208302,0.6101048588752747,0.605278095947817,[0.56162915 0.64892704],0.6253563596491227,[0.68229167 0.56842105],0.616615664845173,[0.47723133 0.756     ],0.20465753078460694,0.6583629846572876,0.6290429042904291,[0.73333333 0.52475248],0.6296408839779006,[0.72928177 0.53      ],0.6285190053675102,[0.73743017 0.51960784],35,3,5,11,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)",384,"(256, 256)",0.5,0.001,1,True,focal,2,False,,Conv1d,,concatenation,64,12
0,0.2771855171988992,0.6244041919708252,0.6186369675943013,[0.6655348  0.57173913],0.6247009614656673,[0.62321145 0.62619048],0.6200127504553734,[0.7140255 0.526    ],0.19506910145282746,0.6868327260017395,0.6599559955995599,[0.75555556 0.56435644],0.6606906077348066,[0.75138122 0.57      ],0.6593000328623069,[0.75977654 0.55882353],35,3,5,11,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)",384,"(256, 256)",0.5,0.001,12,True,focal,2,False,,Conv1d,,concatenation,64,12
0,0.33157625794410706,0.6167778968811035,0.6158699216615049,[0.59719439 0.63454545],0.6226818856718634,[0.6636971  0.58166667],0.6204025500910746,[0.5428051 0.698    ],0.2009705573320389,0.6512455344200134,0.5971149344569289,[0.74479167 0.4494382 ],0.6119383825417202,[0.69756098 0.52631579],0.5955197721546719,[0.79888268 0.39215686],35,3,5,11,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)",384,"(256, 256)",0.5,0.001,123,True,focal,2,False,,Conv1d,,concatenation,64,12
0,0.39779602254138274,0.5872259140014648,0.5869721975948532,[0.5972093  0.57673509],0.5871598484903562,[0.61026616 0.56405354],0.5873497267759562,[0.58469945 0.59      ],0.20189406871795654,0.7188612222671509,0.6423035400654196,[0.80778589 0.47682119],0.7251055594651654,[0.71551724 0.73469388],0.640157739073283,[0.9273743  0.35294118],35,3,5,11,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)",384,"(256, 256)",0.5,0.0001,1,True,focal,2,False,,Conv1d,,concatenation,64,13
0,0.29465318953289704,0.6291706562042236,0.6291221051081701,[0.62487946 0.63336475],0.6314324537564653,[0.66393443 0.59893048],0.6310819672131147,[0.59016393 0.672     ],0.22224660217761993,0.6476868391036987,0.5811463932426939,[0.7480916  0.41420118],0.6046519737759799,[0.68691589 0.52238806],0.5821831525906451,[0.82122905 0.34313725],35,3,5,11,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)",384,"(256, 256)",0.5,0.0001,12,True,focal,2,False,,Conv1d,,concatenation,64,13
0,0.3460134513237897,0.628217339515686,0.6281764641727561,[0.63207547 0.62427746],0.6289038913421456,[0.6555773  0.60223048],0.6291001821493625,[0.61020036 0.648     ],0.21514309346675872,0.6690391302108765,0.5638466545387786,[0.77804296 0.34965035],0.6444613821138212,[0.67916667 0.6097561 ],0.5778562821776755,[0.91061453 0.24509804],35,3,5,11,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)",384,"(256, 256)",0.5,0.0001,123,True,focal,2,False,,Conv1d,,concatenation,64,13
0,0.34152426965096416,0.6081982851028442,0.6075077494503693,[0.59104478 0.62397072],0.6131789739948522,[0.65131579 0.57504216],0.6114918032786886,[0.54098361 0.682     ],0.2233854502439499,0.6619216799736023,0.6367285840647752,[0.73239437 0.5410628 ],0.6359848484848485,[0.73863636 0.53333333],0.6376382955416804,[0.72625698 0.54901961],35,3,5,11,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)",384,"(256, 256)",0.5,0.0005,1,True,focal,2,False,,Conv1d,,concatenation,64,14
0,0.26088956962613497,0.6291706562042236,0.6260386643877984,[0.66026201 0.59181532],0.6283723721054268,[0.63422819 0.62251656],0.6262622950819672,[0.68852459 0.564     ],0.200444757938385,0.6939501762390137,0.6485456660849331,[0.77486911 0.52222222],0.6658140709864848,[0.72906404 0.6025641 ],0.6437999780917953,[0.82681564 0.46078431],35,3,5,11,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)",384,"(256, 256)",0.5,0.0005,12,True,focal,2,False,,Conv1d,,concatenation,64,14
