,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,transformer_encoder_layers,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.6657968163490295,0.6401605290858154,[0.73620715 0.54411391],0.6382738445908047,[0.75611967 0.52042802],0.6436875589585176,[0.71731651 0.5700586 ],,0.8692545890808105,0.8627000231999438,[0.89269912 0.83270093],0.8598699968895518,[0.90694538 0.81279461],0.8662501382540158,[0.87889349 0.85360679],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,1,10,1,"(256, 256)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64
0,,0.7034482955932617,0.6756740788025073,[0.77058399 0.58076416],0.6748618208758095,[0.77516681 0.57455683],0.6765810658233664,[0.76605505 0.58710709],,0.883677065372467,0.8777315181409591,[0.90469354 0.8507695 ],0.8750250168295035,[0.91756272 0.83248731],0.8810265272100848,[0.89218035 0.8698727 ],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,1,10,1,"(256, 256)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6866728663444519,0.6558323620117532,[0.75885813 0.5528066 ],0.6557375386078975,[0.75940281 0.55207226],0.6559285538850304,[0.75831422 0.55354289],,0.8716807961463928,0.8650968269842714,[0.89489954 0.83529412],0.8625355133672223,[0.90732035 0.81775068],0.868210495474665,[0.8828142  0.85360679],35,3,5,11,15,3,gaussian_random_projection,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,1,10,1,"(256, 256)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64
