,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,batch_size
0,0.2532431360553293,0.5176358222961426,0.5168239646370859,[0.53663004 0.49701789],0.516832994853653,[0.53959484 0.49407115],0.5168488160291439,[0.53369763 0.5       ],0.23740723133087158,0.6156583428382874,0.6003476611883691,[0.67857143 0.52212389],0.600960550647216,[0.72611465 0.47580645],0.607651440464454,[0.63687151 0.57843137],"(128, 128)",0.1,0.001,1,focal,2,False,,64
0,0.2653129442649729,0.5081029534339905,0.49435015581911534,[0.57774141 0.4109589 ],0.5016202459612406,[0.52451709 0.4787234 ],0.5014936247723133,[0.64298725 0.36      ],0.23079524636268617,0.6370106935501099,0.6058580858085808,[0.71666667 0.4950495 ],0.6063535911602209,[0.71270718 0.5       ],0.6054332347464125,[0.72067039 0.49019608],"(128, 128)",0.1,0.001,12,focal,2,False,,64
0,0.264337700956008,0.5309818983078003,0.514549189579665,[0.60386473 0.42523364],0.5261807480908605,[0.54112554 0.51123596],0.5235300546448087,[0.68306011 0.364     ],0.24381106495857238,0.6227757930755615,0.58071509009009,[0.71351351 0.44791667],0.5844386271087841,[0.69109948 0.47777778],0.5794993975243729,[0.73743017 0.42156863],"(128, 128)",0.1,0.001,123,focal,2,False,,64
