,loss,accuracy,f1,f1_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,hidden_dim,dropout_rate,learning_rate,seed,gamma,k_fold,model_id,k,input_dim
0,focal,0.6089219450950623,0.2771068136476025,[0.761145   0.         0.07017544],0.7869458443978253,0.6291821599006653,0.2927338864838865,[0.77430556 0.         0.1038961 ],[100],0.5,1e-05,1234,2,False,0.4,5,766
0,focal,0.6907063126564026,0.6093058498427361,[0.79053254 0.53042122 0.50696379],0.5252190232276917,0.7137546539306641,0.6224525628037905,[0.80872727 0.57303371 0.48559671],[100],0.2,0.005,0,2,False,0.5,5,766
0,focal,0.7144981622695923,0.642354929000439,[0.79976512 0.57784912 0.54945055],0.7762847332393422,0.7211896181106567,0.6346868254952674,[0.81034483 0.57988166 0.51383399],[100],0.2,0.005,1,2,False,0.5,5,766
0,focal,0.6832713484764099,0.6145071719415731,[0.77980535 0.53073463 0.53298153],0.522311319323147,0.7053903341293335,0.618002705746049,[0.79940785 0.58029197 0.4743083 ],[100],0.2,0.005,12,2,False,0.5,5,766
0,focal,0.6981412768363953,0.6113700479580363,[0.79834418 0.55417957 0.4815864 ],0.6695745534756604,0.7230483293533325,0.6207906998568663,[0.817466   0.59302326 0.45188285],[100],0.2,0.005,123,2,False,0.5,5,766
0,focal,0.6840148568153381,0.6214072419577071,[0.77729258 0.55792683 0.52900232],0.4941311969476588,0.7100371718406677,0.640305205206909,[0.79663609 0.60727273 0.5170068 ],[100],0.2,0.005,1234,2,False,0.5,5,766
0,focal,0.7003717422485352,0.62955796121744,[0.79448772 0.54394693 0.55023923],0.49777739889481487,0.7091078162193298,0.6242534038923324,[0.80353201 0.578125   0.4911032 ],[100],0.2,0.001,0,2,False,0.6,5,766
0,focal,0.7100371718406677,0.6287335500293402,[0.80069124 0.55254237 0.53296703],0.6449867469422957,0.7239776849746704,0.6282848918191104,[0.81460674 0.57024793 0.5       ],[100],0.2,0.001,1,2,False,0.6,5,766
0,focal,0.7078067064285278,0.6277293788048977,[0.79766082 0.56920684 0.51632047],0.7480989940026227,0.7202602028846741,0.6236972099137185,[0.81245474 0.59962049 0.45901639],[100],0.2,0.001,12,2,False,0.6,5,766
0,focal,0.6988847851753235,0.6235709128539635,[0.79476502 0.5442404  0.53170732],0.512762469403884,0.7156133651733398,0.6213511043603471,[0.80890805 0.58969072 0.46545455],[100],0.2,0.001,123,2,False,0.6,5,766
0,focal,0.6884758472442627,0.6199536872725875,[0.7815534  0.5488959  0.52941176],0.541901542859919,0.7109665274620056,0.6287015227334289,[0.80176211 0.58252427 0.50181818],[100],0.2,0.001,1234,2,False,0.6,5,766
0,focal,0.708550214767456,0.6334528012392368,[0.79856973 0.5830721  0.51871658],0.5453379136674544,0.7118958830833435,0.6139545471046254,[0.80605624 0.58126195 0.45454545],[100],0.2,0.0005,0,2,False,0.7,5,766
0,focal,0.6951673030853271,0.6259457078664198,[0.78593087 0.56748466 0.52442159],0.5346337364000433,0.7091078162193298,0.6241450868805211,[0.79882955 0.58333333 0.49027237],[100],0.2,0.0005,1,2,False,0.7,5,766
0,focal,0.6996282339096069,0.6260419761796752,[0.79665072 0.53820598 0.54326923],0.5042653592193828,0.7109665274620056,0.6208181764629669,[0.80758017 0.57312253 0.48175182],[100],0.2,0.0005,12,2,False,0.7,5,766
0,focal,0.7011152505874634,0.6309347219506464,[0.79249849 0.57012195 0.53018373],0.5168801844120026,0.7156133651733398,0.6298727190108171,[0.80885609 0.58845438 0.49230769],[100],0.2,0.0005,123,2,False,0.7,5,766
0,focal,0.7011152505874634,0.6234254497819028,[0.79529412 0.54761905 0.52736318],0.5087648104218876,0.7118958830833435,0.6188554268422629,[0.81069364 0.56211813 0.48375451],[100],0.2,0.0005,1234,2,False,0.7,5,766
0,focal,0.6788104176521301,0.6066754546823403,[0.77580941 0.54148472 0.50273224],0.5149575103731716,0.6942379474639893,0.6061803720396268,[0.79374535 0.55516014 0.46963563],[100],0.2,0.0001,0,2,False,0.8,5,766
0,focal,0.6914498209953308,0.6202854983349506,[0.78532772 0.54460094 0.53092784],0.503192391465692,0.7044609785079956,0.6170766603851096,[0.80235988 0.56238361 0.48648649],[100],0.2,0.0001,1,2,False,0.8,5,766
0,focal,0.6899628043174744,0.6101485288581426,[0.78866588 0.52631579 0.51546392],0.5054982620127061,0.7053903341293335,0.6128867392016928,[0.80466472 0.56031128 0.47368421],[100],0.2,0.0001,12,2,False,0.8,5,766
0,focal,0.692193329334259,0.6180734124796552,[0.78773301 0.5511811  0.51530612],0.5259962958448073,0.7118958830833435,0.6223487969516328,[0.80816922 0.57032755 0.48854962],[100],0.2,0.0001,123,2,False,0.8,5,766
0,focal,0.6936802864074707,0.6218814388575142,[0.78653037 0.55417957 0.52493438],0.5033087888184715,0.7016728520393372,0.6106871903084886,[0.80235988 0.55865922 0.47104247],[100],0.2,0.0001,1234,2,False,0.8,5,766
0,focal,0.44832712411880493,0.30448440448440456,[0.63506494 0.         0.27838828],0.7903437789748696,0.4349442422389984,0.28353025314833885,[0.6319937  0.         0.21859706],[100],0.2,1e-05,0,2,False,0.9,5,766
0,focal,0.6141263842582703,0.3194374063939282,[0.76068376 0.         0.19762846],0.7871771454811096,0.6282528042793274,0.30901072409577746,[0.77498539 0.         0.15204678],[100],0.2,1e-05,1,2,False,0.9,5,766
0,focal,0.5933085680007935,0.335711129167914,[0.74925373 0.         0.25787966],0.7832212518243229,0.606877326965332,0.3362393249493898,[0.76365869 0.         0.24505929],[100],0.2,1e-05,12,2,False,0.9,5,766
0,focal,0.6959107518196106,0.5954116059379218,[0.80277617 0.52631579 0.45714286],0.5836590984288383,0.7137546539306641,0.5897218346320592,[0.82120141 0.54990584 0.39805825],[100],0.2,1e-05,123,2,False,0.9,5,766
0,focal,0.5531598329544067,0.3226900504460777,[0.72459189 0.         0.24347826],0.7885158693089205,0.5501858592033386,0.31520424410633435,[0.73453094 0.         0.21108179],[100],0.2,1e-05,1234,2,False,0.9,5,766
0,focal,0.6788104176521301,0.6150787305950193,[0.77144646 0.56547619 0.50831354],0.5960613699520335,0.702602207660675,0.6275607126880368,[0.7911921  0.60183486 0.48965517],[100],0.1,0.005,0,2,False,0.1,5,766
0,focal,0.68104088306427,0.611324730791074,[0.77622802 0.53393665 0.52380952],0.7551943887682522,0.696096658706665,0.6131112513095204,[0.78492239 0.58846154 0.46594982],[100],0.1,0.005,1,2,False,0.1,5,766
0,focal,0.6988847851753235,0.6055479232307562,[0.79887006 0.49822064 0.51955307],0.8464962226503036,0.7304832935333252,0.628224067344621,[0.82467082 0.5619469  0.49805447],[100],0.1,0.005,12,2,False,0.1,5,766
0,focal,0.7063196897506714,0.6181527910458996,[0.80742459 0.53540587 0.51162791],0.5482684636817259,0.7202602028846741,0.6215682140734732,[0.8155477  0.56666667 0.48249027],[100],0.1,0.005,123,2,False,0.1,5,766
0,focal,0.6944237947463989,0.6239578724956628,[0.78354204 0.55700326 0.53132832],0.8888685457846698,0.7109665274620056,0.6142725023988772,[0.8077198  0.56494845 0.47014925],[100],0.1,0.005,1234,2,False,0.1,5,766
0,focal,0.697397768497467,0.6255174709201019,[0.78839178 0.57185629 0.51630435],0.5468839775113499,0.7072490453720093,0.6107344921709844,[0.80145985 0.58348624 0.44725738],[100],0.1,0.001,0,2,False,0.11,5,766
0,focal,0.7018587589263916,0.6284778413898003,[0.79525223 0.54606365 0.54411765],0.5108635039890513,0.7184014916419983,0.6313190695622382,[0.81061693 0.56673511 0.51660517],[100],0.1,0.001,1,2,False,0.11,5,766
0,focal,0.6892193555831909,0.6115403315505885,[0.78245406 0.55216693 0.5       ],0.6684372407548568,0.714684009552002,0.6220400656401388,[0.80663781 0.58661417 0.47286822],[100],0.1,0.001,12,2,False,0.11,5,766
0,focal,0.7003717422485352,0.631484087595603,[0.79295689 0.56363636 0.53785901],0.49157937484629016,0.7109665274620056,0.6262953874291083,[0.80505952 0.58545455 0.48837209],[100],0.1,0.001,123,2,False,0.11,5,766
0,focal,0.6862453818321228,0.622768397522055,[0.77736318 0.56294201 0.528     ],0.5033907452050377,0.7016728520393372,0.6178498378560189,[0.7918552  0.59894921 0.4627451 ],[100],0.1,0.001,1234,2,False,0.11,5,766
0,focal,0.6832713484764099,0.6114524748075968,[0.77750611 0.55685131 0.5       ],0.5608467880417319,0.7100371718406677,0.622700083045245,[0.79880329 0.60839161 0.46090535],[100],0.1,0.0005,0,2,False,0.12,5,766
0,focal,0.6847583651542664,0.6220353243908093,[0.77300613 0.55639098 0.53670886],0.5589780264041003,0.7118958830833435,0.6292448547889996,[0.80507842 0.58844765 0.49420849],[100],0.1,0.0005,1,2,False,0.12,5,766
0,focal,0.692193329334259,0.6253315023907743,[0.78107944 0.56193353 0.53298153],0.5661230367772719,0.6970260143280029,0.6136358521742421,[0.78990349 0.57038391 0.48062016],[100],0.1,0.0005,12,2,False,0.12,5,766
0,focal,0.6936802864074707,0.6188330055312871,[0.7901383  0.5568369  0.50952381],0.5077333765871385,0.7118958830833435,0.6240323029796714,[0.80701754 0.57936508 0.48571429],[100],0.1,0.0005,123,2,False,0.12,5,766
0,focal,0.6944237947463989,0.6255225796562757,[0.78536585 0.57014925 0.52105263],0.5337618431624245,0.7081784605979919,0.6192454503648016,[0.79970545 0.58695652 0.47107438],[100],0.1,0.0005,1234,2,False,0.12,5,766
