,loss,accuracy,f1,f1_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,hidden_dim,dropout_rate,learning_rate,seed,gamma,k_fold,model_id,k,input_dim
0,focal,0.6416357159614563,0.4015286762954451,[0.79712548 0.40746055 0.        ],0.662366468991552,0.6368243098258972,0.38997513403335665,[0.78857143 0.3723042  0.00904977],"[100, 100]",0.5,1e-05,12,2,True,2.19,20,766
1,focal,0.6654275059700012,0.4983393937250929,[0.79912901 0.41017488 0.28571429],0.6611156165599823,0.6537162065505981,0.4821088271922713,[0.7904879  0.37947494 0.27636364],"[100, 100]",0.5,1e-05,12,2,True,2.19,20,766
2,focal,0.6565055847167969,0.48843888070692193,[0.79761905 0.36769759 0.3       ],0.6510846423251289,0.6390765905380249,0.45312004814837925,[0.79286583 0.30095759 0.26553672],"[100, 100]",0.5,1e-05,12,2,True,2.19,20,766
3,focal,0.6349442601203918,0.462427616295968,[0.78767877 0.34505863 0.25454545],0.6535741857119969,0.6554054021835327,0.4982777223111077,[0.79102617 0.39702233 0.30678466],"[100, 100]",0.5,1e-05,12,2,True,2.19,20,766
4,focal,0.626765787601471,0.44085027689810574,[0.78102592 0.34769231 0.1938326 ],0.6662887760571071,0.6587837934494019,0.4817592668017557,[0.79488238 0.40753828 0.24285714],"[100, 100]",0.5,1e-05,12,2,True,2.19,20,766
0,focal,0.6520445942878723,0.42474911390437936,[0.79953917 0.47470817 0.        ],0.6626733669212886,0.650337815284729,0.41615769129581287,[0.79133022 0.45714286 0.        ],"[100, 100]",0.5,1e-05,123,2,True,2.19,20,766
1,focal,0.6550185680389404,0.4214516045144849,[0.79751131 0.4668435  0.        ],0.6610614550965173,0.6542792916297913,0.41949840715261794,[0.79282358 0.46567164 0.        ],"[100, 100]",0.5,1e-05,123,2,True,2.19,20,766
2,focal,0.6579925417900085,0.4167327308281803,[0.79467259 0.45552561 0.        ],0.6488000303506851,0.6537162065505981,0.4133107071677385,[0.79431438 0.44561774 0.        ],"[100, 100]",0.5,1e-05,123,2,True,2.19,20,766
3,focal,0.6386616826057434,0.40761315375818774,[0.78466742 0.43817204 0.        ],0.6509000893150058,0.6565315127372742,0.4236578236578237,[0.79145299 0.47952048 0.        ],"[100, 100]",0.5,1e-05,123,2,True,2.19,20,766
4,focal,0.6453531384468079,0.41615800444830103,[0.7879477  0.46052632 0.        ],0.6670903201614108,0.6520270109176636,0.4195964192551223,[0.79010239 0.46868687 0.        ],"[100, 100]",0.5,1e-05,123,2,True,2.19,20,766
0,focal,0.6728624701499939,0.5130058776113264,[0.8008342  0.25747126 0.48071217],0.6609463947159904,0.6593468189239502,0.4714089299169257,[0.7968932  0.23591549 0.38141809],"[100, 100]",0.5,1e-05,1234,2,True,2.19,20,766
1,focal,0.6453531384468079,0.43479599138770036,[0.79326187 0.08947368 0.42165242],0.6593516341277531,0.6441441178321838,0.43427413065213116,[0.79001919 0.11560694 0.39719626],"[100, 100]",0.5,1e-05,1234,2,True,2.19,20,766
2,focal,0.6505576372146606,0.45459897116647313,[0.79566563 0.21204819 0.35608309],0.6475834527185985,0.6441441178321838,0.44537042886204015,[0.79031628 0.16730038 0.37849462],"[100, 100]",0.5,1e-05,1234,2,True,2.19,20,766
3,focal,0.6498141288757324,0.45898448139674236,[0.796875   0.21800948 0.36206897],0.6527263287987027,0.6486486196517944,0.4657736879801973,[0.79412931 0.23630137 0.36689038],"[100, 100]",0.5,1e-05,1234,2,True,2.19,20,766
4,focal,0.6275092959403992,0.43652375483321704,[0.78033473 0.15242494 0.37681159],0.6656212253229958,0.6520270109176636,0.4660358581717607,[0.79591837 0.18761062 0.41457859],"[100, 100]",0.5,1e-05,1234,2,True,2.19,20,766
0,focal,0.6936802864074707,0.6097289214078736,[0.79232112 0.52416357 0.51270208],0.5356071751032557,0.6813063025474548,0.5924663623314622,[0.78279947 0.51532033 0.47927928],"[100, 100]",0.2,0.005,0,2,True,2.2,20,766
1,focal,0.6684014797210693,0.5810480807947951,[0.78001219 0.53666147 0.42647059],0.5270244032144547,0.6796171069145203,0.6072696969871878,[0.77401392 0.56235828 0.48543689],"[100, 100]",0.2,0.005,0,2,True,2.2,20,766
2,focal,0.6855018734931946,0.5687958939416681,[0.7935448  0.51396648 0.3988764 ],0.5456188299826213,0.693130612373352,0.5904829564645797,[0.79726846 0.50681199 0.46736842],"[100, 100]",0.2,0.005,0,2,True,2.2,20,766
3,focal,0.6855018734931946,0.5790404945614017,[0.79327731 0.48192771 0.46191646],0.5848101899027824,0.6981981992721558,0.5886555801081405,[0.80217028 0.48721805 0.47657841],"[100, 100]",0.2,0.005,0,2,True,2.2,20,766
4,focal,0.6550185680389404,0.5870518159948487,[0.75577764 0.51994092 0.48543689],0.5277116202882358,0.6858108043670654,0.6175103275946793,[0.78097033 0.57337884 0.49818182],"[100, 100]",0.2,0.005,0,2,True,2.2,20,766
0,focal,0.675836443901062,0.6016692624565593,[0.77873918 0.54142012 0.48484848],0.5444595739245415,0.6638513803482056,0.582581886342529,[0.76340111 0.55266138 0.43168317],"[100, 100]",0.2,0.005,1,2,True,2.2,20,766
1,focal,0.702602207660675,0.5834364073811867,[0.81190343 0.52173913 0.41666667],0.5257528073021344,0.7077702879905701,0.6047579684978918,[0.80770878 0.53781513 0.46875   ],"[100, 100]",0.2,0.005,1,2,True,2.2,20,766
2,focal,0.7070631980895996,0.5755252131397647,[0.81253377 0.52059925 0.39344262],0.5420663846390588,0.710022509098053,0.5940523039122659,[0.81054366 0.51267606 0.4589372 ],"[100, 100]",0.2,0.005,1,2,True,2.2,20,766
3,focal,0.6535316109657288,0.593753416709684,[0.74856779 0.54012346 0.492569  ],0.5747757788215365,0.6537162065505981,0.58110808779196,[0.75487863 0.5530474  0.43539823],"[100, 100]",0.2,0.005,1,2,True,2.2,20,766
4,focal,0.6788104176521301,0.5883311731668041,[0.7826087  0.5        0.48238482],0.5367362477949688,0.6824324131011963,0.5845028322822406,[0.78798433 0.50825921 0.45726496],"[100, 100]",0.2,0.005,1,2,True,2.2,20,766
0,focal,0.6892193555831909,0.618380230880231,[0.78787879 0.52142857 0.54583333],0.5438579278332847,0.6615990996360779,0.5761627933149347,[0.77062557 0.51891892 0.43894389],"[100, 100]",0.2,0.005,12,2,True,2.2,20,766
1,focal,0.6966542601585388,0.5956741208886654,[0.80695652 0.53020134 0.4498645 ],0.5295070090464183,0.6998873949050903,0.6143576293147897,[0.79472527 0.54834761 0.5       ],"[100, 100]",0.2,0.005,12,2,True,2.2,20,766
2,focal,0.6907063126564026,0.5831475313423508,[0.79527559 0.52158273 0.43258427],0.5507343390158245,0.6829954981803894,0.5764607240726886,[0.79012346 0.49162011 0.4476386 ],"[100, 100]",0.2,0.005,12,2,True,2.2,20,766
3,focal,0.6654275059700012,0.5769230438959464,[0.77492537 0.51409619 0.44174757],0.5697756728955677,0.6745495200157166,0.5784610092139221,[0.78526505 0.52821128 0.42190669],"[100, 100]",0.2,0.005,12,2,True,2.2,20,766
4,focal,0.6587360501289368,0.5900376050806088,[0.75797373 0.53430657 0.47783251],0.5310691169330052,0.6661036014556885,0.5953971130412762,[0.76726585 0.54042082 0.47850467],"[100, 100]",0.2,0.005,12,2,True,2.2,20,766
0,focal,0.6669145226478577,0.5954879491378843,[0.77094972 0.52503794 0.49047619],0.5635910129972866,0.6666666865348816,0.5855814520217463,[0.76923077 0.53917051 0.44834308],"[100, 100]",0.2,0.005,123,2,True,2.2,20,766
1,focal,0.6862453818321228,0.5879951570913922,[0.79223744 0.4973545  0.47439353],0.5211390288812774,0.6908783912658691,0.6039618296109739,[0.78672986 0.50322581 0.52192982],"[100, 100]",0.2,0.005,123,2,True,2.2,20,766
2,focal,0.6676579713821411,0.5696580498630742,[0.77137659 0.55988858 0.37770898],0.5695124045014381,0.6751126050949097,0.5866811998111675,[0.77594123 0.56236324 0.42173913],"[100, 100]",0.2,0.005,123,2,True,2.2,20,766
3,focal,0.6765799522399902,0.5858451272713657,[0.78984652 0.499002   0.46868687],0.576614818402699,0.6683558821678162,0.5686550003702648,[0.78761062 0.46802326 0.45033113],"[100, 100]",0.2,0.005,123,2,True,2.2,20,766
4,focal,0.6460966467857361,0.5935236809752188,[0.73581213 0.55       0.49475891],0.5606791909251895,0.6525900959968567,0.5982059129898677,[0.74497992 0.58142077 0.46821705],"[100, 100]",0.2,0.005,123,2,True,2.2,20,766
0,focal,0.6966542601585388,0.6070109103387284,[0.80115274 0.47908745 0.54079254],0.5410425237246922,0.6756756901741028,0.5722286503262376,[0.78827081 0.45966514 0.46875   ],"[100, 100]",0.2,0.005,1234,2,True,2.2,20,766
1,focal,0.6892193555831909,0.5847352121251266,[0.80504587 0.48393195 0.46522782],0.524320978139128,0.6886261105537415,0.5922884382891352,[0.79531657 0.49365303 0.48789572],"[100, 100]",0.2,0.005,1234,2,True,2.2,20,766
2,focal,0.6550185680389404,0.5717750481824548,[0.75590551 0.54545455 0.41396509],0.5493811773402351,0.6694819927215576,0.5898046300878627,[0.7728721  0.51741294 0.47912886],"[100, 100]",0.2,0.005,1234,2,True,2.2,20,766
3,focal,0.6617100238800049,0.5845910474732535,[0.7657767  0.53571429 0.45228216],0.5633561270577567,0.6706081032752991,0.5817390077499416,[0.77903299 0.54330709 0.42287695],"[100, 100]",0.2,0.005,1234,2,True,2.2,20,766
4,focal,0.6773234009742737,0.6024647926373675,[0.77865373 0.525      0.50374065],0.5425971459065165,0.684684693813324,0.6069860025329643,[0.78509768 0.53204353 0.50381679],"[100, 100]",0.2,0.005,1234,2,True,2.2,20,766
0,focal,0.6996282339096069,0.6102929939772205,[0.80231214 0.51612903 0.51243781],0.5363606948937688,0.6886261105537415,0.5863561707979498,[0.79276174 0.52688172 0.43942505],"[100, 100]",0.2,0.001,0,2,True,2.21,20,766
1,focal,0.6899628043174744,0.5967976126491091,[0.7954681  0.55306428 0.44186047],0.5140484922698566,0.6965090036392212,0.6169603563204155,[0.79097065 0.55991041 0.5       ],"[100, 100]",0.2,0.001,0,2,True,2.21,20,766
2,focal,0.6788104176521301,0.5840834019950778,[0.78174371 0.55405405 0.41645244],0.5373017277036395,0.6886261105537415,0.6003501425828048,[0.78999106 0.55457967 0.45647969],"[100, 100]",0.2,0.001,0,2,True,2.21,20,766
3,focal,0.6936802864074707,0.5919668073379696,[0.79976919 0.53682488 0.43930636],0.5625423384564263,0.6981981992721558,0.6031057154940418,[0.79565217 0.54791155 0.46575342],"[100, 100]",0.2,0.001,0,2,True,2.21,20,766
4,focal,0.643122673034668,0.5766554398138993,[0.74984247 0.4864     0.49372385],0.5425458529165813,0.6604729890823364,0.5928056744709739,[0.76498573 0.52736318 0.48606811],"[100, 100]",0.2,0.001,0,2,True,2.21,20,766
0,focal,0.6877323389053345,0.6213150158383424,[0.78325123 0.55128205 0.52941176],0.5405730679631233,0.6683558821678162,0.5904183135704876,[0.76636364 0.5375     0.4673913 ],"[100, 100]",0.2,0.001,1,2,True,2.21,20,766
1,focal,0.6736059188842773,0.5862997546069775,[0.78514912 0.53272451 0.44102564],0.5182254974331174,0.684684693813324,0.6141973474854051,[0.77751974 0.5650723  0.5       ],"[100, 100]",0.2,0.001,1,2,True,2.21,20,766
