,loss,accuracy,f1,f1_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,hidden_dim,dropout_rate,learning_rate,seed,gamma,k_fold,k,input_dim
0,focal,0.7078067064285278,0.6317392260399107,[0.79832936 0.58475894 0.51212938],0.7183796623173881,0.7369888424873352,0.6484322853670967,[0.82447196 0.6247619  0.49606299],[100],0.5,0.001,0,2,False,50,766
0,focal,0.708550214767456,0.6356208494115788,[0.80048077 0.57952756 0.52685422],0.5499262248768526,0.732342004776001,0.639982017751657,[0.82539683 0.5984252  0.49612403],[100],0.5,0.001,1,2,False,50,766
0,focal,0.7092936635017395,0.6332580716699351,[0.79882698 0.56542811 0.53551913],0.6151284312500673,0.732342004776001,0.644632106542861,[0.82021661 0.60784314 0.50583658],[100],0.5,0.001,12,2,False,50,766
0,focal,0.7100371718406677,0.6328132993983667,[0.80467836 0.53820598 0.55555556],0.5410368249696844,0.7369888424873352,0.6416922824301582,[0.8297568  0.6012024  0.49411765],[100],0.5,0.001,123,2,False,50,766
0,focal,0.6996282339096069,0.6310558641845058,[0.79217604 0.57142857 0.52956298],0.5563300970722648,0.7193308472633362,0.6401999107027887,[0.8095952  0.60740741 0.50359712],[100],0.5,0.001,1234,2,False,50,766
