,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,transformer_encoder_layers,num_heads,num_layers,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.698602020740509,0.6478922802318328,[0.78151601 0.51426855],0.6643032795252668,[0.73907488 0.58953168],0.6425876618457133,[0.82912844 0.45604688],,0.7064294219017029,0.6725305991886477,[0.77789109 0.56717011],0.689405517380584,[0.73135187 0.64745917],0.6676763574387747,[0.83075583 0.50459689],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6894688010215759,0.646889657803257,[0.76950747 0.52427184],0.6542529823118058,[0.74358289 0.56492308],0.6431916811669998,[0.79730505 0.48907832],,0.7111470699310303,0.6888021446790046,[0.77219092 0.60541337],0.6928658856443435,[0.75415282 0.63157895],0.686221304396986,[0.79111305 0.58132956],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6950605511665344,0.6481479818600067,[0.7766248  0.51967117],0.6601034841858242,[0.74139729 0.57880968],0.6434320211346429,[0.81536697 0.47149707],,0.7111470699310303,0.6781966083457804,[0.78117022 0.57522299],0.6948910822786489,[0.73529412 0.65448805],0.6731176349890644,[0.83315182 0.51308345],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6876048445701599,0.6544868212421743,[0.76145744 0.5475162 ],0.6555425448868072,[0.75607688 0.55500821],0.6535694494679681,[0.76691514 0.54022376],,0.7447095513343811,0.7262405999100066,[0.79734646 0.65513474],0.7294482574056707,[0.78359621 0.6753003 ],0.7238632516050559,[0.81158789 0.63613861],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0003,1,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6728797554969788,0.6475597709050078,[0.74202558 0.55309396],0.6455718647684214,[0.76138763 0.5297561 ],0.6511033490881897,[0.72362385 0.57858284],,0.7618277668952942,0.7480316941700376,[0.80699072 0.68907267],0.7475960497980847,[0.80937774 0.68581436],0.7484899118470829,[0.80461773 0.69236209],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0003,12,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6935694217681885,0.6623650273183881,[0.76500858 0.55972148],0.6627817085833196,[0.76282782 0.5627356 ],0.6619706563763179,[0.76720183 0.55673948],,0.7463269829750061,0.7259069209093449,[0.80072003 0.65109381],0.7317196504753389,[0.77910571 0.68433359],0.7222506860326012,[0.82356785 0.62093352],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0003,123,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6726933717727661,0.6497543915376016,[0.73938854 0.56012024],0.6475333697035824,[0.76646154 0.5286052 ],0.6548970853108367,[0.71416284 0.59563133],,0.7484835982322693,0.7333943608114388,[0.79682056 0.66996816],0.7334261543574803,[0.79664707 0.67020524],0.7333626888842539,[0.79699412 0.66973126],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6717613935470581,0.6542315003304243,[0.73208581 0.5763772 ],0.6526706758793255,[0.77990276 0.5254386 ],0.6640230543078209,[0.68979358 0.63825253],,0.7688367962837219,0.7611372049629588,[0.8040224  0.71825201],0.7582154890598816,[0.84567308 0.6707579 ],0.7696331485530543,[0.76628186 0.77298444],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6922646760940552,0.6736904732301645,[0.75154251 0.59583843],0.6710591513912034,[0.79094077 0.55117754],0.6821290470592836,[0.71588303 0.64837507],,0.7476748824119568,0.7357663493663811,[0.79186124 0.67967146],0.7336274068018489,[0.80876675 0.65848806],0.7389555452106806,[0.77564801 0.70226308],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(32, 32)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.682758629322052,0.6624813336290383,[0.74520958 0.57975309],0.660014408432494,[0.7797619  0.54026691],0.6695278094802852,[0.71358945 0.62546617],,0.7071033716201782,0.6938432563185294,[0.75755885 0.63012766],0.6920076246760496,[0.77653248 0.60748277],0.6970082370125179,[0.73949031 0.65452617],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(128, 128)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6879776120185852,0.6618613965345972,[0.75583431 0.56788849],0.6600627633849825,[0.76929929 0.55082624],0.6644370622406437,[0.74283257 0.58604156],,0.7064294219017029,0.6889859729603466,[0.76264167 0.61533027],0.6889097876001721,[0.76314068 0.6146789 ],0.6890631753843461,[0.76214332 0.61598303],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(128, 128)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6956197619438171,0.6670328614948571,[0.76459565 0.56947008],0.6662964243062193,[0.76891853 0.56367432],0.6678536777895627,[0.7603211  0.57538625],,0.7155950665473938,0.6952025935084406,[0.77404155 0.61636364],0.6978396141149342,[0.76132294 0.63435629],0.693277920302221,[0.78719233 0.59936351],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(128, 128)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,3
0,,0.6833177804946899,0.6601775140759547,[0.7488544  0.57150063],0.6577937985284643,[0.77296308 0.54262452],0.6649134653922666,[0.72620413 0.6036228 ],,0.721930205821991,0.7059796878248031,[0.77446157 0.6374978 ],0.7055187326910475,[0.77743635 0.63360112],0.7064760953800207,[0.77150948 0.64144272],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,2,10,1,"(128, 128)",0.1,0.0003,1,focal,2,True,5,Conv1d,,concatenation,64,4
