,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,learning_rate,seed,loss_function,gamma,k_fold,n_splits,batch_size
0,0.6415656805038452,0.5991058224128355,[0.7295739  0.46863775],0.6013890081641307,[0.71598123 0.48679679],0.5977387117350056,[0.74369266 0.45178476],0.7878420352935791,0.7733334353033106,[0.83067986 0.71598701],0.775820341958922,[0.82061637 0.73102432],0.7712745587655818,[0.84099325 0.70155587],1e-06,1,cross_entropy,,True,5,8
0,0.6376514434814453,0.5901183464322836,[0.72969967 0.45053703],0.5941273764926018,[0.70842333 0.47983143],0.5884536616599786,[0.75229358 0.42461375],0.7926944494247437,0.7786464371348092,[0.83440999 0.72288288],0.7809763982419093,[0.82499468 0.73695812],0.7766889557300629,[0.84404269 0.70933522],1e-06,12,cross_entropy,,True,5,8
0,0.6247903108596802,0.5985350420828851,[0.70120232 0.49586777],0.5974284075193124,[0.72699292 0.46786389],0.6023081495945609,[0.6771789 0.5274374],0.7898638844490051,0.778789166751664,[0.82828505 0.72929328],0.7771343393596388,[0.83778966 0.71647902],0.7807839703595714,[0.81899368 0.74257426],1e-06,123,cross_entropy,,True,5,8
