,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,swnu_hidden_dim,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.6717613935470581,0.6417843948710955,[0.74540986 0.53815893],0.6408906832582566,[0.75182269 0.52995868],0.6428612232578828,[0.7391055  0.54661694],,0.8486319184303284,0.839691990640278,[0.8775488  0.80183519],0.839442204724894,[0.87860262 0.80028179],0.8399460601379551,[0.8764975  0.80339463],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",400,"(32, 32)",0.1,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6715750098228455,0.6497582983874506,[0.73717184 0.56234476],0.6475512010677187,[0.76834577 0.52675663],0.6557594681880612,[0.7084289  0.60309004],,0.8544278144836426,0.8467849647597693,[0.88100485 0.81256508],0.8446513372226896,[0.89141583 0.79788684],0.8493138672705993,[0.87083424 0.82779349],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",400,"(32, 32)",0.1,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6946877837181091,0.6692074231133025,[0.76101547 0.57739938],0.6672933911994618,[0.77480689 0.55977989],0.6719352568269686,[0.74770642 0.59616409],,0.8582019209861755,0.8499983163991791,[0.88507756 0.81491907],0.8493587441551242,[0.88779312 0.81092437],0.8506659453324366,[0.88237857 0.81895332],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",400,"(32, 32)",0.1,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64
