,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,num_layers,bidirectional,hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,batch_size
0,,0.6751164793968201,0.645943973534381,[0.74757422 0.54431373],0.6448675964302175,[0.75534094 0.53439425],0.6472870070090375,[0.7399656  0.55460842],,0.9098260998725891,0.9046028315788088,[0.92692518 0.88228049],0.90388777012207,[0.92966696 0.87810858],0.9053458707261024,[0.92419952 0.88649222],1,True,300,0.1,0.0005,1,focal,2,True,5,64
0,,0.67940354347229,0.6504118016987294,[0.75108538 0.54973822],0.6493649519788549,[0.75832846 0.54040144],0.6516913304707395,[0.74397936 0.5594033 ],,0.9136002063751221,0.9084354776006438,[0.9301819  0.88668906],0.9084077839925884,[0.93028322 0.88653234],0.9084632099517012,[0.93008059 0.88684583],1,True,300,0.1,0.0005,12,focal,2,True,5,64
0,,0.6747437119483948,0.647321480874383,[0.7456639  0.54897906],0.6457539318257316,[0.75837533 0.53313253],0.6495840216918467,[0.73337156 0.56579648],,0.9063215851783752,0.9009743441371547,[0.92398556 0.87796313],0.8999676949322728,[0.92794376 0.87199163],0.9020389810085965,[0.92006099 0.88401697],1,True,300,0.1,0.0005,123,focal,2,True,5,64
