,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,swnu_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size
0,,0.6894688010215759,0.6650346294791143,[0.75550338 0.57456588],0.6628218176113001,[0.77390259 0.55174105],0.6686596987677975,[0.73795872 0.59936068],,0.7499663233757019,0.7339931816332849,[0.79917722 0.66880914],0.7349442979074244,[0.79444684 0.67544176],0.7331348971005014,[0.80396428 0.66230552],11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(32, 32)",0.1,0.0003,1,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.6917055249214172,0.6690050430449248,[0.75568685 0.58232323],0.6664656838695654,[0.7794028  0.55352856],0.6738248314947237,[0.73337156 0.6142781 ],,0.7610189914703369,0.747444533944474,[0.80599628 0.68889279],0.7467701994928817,[0.80980651 0.68373389],0.7481759327409232,[0.80222174 0.69413013],11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(32, 32)",0.1,0.0003,12,True,focal,2,True,5,Conv1d,,concatenation,64
0,,0.7025163173675537,0.6795247414352195,[0.76536313 0.59368635],0.6769794059567922,[0.78545564 0.56850317],0.6837384923971006,[0.74627294 0.62120405],,0.748214066028595,0.7325585470313745,[0.79726503 0.66785206],0.733089775975506,[0.79450573 0.67167382],0.7320585568529782,[0.80004356 0.66407355],11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)","(32, 32)",0.1,0.0003,123,True,focal,2,True,5,Conv1d,,concatenation,64
