,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,swnu_hidden_dim,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6814538836479187,0.6540489093267303,[0.75141818 0.55667964],0.6525444638588691,[0.76262179 0.54246714],0.6560979450665467,[0.74053899 0.5716569 ],,0.8400053977966309,0.8305102436052949,[0.8706267  0.79039378],0.8303547189672844,[0.87129145 0.78941799],0.830667482686284,[0.86996297 0.79137199],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",300,"(32, 32)",0.1,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6913326978683472,0.6700356718192628,[0.75386445 0.5862069 ],0.667358024691358,[0.78271605 0.552     ],0.6759988122760798,[0.72706422 0.6249334 ],,0.8382531404495239,0.8303942729243206,[0.86690328 0.79388526],0.8275204646581298,[0.88316384 0.77187709],0.8342079793285985,[0.85123067 0.81718529],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",300,"(32, 32)",0.1,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6902143359184265,0.6727614515857689,[0.74833434 0.59718856],0.6704014364393018,[0.79300385 0.54779902],0.6823977207186951,[0.7084289  0.65636654],,0.8405445218086243,0.8319693157058952,[0.86992853 0.7940101 ],0.8302458039965999,[0.87833037 0.78216123],0.8339546933502822,[0.86168591 0.80622348],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",300,"(32, 32)",0.1,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,0
0,,0.6702702641487122,0.6441319055690988,[0.7405778  0.54768601],0.6422896470006881,[0.75803062 0.52654867],0.6472509598324478,[0.72391055 0.57059137],,0.8220784664154053,0.811784959740415,[0.85580074 0.76776918],0.8112160380259927,[0.85842647 0.7640056 ],0.8123805200322752,[0.85319103 0.77157001],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",300,"(32, 32)",0.1,0.0003,1,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6734389662742615,0.6501938033539785,[0.74036752 0.56002009],0.6479744400565408,[0.76625767 0.52969121],0.6551013781018902,[0.71616972 0.59403303],,0.8249090313911438,0.8168094558920465,[0.8553291  0.77828981],0.8136704674606701,[0.87511395 0.75222699],0.8213212801505436,[0.83641908 0.80622348],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",300,"(32, 32)",0.1,0.0003,12,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.6898415684700012,0.6723676627188446,[0.7480315  0.59670383],0.6700186532767951,[0.79268293 0.54735438],0.6819879895695357,[0.7081422  0.65583378],,0.8540234565734863,0.8472162300228725,[0.87946578 0.81496668],0.8438052265109823,[0.8991807  0.78842975],0.8519745061135233,[0.86059682 0.84335219],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",300,"(32, 32)",0.1,0.0003,123,True,focal,2,True,5,Conv1d,,concatenation,64,1
0,,0.681267499923706,0.6547444428086407,[0.75043783 0.55905106],0.6529989315686984,[0.76426873 0.54172914],0.657307969358678,[0.73709862 0.57751731],,0.7916161417961121,0.7763722901129726,[0.83475844 0.71798614],0.7805197721706965,[0.81951731 0.74152223],0.7732376887687213,[0.85057722 0.69589816],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",300,"(32, 32)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6863000988960266,0.6584496009846499,[0.75598086 0.56091834],0.6571656975610692,[0.76474039 0.549591  ],0.6600710770896365,[0.74741972 0.57272243],,0.8041514754295349,0.7912557845016264,[0.84313937 0.7393722 ],0.7930517522851828,[0.83583048 0.75027303],0.7896804044688628,[0.85057722 0.72878359],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",300,"(32, 32)",0.1,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.7125815749168396,0.6894916220693457,[0.7741652  0.60481804],0.6870167073260885,[0.79131737 0.58271605],0.6932017927055178,[0.75774083 0.62866276],,0.7956597805023193,0.7813977292675823,[0.83723427 0.72556119],0.7844290299820752,[0.82553462 0.74332344],0.7789491585683446,[0.84927031 0.70862801],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",300,"(32, 32)",0.1,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,2
0,,0.6663560271263123,0.6443335432021036,[0.73283582 0.55583127],0.6422628305720709,[0.7643213  0.52020437],0.6502692999027337,[0.70384174 0.59669686],,0.8276047706604004,0.8197365070778903,[0.8573977  0.78207531],0.8164704347422442,[0.87825491 0.75468596],0.8245178747423237,[0.83750817 0.81152758],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,"(12,)",300,"(128, 128)",0.1,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,3
